gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS7D03G0000400	Chr7D	207994	212443	-	210218	Chr7D	393227	397676	-	395451	1.0	1.0	collinear
gene:TraesCS7D03G0000500	Chr7D	242065	245782	+	243923	Chr7D	427348	431065	+	429206	1.0	1.0	collinear
gene:TraesCS7D03G0000900	Chr7D	337014	337852	+	337433	Chr7D	522397	523235	+	522816	1.0	1.0	collinear
gene:TraesCS7D03G0001000	Chr7D	365927	369790	-	367858	Chr7D	550366	554230	-	552298	1.0	0.996	collinear
gene:TraesCS7D03G0001100	Chr7D	371892	373182	-	372537	Chr7D	556332	557622	-	556977	1.0	1.0	collinear
gene:TraesCS7D03G0001400	Chr7D	478186	482086	-	480136	Chr7D	662939	666839	-	664889	1.0	1.0	collinear
gene:TraesCS7D03G0001900	Chr7D	706058	709008	-	707533	Chr7D	893170	896121	-	894645	1.0	0.989	collinear
gene:TraesCS7D03G0002100	Chr7D	995282	1001481	-	998381	Chr7D	1180366	1186565	-	1183465	1.0	1.0	collinear
gene:TraesCS7D03G0002300	Chr7D	1028545	1032002	-	1030273	Chr7D	1213435	1216892	-	1215163	1.0	1.0	collinear
gene:TraesCS7D03G0002600	Chr7D	1089491	1090678	-	1090084	Chr7D	1274391	1275578	-	1274984	1.0	1.0	collinear
gene:TraesCS7D03G0002800	Chr7D	1101311	1104311	-	1102811	Chr7D	1286326	1289302	-	1287814	0.992	0.99	collinear
gene:TraesCS7D03G0002900	Chr7D	1138064	1151035	-	1144549	Chr7D	1323106	1336077	-	1329591	1.0	1.0	collinear
gene:TraesCS7D03G0003200	Chr7D	1197663	1199279	-	1198471	Chr7D	1382357	1383973	-	1383165	1.0	0.999	collinear
gene:TraesCS7D03G0003900	Chr7D	1268276	1269780	-	1269028	Chr7D	1453169	1454673	-	1453921	1.0	1.0	collinear
gene:TraesCS7D03G0004000	Chr7D	1270782	1275797	-	1273289	Chr7D	1455675	1460688	-	1458181	1.0	1.0	collinear
gene:TraesCS7D03G0004300	Chr7D	1318295	1332709	+	1325502	Chr7D	1503202	1517495	+	1510348	1.0	0.979	collinear
gene:TraesCS7D03G0004400	Chr7D	1335304	1336512	+	1335908	Chr7D	1520090	1521298	+	1520694	1.0	1.0	collinear
gene:TraesCS7D03G0004500	Chr7D	1367440	1372889	+	1370164	Chr7D	1552225	1557689	+	1554957	1.0	1.0	collinear
gene:TraesCS7D03G0004600	Chr7D	1423297	1428624	-	1425960	Chr7D	1608477	1613804	-	1611140	1.0	1.0	collinear
gene:TraesCS7D03G0004700	Chr7D	1568149	1569787	+	1568968	Chr7D	1753982	1755620	+	1754801	1.0	1.0	collinear
gene:TraesCS7D03G0005200	Chr7D	1622734	1623927	-	1623330	Chr7D	1808582	1809775	-	1809178	1.0	1.0	collinear
gene:TraesCS7D03G0005300	Chr7D	1630150	1631499	-	1630824	Chr7D	1815999	1817348	-	1816673	1.0	1.0	collinear
gene:TraesCS7D03G0005400	Chr7D	1638146	1638877	-	1638511	Chr7D	1823995	1824726	-	1824360	1.0	1.0	collinear
gene:TraesCS7D03G0005500	Chr7D	1648975	1654512	-	1651743	Chr7D	1834880	1840417	-	1837648	1.0	1.0	collinear
gene:TraesCS7D03G0005800	Chr7D	1673923	1675253	+	1674588	Chr7D	1859827	1861157	+	1860492	1.0	1.0	collinear
