gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS1A03G0004000	Chr1A	1142826	1144427	+	1143626	Chr1A	1112145	1113526	+	1112835	0.987	0.956	collinear
gene:TraesCS1A03G0004200	Chr1A	1157430	1161066	-	1159248	Chr1A	1127862	1131190	-	1129526	0.991	0.958	collinear
gene:TraesCS1A03G0004400	Chr1A	1168201	1175228	+	1171714	Chr1A	1138809	1146019	+	1142414	0.998	0.968	collinear
gene:TraesCS1A03G0004900	Chr1A	1207566	1210657	-	1209111	Chr1A	1163098	1166142	-	1164620	0.949	0.909	collinear
gene:TraesCS1A03G0005000	Chr1A	1226759	1227184	-	1226971	Chr1A	1169917	1170345	-	1170131	1.0	0.969	collinear
gene:TraesCS1A03G0005200	Chr1A	1230199	1236314	-	1233256	Chr1A	1176465	1182639	-	1179552	0.994	0.964	collinear
gene:TraesCS1A03G0005600	Chr1A	1334686	1346171	-	1340428	Chr1A	1267633	1279138	-	1273385	0.981	0.963	collinear
gene:TraesCS1A03G0008400	Chr1A	2058909	2060171	-	2059540	Chr1A	2815468	2816730	-	2816099	1.0	0.941	collinear
gene:TraesCS1A03G0008600	Chr1A	2058909	2060171	-	2059540	Chr1A	2815468	2816730	-	2816099	1.0	0.941	collinear
gene:TraesCS1A03G0008300	Chr1A	2058909	2060171	-	2059540	Chr1A	2815468	2816730	-	2816099	1.0	0.941	collinear
gene:TraesCS1A03G0008500	Chr1A	2058909	2060171	-	2059540	Chr1A	2815468	2816730	-	2816099	1.0	0.941	collinear
gene:TraesCS1A03G0009200	Chr1A	2579251	2580660	+	2579955	Chr1A	4284083	4285488	+	4284785	0.995	0.919	collinear
gene:TraesCS1A03G0010900	Chr1A	3089925	3090365	-	3090145	Chr1A	3680355	3680764	-	3680559	0.929	0.913	collinear
gene:TraesCS1A03G0013100	Chr1A	3442853	3443320	-	3443086	Chr1A	10678543	10679010	+	10678776	1.0	0.997	collinear
gene:TraesCS1A03G0013400	Chr1A	3543536	3549092	-	3546314	Chr1A	10551067	10556634	+	10553850	1.0	0.99	collinear
gene:TraesCS1A03G0013600	Chr1A	3563033	3568128	-	3565580	Chr1A	10530774	10536432	+	10533603	1.0	0.993	collinear
gene:TraesCS1A03G0013800	Chr1A	3736743	3743503	-	3740123	Chr1A	10304321	10311059	+	10307690	1.0	0.986	collinear
gene:TraesCS1A03G0013900	Chr1A	3747551	3750600	+	3749075	Chr1A	10297256	10300305	-	10298780	1.0	0.985	collinear
gene:TraesCS1A03G0014300	Chr1A	3927688	3931188	+	3929438	Chr1A	10237814	10241311	-	10239562	0.998	0.994	collinear
gene:TraesCS1A03G0014400	Chr1A	3927688	3931514	+	3929601	Chr1A	10237488	10241311	-	10239399	0.999	0.993	collinear
gene:TraesCS1A03G0014500	Chr1A	3935056	3938039	+	3936547	Chr1A	10231425	10233931	-	10232678	1.0	0.993	collinear
