gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS6D03G0010300	Chr6D	1964939	1967513	+	1966226	Chr6D	4038880	4041438	-	4040159	0.996	0.994	collinear
gene:TraesCS6D03G0010700	Chr6D	2052300	2059460	+	2055880	Chr6D	4012728	4019876	-	4016302	1.0	0.998	collinear
gene:TraesCS6D03G0010900	Chr6D	2081888	2088204	+	2085046	Chr6D	3935366	3941304	-	3938335	0.999	0.98	collinear
gene:TraesCS6D03G0011000	Chr6D	2091320	2092937	-	2092128	Chr6D	3930136	3931752	+	3930944	0.999	0.996	collinear
gene:TraesCS6D03G0011100	Chr6D	2118955	2121958	+	2120456	Chr6D	3901070	3904074	-	3902572	1.0	0.994	collinear
gene:TraesCS6D03G0011300	Chr6D	2151178	2151584	+	2151381	Chr6D	3871430	3871836	-	3871633	1.0	0.997	collinear
gene:TraesCS6D03G0011500	Chr6D	2153707	2155826	+	2154766	Chr6D	3867189	3869308	-	3868248	1.0	0.998	collinear
gene:TraesCS6D03G0011700	Chr6D	2223820	2229371	+	2226595	Chr6D	3796850	3801912	-	3799381	0.949	0.939	collinear
gene:TraesCS6D03G0011800	Chr6D	2230085	2234438	-	2232261	Chr6D	3791783	3796136	+	3793959	1.0	1.0	collinear
gene:TraesCS6D03G0012000	Chr6D	2248880	2253420	+	2251150	Chr6D	3772806	3777345	-	3775075	1.0	0.999	collinear
gene:TraesCS6D03G0012100	Chr6D	2253761	2256109	+	2254935	Chr6D	3770117	3772465	-	3771291	1.0	1.0	collinear
gene:TraesCS6D03G0012200	Chr6D	2256122	2258291	+	2257206	Chr6D	3767935	3770104	-	3769019	1.0	1.0	collinear
gene:TraesCS6D03G0012400	Chr6D	2258250	2263550	-	2260900	Chr6D	3762635	3767976	+	3765305	0.995	0.99	collinear
gene:TraesCS6D03G0012600	Chr6D	2304145	2310167	-	2307156	Chr6D	3715955	3721973	+	3718964	0.999	0.998	collinear
gene:TraesCS6D03G0012800	Chr6D	2336946	2340619	-	2338782	Chr6D	3685175	3688848	+	3687011	1.0	1.0	collinear
gene:TraesCS6D03G0012900	Chr6D	2381888	2391593	+	2386740	Chr6D	3634432	3644137	-	3639284	1.0	0.999	collinear
gene:TraesCS6D03G0013100	Chr6D	2420566	2421251	+	2420908	Chr6D	3604600	3605285	-	3604942	1.0	1.0	collinear
gene:TraesCS6D03G0013400	Chr6D	2484061	2487246	-	2485653	Chr6D	3539496	3542681	+	3541088	1.0	1.0	collinear
gene:TraesCS6D03G0013500	Chr6D	2498481	2500053	+	2499267	Chr6D	3526693	3528265	-	3527479	1.0	1.0	collinear
gene:TraesCS6D03G0013600	Chr6D	2500109	2501299	+	2500704	Chr6D	3525447	3526637	-	3526042	1.0	1.0	collinear
gene:TraesCS6D03G0013800	Chr6D	2595039	2596583	+	2595811	Chr6D	3431030	3432574	-	3431802	1.0	1.0	collinear
gene:TraesCS6D03G0014100	Chr6D	2650839	2652374	-	2651606	Chr6D	3375168	3376700	+	3375934	0.997	0.997	collinear
gene:TraesCS6D03G0014800	Chr6D	2817020	2819252	+	2818136	Chr6D	3226937	3229169	-	3228053	1.0	1.0	collinear
gene:TraesCS6D03G0014900	Chr6D	2831086	2832280	+	2831683	Chr6D	3213909	3215103	-	3214506	1.0	1.0	collinear
gene:TraesCS6D03G0015000	Chr6D	2854348	2871319	-	2862833	Chr6D	3175352	3192154	+	3183753	1.0	1.0	collinear
gene:TraesCS6D03G0015300	Chr6D	2886437	2890407	+	2888422	Chr6D	3156662	3160632	-	3158647	1.0	1.0	collinear
gene:TraesCS6D03G0015400	Chr6D	2895434	2897880	+	2896657	Chr6D	3149190	3151636	-	3150413	1.0	0.999	collinear
