gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS1B03G0000100	Chr1B	167368	172879	-	170123	Chr1B	165002	170513	-	167757	1.0	0.999	collinear
gene:TraesCS1B03G0000200	Chr1B	455175	461656	-	458415	Chr1B	445744	452241	-	448992	1.0	1.0	collinear
gene:TraesCS1B03G0000800	Chr1B	705806	707489	+	706647	Chr1B	688664	690347	+	689505	1.0	1.0	collinear
gene:TraesCS1B03G0000900	Chr1B	715446	720451	-	717948	Chr1B	698304	703309	-	700806	1.0	1.0	collinear
gene:TraesCS1B03G0001300	Chr1B	874691	877709	-	876200	Chr1B	857159	860177	-	858668	1.0	0.999	collinear
gene:TraesCS1B03G0001600	Chr1B	1190948	1191943	+	1191445	Chr1B	1172929	1173924	+	1173426	1.0	1.0	collinear
gene:TraesCS1B03G0001900	Chr1B	1193433	1195230	+	1194331	Chr1B	1175452	1177249	+	1176350	1.0	1.0	collinear
gene:TraesCS1B03G0002000	Chr1B	1195555	1199187	-	1197371	Chr1B	1177573	1181205	-	1179389	1.0	1.0	collinear
gene:TraesCS1B03G0002100	Chr1B	1200778	1204863	-	1202820	Chr1B	1182717	1186821	-	1184769	1.0	1.0	collinear
gene:TraesCS1B03G0002200	Chr1B	1237000	1244167	+	1240583	Chr1B	1218674	1225805	+	1222239	0.992	0.992	collinear
gene:TraesCS1B03G0002400	Chr1B	1247087	1248968	+	1248027	Chr1B	1228725	1230590	+	1229657	1.0	1.0	collinear
gene:TraesCS1B03G0002500	Chr1B	1254021	1254909	-	1254465	Chr1B	1235606	1236494	-	1236050	1.0	1.0	collinear
gene:TraesCS1B03G0002700	Chr1B	1268212	1281120	-	1274666	Chr1B	1249801	1262733	-	1256267	1.0	0.997	collinear
gene:TraesCS1B03G0003000	Chr1B	1404047	1406431	+	1405239	Chr1B	1362265	1364649	+	1363457	1.0	1.0	collinear
gene:TraesCS1B03G0003100	Chr1B	1407228	1410094	-	1408661	Chr1B	1365446	1368312	-	1366879	0.996	0.99	collinear
gene:TraesCS1B03G0003200	Chr1B	1411477	1414749	-	1413113	Chr1B	1369319	1372420	-	1370869	0.998	0.984	collinear
gene:TraesCS1B03G0003300	Chr1B	1417992	1424275	-	1421133	Chr1B	1405789	1412089	+	1408939	0.996	0.974	collinear
gene:TraesCS1B03G0003400	Chr1B	1457859	1460957	+	1459408	Chr1B	1415406	1418495	+	1416950	1.0	0.987	collinear
gene:TraesCS1B03G0003800	Chr1B	1509827	1521650	-	1515738	Chr1B	1544921	1556483	-	1550702	0.992	0.969	collinear
gene:TraesCS1B03G0011200	Chr1B	3399421	3412856	+	3406138	Chr1B	2080779	2093889	+	2087334	0.996	0.99	collinear
gene:TraesCS1B03G0012000	Chr1B	3468064	3472241	+	3470152	Chr1B	2149279	2153474	+	2151376	1.0	1.0	collinear
gene:TraesCS1B03G0012400	Chr1B	3758383	3758664	-	3758523	Chr1B	5005654	5005935	+	5005794	1.0	1.0	collinear
gene:TraesCS1B03G0012500	Chr1B	3769497	3771294	-	3770395	Chr1B	4993023	4994820	+	4993921	1.0	1.0	collinear
gene:TraesCS1B03G0012600	Chr1B	3850544	3853244	+	3851894	Chr1B	4919155	4921860	-	4920507	1.0	1.0	collinear
gene:TraesCS1B03G0013100	Chr1B	4073976	4076964	+	4075470	Chr1B	4695588	4698576	-	4697082	1.0	0.992	collinear
gene:TraesCS1B03G0013400	Chr1B	4086402	4088303	+	4087352	Chr1B	4684247	4686148	-	4685197	1.0	0.999	collinear
gene:TraesCS1B03G0013500	Chr1B	4098786	4101519	+	4100152	Chr1B	4671032	4673764	-	4672398	0.999	0.987	collinear
gene:TraesCS1B03G0013600	Chr1B	4115135	4122936	+	4119035	Chr1B	4649024	4656825	-	4652924	1.0	0.999	collinear
gene:TraesCS1B03G0013700	Chr1B	4127051	4129028	+	4128039	Chr1B	4642932	4644909	-	4643920	1.0	1.0	collinear
gene:TraesCS1B03G0013800	Chr1B	4133585	4137066	+	4135325	Chr1B	4634852	4638333	-	4636592	1.0	1.0	collinear
gene:TraesCS1B03G0013900	Chr1B	4138167	4140263	-	4139215	Chr1B	4631655	4633751	+	4632703	1.0	1.0	collinear
gene:TraesCS1B03G0014000	Chr1B	4143564	4145402	+	4144483	Chr1B	4626516	4628354	-	4627435	1.0	1.0	collinear
gene:TraesCS1B03G0014100	Chr1B	4155606	4159084	+	4157345	Chr1B	4612663	4616141	-	4614402	1.0	1.0	collinear
gene:TraesCS1B03G0014300	Chr1B	4243347	4262131	+	4252739	Chr1B	4509677	4528469	-	4519073	1.0	1.0	collinear
gene:TraesCS1B03G0014400	Chr1B	4273438	4279469	+	4276453	Chr1B	4484267	4490298	-	4487282	1.0	1.0	collinear
gene:TraesCS1B03G0014700	Chr1B	4286188	4287595	+	4286891	Chr1B	4476143	4477550	-	4476846	1.0	1.0	collinear
gene:TraesCS1B03G0014800	Chr1B	4297718	4300858	+	4299288	Chr1B	4462880	4466020	-	4464450	1.0	1.0	collinear
gene:TraesCS1B03G0015000	Chr1B	4331657	4334956	+	4333306	Chr1B	4428826	4432125	-	4430475	1.0	1.0	collinear
gene:TraesCS1B03G0015100	Chr1B	4338844	4342938	+	4340891	Chr1B	4420857	4424951	-	4422904	1.0	0.999	collinear
gene:TraesCS1B03G0015200	Chr1B	4393285	4396599	+	4394942	Chr1B	4367642	4370956	-	4369299	1.0	1.0	collinear
gene:TraesCS1B03G0015300	Chr1B	4408161	4409441	+	4408801	Chr1B	4354785	4356065	-	4355425	1.0	1.0	collinear
gene:TraesCS1B03G0015400	Chr1B	4410596	4413631	-	4412113	Chr1B	4350595	4353630	+	4352112	1.0	1.0	collinear
gene:TraesCS1B03G0015600	Chr1B	4508006	4514125	-	4511065	Chr1B	4250292	4256411	+	4253351	1.0	1.0	collinear
gene:TraesCS1B03G0015800	Chr1B	4527377	4530535	+	4528956	Chr1B	4233876	4237034	-	4235455	1.0	0.999	collinear
gene:TraesCS1B03G0015900	Chr1B	4532575	4540073	-	4536324	Chr1B	4224358	4231856	+	4228107	1.0	1.0	collinear
gene:TraesCS1B03G0016000	Chr1B	4650736	4653351	-	4652043	Chr1B	4062233	4064783	+	4063508	0.969	0.962	collinear
gene:TraesCS1B03G0016100	Chr1B	4921959	4923057	+	4922508	Chr1B	4056644	4057741	-	4057192	0.999	0.997	collinear
gene:TraesCS1B03G0016200	Chr1B	4933959	4937241	+	4935600	Chr1B	4042474	4045756	-	4044115	1.0	0.997	collinear
gene:TraesCS1B03G0016300	Chr1B	4938236	4939656	-	4938946	Chr1B	4040059	4041479	+	4040769	1.0	1.0	collinear
gene:TraesCS1B03G0016400	Chr1B	4939976	4941724	-	4940850	Chr1B	4037991	4039739	+	4038865	1.0	0.998	collinear
gene:TraesCS1B03G0016600	Chr1B	4964894	4968898	-	4966896	Chr1B	4010818	4014822	+	4012820	1.0	0.997	collinear
gene:TraesCS1B03G0016700	Chr1B	4974868	4978200	-	4976534	Chr1B	4001513	4004845	+	4003179	1.0	0.999	collinear
gene:TraesCS1B03G0016800	Chr1B	4987227	4988572	-	4987899	Chr1B	3991197	3992542	+	3991869	1.0	0.999	collinear
gene:TraesCS1B03G0016900	Chr1B	4990548	4992947	-	4991747	Chr1B	3986804	3989203	+	3988003	1.0	0.998	collinear
gene:TraesCS1B03G0017000	Chr1B	4997628	5001729	-	4999678	Chr1B	3978022	3982123	+	3980072	1.0	1.0	collinear
gene:TraesCS1B03G0017200	Chr1B	5007868	5008182	-	5008025	Chr1B	3971569	3971883	+	3971726	1.0	1.0	collinear
gene:TraesCS1B03G0017300	Chr1B	5016208	5019614	-	5017911	Chr1B	3960137	3963542	+	3961839	0.999	0.998	collinear
gene:TraesCS1B03G0017500	Chr1B	5036486	5038000	-	5037243	Chr1B	3941498	3943012	+	3942255	1.0	0.998	collinear
gene:TraesCS1B03G0017600	Chr1B	5044270	5049090	-	5046680	Chr1B	3929428	3934248	+	3931838	1.0	0.999	collinear
gene:TraesCS1B03G0017700	Chr1B	5053269	5054727	-	5053998	Chr1B	3923789	3925249	+	3924519	1.0	0.959	collinear
gene:TraesCS1B03G0019400	Chr1B	5421666	5422574	+	5422120	Chr1B	3060510	3061418	-	3060964	1.0	0.997	collinear
gene:TraesCS1B03G0019700	Chr1B	5447750	5448643	-	5448196	Chr1B	3018925	3019818	-	3019371	1.0	0.979	collinear
gene:TraesCS1B03G0019800	Chr1B	5459628	5460581	-	5460104	Chr1B	3034945	3035899	-	3035422	1.0	0.978	collinear
gene:TraesCS1B03G0019900	Chr1B	5512517	5513581	+	5513049	Chr1B	2854778	2855838	-	2855308	0.996	0.978	collinear
gene:TraesCS1B03G0020500	Chr1B	5592386	5593420	+	5592903	Chr1B	2747157	2748143	-	2747650	0.953	0.952	collinear
gene:TraesCS1B03G0020600	Chr1B	5597356	5598231	+	5597793	Chr1B	2742346	2743221	-	2742783	1.0	1.0	collinear
gene:TraesCS1B03G0020700	Chr1B	5612307	5615571	+	5613939	Chr1B	2725202	2728466	-	2726834	1.0	0.999	collinear
gene:TraesCS1B03G0020800	Chr1B	5614684	5615030	-	5614857	Chr1B	2725743	2726089	+	2725916	1.0	1.0	collinear
gene:TraesCS1B03G0021000	Chr1B	5630788	5631399	+	5631093	Chr1B	2709370	2709981	-	2709675	1.0	0.998	collinear
gene:TraesCS1B03G0021200	Chr1B	5632568	5632786	+	5632677	Chr1B	2707984	2708202	-	2708093	1.0	0.995	collinear
gene:TraesCS1B03G0021800	Chr1B	5836360	5836629	-	5836494	Chr1B	2512513	2512765	+	2512639	0.937	0.929	collinear
