gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS7A02G000100	Chr7A	238043	241215	+	239629	Chr7A	296451	299710	+	298080	0.997	0.954	collinear
gene:TraesCS7A02G000200	Chr7A	242359	246258	-	244308	Chr7A	300853	304751	-	302802	1.0	1.0	collinear
gene:TraesCS7A02G000300	Chr7A	250565	253987	+	252276	Chr7A	309058	312484	+	310771	1.0	1.0	collinear
gene:TraesCS7A02G000400	Chr7A	289316	290626	+	289971	Chr7A	343331	344644	+	343987	1.0	1.0	collinear
gene:TraesCS7A02G000600	Chr7A	331413	332217	+	331815	Chr7A	384709	385513	+	385111	1.0	1.0	collinear
gene:TraesCS7A02G000700	Chr7A	342962	346248	-	344605	Chr7A	395539	398825	-	397182	1.0	1.0	collinear
gene:TraesCS7A02G000800	Chr7A	463692	465671	-	464681	Chr7A	514530	516509	-	515519	1.0	1.0	collinear
gene:TraesCS7A02G000900	Chr7A	631804	635718	+	633761	Chr7A	689742	693656	+	691699	1.0	0.999	collinear
gene:TraesCS7A02G000936	Chr7A	643174	655611	-	649392	Chr7A	701111	713548	-	707329	1.0	1.0	collinear
gene:TraesCS7A02G001000	Chr7A	665160	680522	-	672841	Chr7A	723099	735604	-	729351	1.0	1.0	collinear
gene:TraesCS7A02G001100	Chr7A	760723	764116	-	762419	Chr7A	815246	818639	-	816942	1.0	1.0	collinear
gene:TraesCS7A02G001121	Chr7A	785611	786054	-	785832	Chr7A	840156	840599	-	840377	1.0	1.0	collinear
gene:TraesCS7A02G001200	Chr7A	976470	983181	+	979825	Chr7A	1028702	1035413	+	1032057	1.0	1.0	collinear
gene:TraesCS7A02G001300	Chr7A	1128397	1129068	+	1128732	Chr7A	1179829	1180500	+	1180164	1.0	1.0	collinear
gene:TraesCS7A02G001400	Chr7A	1180399	1182394	+	1181396	Chr7A	1218548	1220543	+	1219545	1.0	0.999	collinear
gene:TraesCS7A02G001500	Chr7A	1273203	1274422	+	1273812	Chr7A	1311502	1312721	+	1312111	1.0	1.0	collinear
gene:TraesCS7A02G001600	Chr7A	1277396	1277831	-	1277613	Chr7A	1315695	1316130	-	1315912	1.0	1.0	collinear
gene:TraesCS7A02G001700	Chr7A	1280349	1295461	-	1287905	Chr7A	1318648	1333667	-	1326157	1.0	0.999	collinear
gene:TraesCS7A02G001800	Chr7A	1316001	1316821	-	1316411	Chr7A	1353659	1354479	-	1354069	1.0	1.0	collinear
gene:TraesCS7A02G001900	Chr7A	1320275	1322055	-	1321165	Chr7A	1357933	1359713	-	1358823	1.0	1.0	collinear
gene:TraesCS7A02G002600	Chr7A	1521562	1524436	+	1522999	Chr7A	1414052	1416926	+	1415489	1.0	1.0	collinear
gene:TraesCS7A02G002700	Chr7A	1690697	1692368	+	1691532	Chr7A	1644527	1646198	+	1645362	1.0	1.0	collinear
gene:TraesCS7A02G002800	Chr7A	1695250	1700497	+	1697873	Chr7A	1649080	1654455	+	1651767	1.0	0.999	collinear
gene:TraesCS7A02G002900	Chr7A	1702072	1711505	-	1706788	Chr7A	1656030	1665463	-	1660746	1.0	1.0	collinear
gene:TraesCS7A02G003000	Chr7A	1712778	1718449	+	1715613	Chr7A	1666736	1672407	+	1669571	1.0	1.0	collinear
gene:TraesCS7A02G003100	Chr7A	1718979	1724204	-	1721591	Chr7A	1672937	1678184	-	1675560	1.0	0.999	collinear
gene:TraesCS7A02G003200	Chr7A	1742688	1748575	-	1745631	Chr7A	1695569	1701564	-	1698566	1.0	0.994	collinear
