gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS1B02G111300	Chr1B	129175867	129177735	-	129176801	Chr1B	541849878	541851746	-	541850812	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G111400	Chr1B	129506646	129508560	-	129507603	Chr1B	542179493	542181407	-	542180450	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G111500	Chr1B	129510166	129513711	-	129511938	Chr1B	542183013	542186558	-	542184785	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G111600	Chr1B	129551660	129553416	-	129552538	Chr1B	542224432	542226188	-	542225310	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G111700	Chr1B	129998526	130000223	+	129999374	Chr1B	542661197	542662894	+	542662045	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G111800	Chr1B	130001042	130002982	+	130002012	Chr1B	542663713	542665653	+	542664683	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G111900	Chr1B	130009790	130011412	+	130010601	Chr1B	542672461	542674083	+	542673272	1.0	0.999	rearrangement:Chr1B_block1
gene:TraesCS1B02G112000	Chr1B	130018645	130021143	-	130019894	Chr1B	542681316	542683813	-	542682564	0.999	0.999	rearrangement:Chr1B_block1
gene:TraesCS1B02G112100	Chr1B	130033215	130033532	-	130033373	Chr1B	542695885	542696202	-	542696043	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G112200	Chr1B	130350121	130356439	-	130353280	Chr1B	543011422	543017740	-	543014581	1.0	0.999	rearrangement:Chr1B_block1
gene:TraesCS1B02G112300	Chr1B	130359373	130361600	+	130360486	Chr1B	543020433	543022660	+	543021546	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G112400	Chr1B	130361887	130362153	-	130362020	Chr1B	543022947	543023213	-	543023080	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G112500	Chr1B	130363521	130364195	-	130363858	Chr1B	543024582	543025256	-	543024919	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G112600	Chr1B	130534076	130541263	-	130537669	Chr1B	543192634	543199821	-	543196227	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G112700	Chr1B	130636812	130643984	-	130640398	Chr1B	543295220	543302139	-	543298679	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G112800	Chr1B	130645673	130646221	+	130645947	Chr1B	543303828	543304376	+	543304102	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G112900	Chr1B	131456949	131464291	+	131460620	Chr1B	544110207	544117549	+	544113878	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G113000	Chr1B	131503446	131505219	-	131504332	Chr1B	544156921	544158694	-	544157807	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G113100	Chr1B	131775571	131785272	+	131780421	Chr1B	544427232	544436349	+	544431790	0.995	0.995	rearrangement:Chr1B_block2
gene:TraesCS1B02G113200	Chr1B	131788552	131789760	-	131789156	Chr1B	544439629	544440837	-	544440233	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G113300	Chr1B	132057489	132071581	+	132064535	Chr1B	544707379	544721471	+	544714425	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G113400	Chr1B	132933636	132937975	+	132935805	Chr1B	545580516	545584855	+	545582685	1.0	1.0	rearrangement:Chr1B_block3
