gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS5B02G000100	Chr5B	16235	21357	+	18796	Chr5B	2127518	2132642	+	2130080	1.0	1.0	collinear
gene:TraesCS5B02G000300	Chr5B	86983	88497	-	87740	Chr5B	2213963	2215477	-	2214720	1.0	0.998	collinear
gene:TraesCS5B02G000400	Chr5B	210112	215729	+	212920	Chr5B	2336666	2342283	+	2339474	1.0	1.0	collinear
gene:TraesCS5B02G000500	Chr5B	216278	219412	-	217845	Chr5B	2342832	2345969	-	2344400	1.0	0.999	collinear
gene:TraesCS5B02G000600	Chr5B	229215	233600	+	231407	Chr5B	2355772	2359901	+	2357836	1.0	1.0	collinear
gene:TraesCS5B02G000700	Chr5B	461918	462852	-	462385	Chr5B	2102084	2103018	+	2102551	1.0	1.0	collinear
gene:TraesCS5B02G000800	Chr5B	655778	658708	-	657243	Chr5B	1877824	1880754	+	1879289	1.0	1.0	collinear
gene:TraesCS5B02G000900	Chr5B	756821	758672	+	757746	Chr5B	1778822	1780673	-	1779747	1.0	1.0	collinear
gene:TraesCS5B02G001000	Chr5B	762630	764982	-	763806	Chr5B	1772512	1774864	+	1773688	1.0	1.0	collinear
gene:TraesCS5B02G001100	Chr5B	860861	865647	-	863254	Chr5B	1673510	1678031	+	1675770	1.0	1.0	collinear
gene:TraesCS5B02G001300	Chr5B	1579405	1579728	+	1579566	Chr5B	2728099	2728422	+	2728260	1.0	1.0	collinear
gene:TraesCS5B02G001600	Chr5B	2558977	2563902	-	2561439	Chr5B	7406859	7411612	-	7409235	1.0	1.0	collinear
gene:TraesCS5B02G001700	Chr5B	2570828	2574624	-	2572726	Chr5B	7418538	7422336	-	7420437	1.0	1.0	collinear
gene:TraesCS5B02G001800	Chr5B	2581312	2585281	+	2583296	Chr5B	7429025	7432994	+	7431009	1.0	1.0	collinear
gene:TraesCS5B02G001900	Chr5B	2612913	2614391	-	2613652	Chr5B	7460298	7461776	-	7461037	1.0	1.0	collinear
gene:TraesCS5B02G002000	Chr5B	2805491	2806938	+	2806214	Chr5B	7652497	7653944	+	7653220	1.0	1.0	collinear
gene:TraesCS5B02G002100	Chr5B	2883487	2884992	+	2884239	Chr5B	7729652	7731157	+	7730404	1.0	1.0	collinear
gene:TraesCS5B02G002200	Chr5B	3449225	3449773	-	3449499	Chr5B	8312235	8312783	-	8312509	1.0	1.0	collinear
gene:TraesCS5B02G002300	Chr5B	3474782	3475968	+	3475375	Chr5B	8337796	8338982	+	8338389	1.0	1.0	collinear
gene:TraesCS5B02G002400	Chr5B	3849532	3862578	-	3856055	Chr5B	8711434	8723590	-	8717512	1.0	1.0	collinear
gene:TraesCS5B02G002500	Chr5B	3867064	3867802	-	3867433	Chr5B	8728076	8728814	-	8728445	1.0	1.0	collinear
gene:TraesCS5B02G002600	Chr5B	3917424	3923351	-	3920387	Chr5B	8778046	8783973	-	8781009	1.0	1.0	collinear
gene:TraesCS5B02G002700	Chr5B	4059784	4060323	-	4060053	Chr5B	8920148	8920687	-	8920417	1.0	1.0	collinear
gene:TraesCS5B02G002800	Chr5B	4061095	4061457	+	4061276	Chr5B	8921459	8921821	+	8921640	1.0	1.0	collinear
gene:TraesCS5B02G002900	Chr5B	4546069	4552406	-	4549237	Chr5B	6184048	6190178	+	6187113	1.0	1.0	collinear
gene:TraesCS5B02G003000	Chr5B	4594584	4597569	-	4596076	Chr5B	6138946	6141931	+	6140438	1.0	1.0	collinear
gene:TraesCS5B02G003100	Chr5B	4831068	4833559	+	4832313	Chr5B	5748329	5750820	-	5749574	1.0	1.0	collinear
gene:TraesCS5B02G003200	Chr5B	4867071	4871723	-	4869397	Chr5B	5709883	5714535	+	5712209	1.0	1.0	collinear
gene:TraesCS5B02G003300	Chr5B	5045123	5051057	+	5048090	Chr5B	5533001	5538933	-	5535967	1.0	1.0	collinear
gene:TraesCS5B02G003400	Chr5B	5052970	5056002	-	5054486	Chr5B	5528195	5531227	+	5529711	1.0	1.0	collinear
gene:TraesCS5B02G003500	Chr5B	5057454	5057948	+	5057701	Chr5B	5526249	5526743	-	5526496	1.0	1.0	collinear
gene:TraesCS5B02G003600	Chr5B	5062881	5065255	+	5064068	Chr5B	5519094	5521468	-	5520281	1.0	1.0	collinear
gene:TraesCS5B02G003700	Chr5B	5071378	5072952	-	5072165	Chr5B	5511395	5512969	+	5512182	1.0	1.0	collinear
gene:TraesCS5B02G003900	Chr5B	5417279	5421527	+	5419403	Chr5B	4803859	4808107	-	4805983	1.0	1.0	collinear
gene:TraesCS5B02G004000	Chr5B	5919690	5920013	-	5919851	Chr5B	3736600	3736923	+	3736761	1.0	1.0	collinear
gene:TraesCS5B02G004200	Chr5B	6217631	6220820	-	6219225	Chr5B	331675	334864	+	333269	1.0	1.0	collinear
gene:TraesCS5B02G004300	Chr5B	6364821	6368699	-	6366760	Chr5B	185083	188961	+	187022	1.0	1.0	collinear
gene:TraesCS5B02G004400	Chr5B	6393220	6407926	+	6400573	Chr5B	145908	160522	-	153215	1.0	1.0	collinear
gene:TraesCS5B02G004500	Chr5B	6418315	6422013	-	6420164	Chr5B	132018	135716	+	133867	1.0	1.0	collinear
gene:TraesCS5B02G004600	Chr5B	6467080	6476016	+	6471548	Chr5B	78913	87223	-	83068	1.0	1.0	collinear
gene:TraesCS5B02G004700	Chr5B	6501236	6502261	+	6501748	Chr5B	52389	53414	-	52901	1.0	1.0	collinear
gene:TraesCS5B02G004800	Chr5B	6570469	6587252	+	6578860	Chr5B	9352732	9369508	+	9361120	1.0	1.0	collinear
gene:TraesCS5B02G004900	Chr5B	6622837	6626116	+	6624476	Chr5B	9400507	9403786	+	9402146	1.0	0.999	collinear
gene:TraesCS5B02G005000	Chr5B	6645267	6648830	+	6647048	Chr5B	9422789	9426228	+	9424508	0.998	0.975	collinear
gene:TraesCS5B02G005100	Chr5B	6650056	6654556	+	6652306	Chr5B	9427151	9431165	+	9429158	0.965	0.945	collinear
gene:TraesCS5B02G005500	Chr5B	6968208	6970169	+	6969188	Chr5B	10205282	10207249	-	10206265	1.0	0.98	collinear
gene:TraesCS5B02G005600	Chr5B	6965525	6975517	+	6970521	Chr5B	11888738	11907895	+	11898316	1.0	0.99	collinear
gene:TraesCS5B02G005700	Chr5B	7021141	7026614	-	7023877	Chr5B	11954507	11959979	-	11957243	1.0	0.995	collinear
gene:TraesCS5B02G005755	Chr5B	7068359	7071536	-	7069947	Chr5B	12002353	12004714	-	12003533	0.992	0.992	collinear
gene:TraesCS5B02G005900	Chr5B	7148738	7149225	-	7148981	Chr5B	12056339	12056826	-	12056582	1.0	0.994	collinear
gene:TraesCS5B02G006000	Chr5B	7184206	7184957	-	7184581	Chr5B	12078261	12079013	-	12078637	0.998	0.987	collinear
gene:TraesCS5B02G006100	Chr5B	7304012	7304699	-	7304355	Chr5B	12241426	12242113	-	12241769	1.0	0.988	collinear
gene:TraesCS5B02G006200	Chr5B	7354948	7355435	-	7355191	Chr5B	10435408	10435896	+	10435652	1.0	0.976	collinear
gene:TraesCS5B02G006300	Chr5B	7382778	7383265	-	7383021	Chr5B	12298859	12299354	-	12299106	1.0	0.989	collinear
gene:TraesCS5B02G006400	Chr5B	7541069	7545930	-	7543499	Chr5B	12426223	12430723	-	12428473	0.965	0.963	collinear
gene:TraesCS5B02G006500	Chr5B	7706077	7709832	-	7707954	Chr5B	12567118	12570873	-	12568995	1.0	0.995	collinear
gene:TraesCS5B02G006600	Chr5B	7936224	7944965	-	7940594	Chr5B	12660868	12669822	-	12665345	1.0	0.995	collinear
gene:TraesCS5B02G006700	Chr5B	7995392	8007460	-	8001426	Chr5B	12741758	12766301	-	12754029	0.997	0.987	collinear
gene:TraesCS5B02G006800	Chr5B	8086615	8096868	+	8091741	Chr5B	12890656	12906514	+	12898585	0.993	0.983	collinear
gene:TraesCS5B02G006900	Chr5B	8171350	8176122	+	8173736	Chr5B	12977659	12982383	+	12980021	0.978	0.976	collinear
gene:TraesCS5B02G007000	Chr5B	8185879	8188188	-	8187033	Chr5B	12995772	12998470	-	12997121	1.0	0.998	collinear
gene:TraesCS5B02G007100	Chr5B	8342582	8344606	+	8343594	Chr5B	13128883	13130896	+	13129889	0.989	0.963	collinear
gene:TraesCS5B02G007200	Chr5B	8351751	8353860	+	8352805	Chr5B	13139997	13142076	+	13141036	0.987	0.975	collinear
gene:TraesCS5B02G007300	Chr5B	8374524	8379358	-	8376941	Chr5B	13162792	13167627	-	13165209	1.0	0.99	collinear
gene:TraesCS5B02G007600	Chr5B	8875269	8877667	-	8876468	Chr5B	14003682	14006113	-	14004897	1.0	1.0	collinear
gene:TraesCS5B02G007800	Chr5B	8905295	8919306	-	8912300	Chr5B	14030927	14045118	-	14038022	0.99	0.97	collinear
gene:TraesCS5B02G007900	Chr5B	8933272	8935785	-	8934528	Chr5B	14050924	14053724	-	14052324	0.954	0.916	collinear
gene:TraesCS5B02G008000	Chr5B	8936244	8937011	-	8936627	Chr5B	14054144	14054911	-	14054527	1.0	0.97	collinear
gene:TraesCS5B02G008100	Chr5B	8945172	8946074	-	8945623	Chr5B	14062714	14063607	-	14063160	0.99	0.981	collinear
gene:TraesCS5B02G008200	Chr5B	9009416	9010239	+	9009827	Chr5B	14131217	14132040	+	14131628	1.0	0.994	collinear
gene:TraesCS5B02G008300	Chr5B	9040754	9040975	+	9040864	Chr5B	14331484	14331705	+	14331594	1.0	0.99	collinear
gene:TraesCS5B02G008400	Chr5B	9044522	9047785	+	9046153	Chr5B	14335256	14338522	+	14336889	0.999	0.992	collinear
gene:TraesCS5B02G008500	Chr5B	9075440	9079212	+	9077326	Chr5B	14373408	14376990	+	14375199	1.0	0.997	collinear
gene:TraesCS5B02G008600	Chr5B	9222282	9225823	-	9224052	Chr5B	14518981	14522458	-	14520719	0.972	0.96	collinear
gene:TraesCS5B02G008700	Chr5B	9243595	9244008	+	9243801	Chr5B	14540310	14540723	+	14540516	1.0	1.0	collinear
gene:TraesCS5B02G008800	Chr5B	9261235	9263380	+	9262307	Chr5B	14557592	14559737	+	14558664	1.0	0.998	collinear
gene:TraesCS5B02G008900	Chr5B	9263459	9267479	-	9265469	Chr5B	14559816	14563836	-	14561826	1.0	1.0	collinear
gene:TraesCS5B02G009000	Chr5B	9284415	9286096	+	9285255	Chr5B	14579992	14581673	+	14580832	1.0	1.0	collinear
gene:TraesCS5B02G009100	Chr5B	9289491	9289916	+	9289703	Chr5B	14585068	14585493	+	14585280	1.0	1.0	collinear
gene:TraesCS5B02G009200	Chr5B	9298645	9299536	+	9299090	Chr5B	14595242	14596133	+	14595687	1.0	1.0	collinear
gene:TraesCS5B02G009300	Chr5B	9302014	9303513	+	9302763	Chr5B	14598611	14600110	+	14599360	1.0	1.0	collinear
gene:TraesCS5B02G009400	Chr5B	9332838	9334688	-	9333763	Chr5B	14629269	14631119	-	14630194	1.0	1.0	collinear
gene:TraesCS5B02G009500	Chr5B	9356180	9359093	+	9357636	Chr5B	14651859	14654772	+	14653315	1.0	1.0	collinear
gene:TraesCS5B02G009600	Chr5B	9416856	9418777	+	9417816	Chr5B	14716703	14718624	+	14717663	1.0	1.0	collinear
gene:TraesCS5B02G009800	Chr5B	9523414	9524244	-	9523829	Chr5B	14820478	14821308	-	14820893	1.0	1.0	collinear
gene:TraesCS5B02G009900	Chr5B	9539104	9539973	+	9539538	Chr5B	14836168	14837037	+	14836602	1.0	1.0	collinear
gene:TraesCS5B02G010000	Chr5B	9669444	9672795	-	9671119	Chr5B	14966376	14969727	-	14968051	1.0	1.0	collinear
gene:TraesCS5B02G010100	Chr5B	9807726	9816838	+	9812282	Chr5B	15104484	15113534	+	15109009	1.0	1.0	collinear
gene:TraesCS5B02G010200	Chr5B	10059659	10063814	-	10061736	Chr5B	15355333	15359500	-	15357416	1.0	0.999	collinear
gene:TraesCS5B02G014800	Chr5B	13919353	13922813	+	13921083	Chr5B	15525802	15529262	+	15527532	1.0	1.0	collinear
gene:TraesCS5B02G014900	Chr5B	14144359	14156845	-	14150602	Chr5B	15748526	15760825	-	15754675	1.0	1.0	collinear
gene:TraesCS5B02G015000	Chr5B	14191739	14194464	-	14193101	Chr5B	15797629	15800354	-	15798991	1.0	1.0	collinear
gene:TraesCS5B02G015100	Chr5B	14407480	14410970	-	14409225	Chr5B	16011141	16014631	-	16012886	1.0	1.0	collinear
gene:TraesCS5B02G015200	Chr5B	14703827	14707222	+	14705524	Chr5B	16309372	16312788	+	16311080	1.0	0.995	collinear
gene:TraesCS5B02G015300	Chr5B	14908003	14908434	-	14908218	Chr5B	16534911	16535342	-	16535126	1.0	0.981	collinear
gene:TraesCS5B02G015400	Chr5B	14911233	14911912	-	14911572	Chr5B	16537879	16538556	-	16538217	0.995	0.948	collinear
gene:TraesCS5B02G015500	Chr5B	15004986	15005894	-	15005440	Chr5B	16721160	16722068	-	16721614	1.0	0.998	collinear
gene:TraesCS5B02G015600	Chr5B	15050558	15051385	+	15050971	Chr5B	16780729	16781556	+	16781142	1.0	0.984	collinear
gene:TraesCS5B02G015700	Chr5B	15054205	15054912	+	15054558	Chr5B	16784041	16784748	+	16784394	1.0	1.0	collinear
gene:TraesCS5B02G015800	Chr5B	15075265	15076873	+	15076069	Chr5B	16805103	16806711	+	16805907	1.0	0.998	collinear
gene:TraesCS5B02G015900	Chr5B	15094157	15094654	+	15094405	Chr5B	16823790	16824287	+	16824038	1.0	1.0	collinear
gene:TraesCS5B02G016000	Chr5B	15125537	15126469	+	15126003	Chr5B	16854880	16855812	+	16855346	1.0	1.0	collinear
gene:TraesCS5B02G016100	Chr5B	15186319	15187092	-	15186705	Chr5B	16903272	16904042	-	16903657	0.996	0.996	collinear
gene:TraesCS5B02G016200	Chr5B	15191136	15192014	-	15191575	Chr5B	16908086	16908964	-	16908525	1.0	1.0	collinear
gene:TraesCS5B02G016300	Chr5B	15197018	15197961	+	15197489	Chr5B	16913878	16914821	+	16914349	1.0	1.0	collinear
gene:TraesCS5B02G016400	Chr5B	15254944	15260143	+	15257543	Chr5B	16970422	16975621	+	16973021	1.0	0.999	collinear
