cs_chr	cs_start	cs_end	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	n_anchors	mean_identity
Chr1A	1662019	159522669	Chr1A	1816559	163524677	1131	0.9956224580017683
Chr1A	161671479	177484497	Chr1A	165713080	195033866	30	0.9961666666666666
Chr1A	200578799	202086777	Chr1A	204663182	206159087	5	0.9968
Chr1A	204319371	209358469	Chr1A	208357907	213351531	7	0.9967142857142858
Chr1A	212017564	213918065	Chr1A	215216869	219044104	5	0.9958
Chr1A	216435878	410154980	Chr1A	222316594	435700972	897	0.9950078037904124
Chr1A	412224586	509014713	Chr1A	433050489	533546837	788	0.9965380710659898
Chr1A	512647754	545908948	Chr1A	533694446	567489629	414	0.993219806763285
Chr1A	550968633	564590034	Chr1A	576407160	590472906	206	0.9957378640776698
Chr1A	571987978	593997588	Chr1A	594215686	616554719	306	0.9928006535947711
