gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS1A02G002900	Chr1A	1657115	1666923	+	1662019	Chr1A	1811655	1821463	+	1816559	1.0	1.0	collinear
gene:TraesCS1A02G003000	Chr1A	1668949	1670358	+	1669653	Chr1A	1823489	1824898	+	1824193	1.0	1.0	collinear
gene:TraesCS1A02G003100	Chr1A	1689351	1698842	-	1694096	Chr1A	1843893	1853384	-	1848638	1.0	1.0	collinear
gene:TraesCS1A02G003200	Chr1A	1721421	1734947	+	1728184	Chr1A	1876404	1889922	+	1883163	1.0	1.0	collinear
gene:TraesCS1A02G003300	Chr1A	1792119	1815634	+	1803876	Chr1A	1946542	1969443	+	1957992	1.0	1.0	collinear
gene:TraesCS1A02G004700	Chr1A	2847902	2850951	+	2849426	Chr1A	4702591	4706030	+	4704310	1.0	0.958	collinear
gene:TraesCS1A02G005000	Chr1A	2975187	2976767	+	2975977	Chr1A	4945299	4946854	+	4946076	0.984	0.98	collinear
gene:TraesCS1A02G005100	Chr1A	2978903	2981121	-	2980012	Chr1A	4948991	4951209	-	4950100	1.0	1.0	collinear
gene:TraesCS1A02G005200	Chr1A	2982629	2986266	+	2984447	Chr1A	4952715	4956352	+	4954533	1.0	0.997	collinear
gene:TraesCS1A02G005300	Chr1A	3013341	3014979	+	3014160	Chr1A	4983439	4985077	+	4984258	1.0	0.997	collinear
gene:TraesCS1A02G005400	Chr1A	3117194	3118502	+	3117848	Chr1A	5088849	5090157	+	5089503	1.0	0.996	collinear
gene:TraesCS1A02G005500	Chr1A	3119378	3122276	-	3120827	Chr1A	5091033	5093990	-	5092511	1.0	0.96	collinear
gene:TraesCS1A02G005600	Chr1A	3255618	3262577	-	3259097	Chr1A	5226397	5233064	-	5229730	1.0	1.0	collinear
gene:TraesCS1A02G005700	Chr1A	3377838	3383699	+	3380768	Chr1A	5347539	5353400	+	5350469	1.0	1.0	collinear
gene:TraesCS1A02G005800	Chr1A	3386287	3391808	-	3389047	Chr1A	5355988	5361504	-	5358746	1.0	0.999	collinear
gene:TraesCS1A02G005900	Chr1A	3446931	3450200	+	3448565	Chr1A	5415362	5418631	+	5416996	1.0	1.0	collinear
gene:TraesCS1A02G006000	Chr1A	3451854	3454772	-	3453313	Chr1A	5420285	5423203	-	5421744	1.0	1.0	collinear
gene:TraesCS1A02G006100	Chr1A	3462554	3465581	-	3464067	Chr1A	5430985	5434012	-	5432498	1.0	1.0	collinear
gene:TraesCS1A02G006200	Chr1A	3488355	3491814	-	3490084	Chr1A	5456654	5460113	-	5458383	1.0	1.0	collinear
gene:TraesCS1A02G006300	Chr1A	3500137	3503929	-	3502033	Chr1A	5468457	5472249	-	5470353	1.0	1.0	collinear
gene:TraesCS1A02G006400	Chr1A	3531339	3532796	-	3532067	Chr1A	5499612	5501069	-	5500340	1.0	1.0	collinear
gene:TraesCS1A02G006500	Chr1A	3579010	3582502	-	3580756	Chr1A	5546057	5549549	-	5547803	1.0	1.0	collinear
gene:TraesCS1A02G006700	Chr1A	3614659	3618613	-	3616636	Chr1A	5580858	5584812	-	5582835	1.0	0.998	collinear
gene:TraesCS1A02G006800	Chr1A	3653512	3657388	-	3655450	Chr1A	5618917	5622793	-	5620855	1.0	0.999	collinear
gene:TraesCS1A02G007200	Chr1A	3776339	3777238	+	3776788	Chr1A	5653229	5654164	+	5653696	1.0	0.961	collinear
gene:TraesCS1A02G007236	Chr1A	3795056	3795948	+	3795502	Chr1A	5671929	5672821	+	5672375	1.0	0.991	collinear
gene:TraesCS1A02G007344	Chr1A	3910395	3911267	+	3910831	Chr1A	5808385	5809228	+	5808806	0.965	0.955	collinear
gene:TraesCS1A02G007400	Chr1A	4033339	4034196	+	4033767	Chr1A	5947332	5948189	+	5947760	1.0	0.996	collinear
gene:TraesCS1A02G007405	Chr1A	4041324	4042181	+	4041752	Chr1A	5964895	5965752	+	5965323	1.0	0.993	collinear
gene:TraesCS1A02G007500	Chr1A	4045713	4048684	+	4047198	Chr1A	5969351	5972321	+	5970836	1.0	0.997	collinear
gene:TraesCS1A02G007600	Chr1A	4047966	4048290	-	4048128	Chr1A	5971603	5971927	-	5971765	1.0	1.0	collinear
gene:TraesCS1A02G007700	Chr1A	4053221	4053823	+	4053522	Chr1A	5976850	5977452	+	5977151	1.0	1.0	collinear
gene:TraesCS1A02G007800	Chr1A	4054742	4054960	+	4054851	Chr1A	5978371	5978589	+	5978480	1.0	1.0	collinear
gene:TraesCS1A02G007900	Chr1A	4063197	4063406	+	4063301	Chr1A	5986468	5986677	+	5986572	1.0	1.0	collinear
gene:TraesCS1A02G008100	Chr1A	4497200	4503419	+	4500309	Chr1A	6458145	6464444	+	6461294	0.969	0.92	collinear
gene:TraesCS1A02G008300	Chr1A	4549622	4554906	+	4552264	Chr1A	6510339	6515623	+	6512981	1.0	0.999	collinear
gene:TraesCS1A02G008353	Chr1A	4661621	4663924	+	4662772	Chr1A	6620716	6623019	+	6621867	1.0	0.999	collinear
gene:TraesCS1A02G008400	Chr1A	4804101	4805663	+	4804882	Chr1A	6761102	6762664	+	6761883	1.0	1.0	collinear
gene:TraesCS1A02G008500	Chr1A	4811264	4813128	+	4812196	Chr1A	6768265	6770129	+	6769197	1.0	1.0	collinear
