gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS3A02G000100	Chr3A	14528	17889	-	16208	Chr3A	1702242	1705603	+	1703922	1.0	0.999	collinear
gene:TraesCS3A02G000200	Chr3A	41683	44884	-	43283	Chr3A	1724358	1727559	+	1725958	1.0	1.0	collinear
gene:TraesCS3A02G000300	Chr3A	84561	87232	-	85896	Chr3A	1682722	1685393	+	1684057	1.0	1.0	collinear
gene:TraesCS3A02G000400	Chr3A	95678	97870	-	96774	Chr3A	1672229	1674421	+	1673325	1.0	1.0	collinear
gene:TraesCS3A02G000500	Chr3A	129964	132254	-	131109	Chr3A	1638273	1640563	+	1639418	1.0	1.0	collinear
gene:TraesCS3A02G000600	Chr3A	177219	179017	-	178118	Chr3A	1591165	1592963	+	1592064	1.0	0.999	collinear
gene:TraesCS3A02G000700	Chr3A	204727	208013	-	206370	Chr3A	1551922	1555208	+	1553565	1.0	1.0	collinear
gene:TraesCS3A02G000800	Chr3A	397801	400871	-	399336	Chr3A	1395624	1398786	+	1397205	1.0	0.982	collinear
gene:TraesCS3A02G000900	Chr3A	409621	416203	-	412912	Chr3A	1383510	1390017	+	1386763	0.966	0.952	collinear
gene:TraesCS3A02G001100	Chr3A	430147	432865	+	431506	Chr3A	1345669	1348387	-	1347028	1.0	0.998	collinear
gene:TraesCS3A02G001200	Chr3A	437746	441793	+	439769	Chr3A	1336825	1340870	-	1338847	0.998	0.997	collinear
gene:TraesCS3A02G001300	Chr3A	912044	912421	-	912232	Chr3A	844634	845011	+	844822	1.0	1.0	collinear
gene:TraesCS3A02G001400	Chr3A	987488	987772	-	987630	Chr3A	770706	770990	+	770848	1.0	1.0	collinear
gene:TraesCS3A02G001500	Chr3A	1028128	1031945	+	1030036	Chr3A	727848	731665	-	729756	1.0	1.0	collinear
gene:TraesCS3A02G001600	Chr3A	1055242	1059496	-	1057369	Chr3A	700288	704523	+	702405	1.0	0.998	collinear
gene:TraesCS3A02G001700	Chr3A	1304381	1309289	+	1306835	Chr3A	167556	172464	-	170010	1.0	1.0	collinear
gene:TraesCS3A02G001800	Chr3A	1313066	1315898	-	1314482	Chr3A	161034	163866	+	162450	1.0	1.0	collinear
gene:TraesCS3A02G001900	Chr3A	1325708	1326744	-	1326226	Chr3A	150188	151224	+	150706	1.0	1.0	collinear
gene:TraesCS3A02G002000	Chr3A	1328508	1329908	-	1329208	Chr3A	147023	148423	+	147723	1.0	1.0	collinear
gene:TraesCS3A02G002100	Chr3A	1380918	1383491	+	1382204	Chr3A	94109	96682	-	95395	1.0	1.0	collinear
