gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS6D02G003100	Chr6D	1760637	1761722	+	1761179	Chr6D	5790586	5791671	-	5791128	1.0	1.0	collinear
gene:TraesCS6D02G003200	Chr6D	1769875	1774534	-	1772204	Chr6D	5777764	5782423	+	5780093	1.0	1.0	collinear
gene:TraesCS6D02G003300	Chr6D	1779697	1784071	+	1781884	Chr6D	5768885	5772569	-	5770727	0.911	0.911	collinear
gene:TraesCS6D02G003400	Chr6D	1799042	1799976	-	1799509	Chr6D	5752976	5753910	+	5753443	1.0	1.0	collinear
gene:TraesCS6D02G003500	Chr6D	1902475	1903404	-	1902939	Chr6D	5651318	5652247	+	5651782	1.0	1.0	collinear
gene:TraesCS6D02G003600	Chr6D	1978190	1980764	+	1979477	Chr6D	5574233	5576807	-	5575520	1.0	0.999	collinear
gene:TraesCS6D02G003700	Chr6D	1996894	1997988	-	1997441	Chr6D	5557009	5558103	+	5557556	1.0	1.0	collinear
gene:TraesCS6D02G003800	Chr6D	2029651	2037184	+	2033417	Chr6D	5518920	5526131	-	5522525	1.0	1.0	collinear
gene:TraesCS6D02G003900	Chr6D	2047133	2051430	-	2049281	Chr6D	5504672	5508971	+	5506821	1.0	0.999	collinear
gene:TraesCS6D02G004000	Chr6D	2067031	2074191	+	2070611	Chr6D	5482290	5489450	-	5485870	1.0	1.0	collinear
gene:TraesCS6D02G004100	Chr6D	2080210	2081880	+	2081045	Chr6D	5474601	5476271	-	5475436	1.0	1.0	collinear
gene:TraesCS6D02G004200	Chr6D	2097244	2103560	+	2100402	Chr6D	5453574	5459886	-	5456730	0.999	0.997	collinear
gene:TraesCS6D02G004300	Chr6D	2106676	2108293	-	2107484	Chr6D	5448841	5450458	+	5449649	1.0	1.0	collinear
gene:TraesCS6D02G004400	Chr6D	2134352	2137355	+	2135853	Chr6D	5419792	5422795	-	5421293	1.0	0.999	collinear
gene:TraesCS6D02G004600	Chr6D	2169654	2171773	+	2170713	Chr6D	5385923	5388042	-	5386982	1.0	1.0	collinear
gene:TraesCS6D02G004700	Chr6D	2239978	2245529	+	2242753	Chr6D	5318543	5324094	-	5321318	1.0	0.999	collinear
gene:TraesCS6D02G004800	Chr6D	2246243	2250596	-	2248419	Chr6D	5313476	5317829	+	5315652	1.0	1.0	collinear
gene:TraesCS6D02G004900	Chr6D	2265038	2269578	+	2267308	Chr6D	5294494	5299034	-	5296764	1.0	1.0	collinear
gene:TraesCS6D02G005000	Chr6D	2269919	2272267	+	2271093	Chr6D	5291805	5294153	-	5292979	1.0	1.0	collinear
gene:TraesCS6D02G005100	Chr6D	2272280	2274449	+	2273364	Chr6D	5289623	5291792	-	5290707	1.0	1.0	collinear
gene:TraesCS6D02G005200	Chr6D	2274408	2279710	-	2277059	Chr6D	5284371	5289664	+	5287017	0.995	0.994	collinear
gene:TraesCS6D02G005300	Chr6D	2320839	2326861	-	2323850	Chr6D	5237768	5243786	+	5240777	0.999	0.998	collinear
gene:TraesCS6D02G005400	Chr6D	2334453	2336729	-	2335591	Chr6D	5228027	5230303	+	5229165	1.0	1.0	collinear
gene:TraesCS6D02G005500	Chr6D	2354128	2357801	-	2355964	Chr6D	5206051	5209691	+	5207871	0.998	0.99	collinear
gene:TraesCS6D02G005600	Chr6D	2399592	2409297	+	2404444	Chr6D	5155806	5165512	-	5160659	1.0	0.999	collinear
gene:TraesCS6D02G005700	Chr6D	2439023	2439708	+	2439365	Chr6D	5086991	5087676	-	5087333	1.0	1.0	collinear
gene:TraesCS6D02G006200	Chr6D	2672960	2674495	-	2673727	Chr6D	4950700	4952235	+	4951467	1.0	0.995	collinear
gene:TraesCS6D02G006300	Chr6D	2817834	2820066	+	2818950	Chr6D	4709001	4711233	-	4710117	1.0	0.999	collinear
gene:TraesCS6D02G006400	Chr6D	2831900	2833094	+	2832497	Chr6D	4695794	4696988	-	4696391	1.0	0.996	collinear
gene:TraesCS6D02G006500	Chr6D	2855162	2872133	-	2863647	Chr6D	4657396	4674092	+	4665744	1.0	0.997	collinear
gene:TraesCS6D02G006600	Chr6D	2887251	2891221	+	2889236	Chr6D	4638754	4642724	-	4640739	1.0	1.0	collinear
gene:TraesCS6D02G006700	Chr6D	2896248	2898694	+	2897471	Chr6D	4631283	4633729	-	4632506	1.0	0.999	collinear
gene:TraesCS6D02G006900	Chr6D	2911306	2914246	+	2912776	Chr6D	4615737	4618677	-	4617207	1.0	1.0	collinear
gene:TraesCS6D02G007000	Chr6D	2919542	2921422	+	2920482	Chr6D	4608564	4610443	-	4609503	1.0	0.998	collinear
gene:TraesCS6D02G007100	Chr6D	2955577	2958340	-	2956958	Chr6D	4572773	4575536	+	4574154	1.0	1.0	collinear
gene:TraesCS6D02G007200	Chr6D	2980284	2993598	-	2986941	Chr6D	4538153	4551388	+	4544770	1.0	1.0	collinear
gene:TraesCS6D02G007300	Chr6D	3015087	3017855	-	3016471	Chr6D	4514556	4517323	+	4515939	1.0	1.0	collinear
gene:TraesCS6D02G007400	Chr6D	3024701	3026206	-	3025453	Chr6D	4506196	4507701	+	4506948	1.0	0.999	collinear
gene:TraesCS6D02G007500	Chr6D	3037396	3040207	-	3038801	Chr6D	4492403	4495214	+	4493808	1.0	1.0	collinear
gene:TraesCS6D02G007600	Chr6D	3046943	3052872	-	3049907	Chr6D	4479738	4485667	+	4482702	1.0	1.0	collinear
gene:TraesCS6D02G007700	Chr6D	3074482	3077022	-	3075752	Chr6D	4452208	4454748	+	4453478	1.0	1.0	collinear
gene:TraesCS6D02G007800	Chr6D	3141651	3143737	-	3142694	Chr6D	4386452	4388538	+	4387495	1.0	1.0	collinear
