gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS3B02G000100	Chr3B	212892	214491	-	213691	Chr3B	1148580	1150128	+	1149354	0.98	0.937	collinear
gene:TraesCS3B02G000200	Chr3B	218045	222328	+	220186	Chr3B	1131056	1135405	-	1133230	0.993	0.946	collinear
gene:TraesCS3B02G000300	Chr3B	264854	267987	+	266420	Chr3B	1120826	1123731	-	1122278	0.981	0.92	collinear
gene:TraesCS3B02G000400	Chr3B	334498	337790	+	336144	Chr3B	905881	909174	-	907527	1.0	0.997	collinear
gene:TraesCS3B02G000500	Chr3B	369389	373754	-	371571	Chr3B	833435	837803	+	835619	0.994	0.991	collinear
gene:TraesCS3B02G000600	Chr3B	662656	666514	+	664585	Chr3B	561627	565437	-	563532	0.981	0.94	collinear
gene:TraesCS3B02G000700	Chr3B	981835	986933	+	984384	Chr3B	153019	158014	-	155516	0.982	0.929	collinear
gene:TraesCS3B02G002100	Chr3B	2092828	2094256	+	2093542	Chr3B	1303359	1304809	+	1304084	0.998	0.974	collinear
gene:TraesCS3B02G002200	Chr3B	2101991	2104344	-	2103167	Chr3B	1319787	1322052	-	1320919	0.999	0.99	collinear
gene:TraesCS3B02G002300	Chr3B	2115065	2116840	-	2115952	Chr3B	1336181	1338156	-	1337168	0.976	0.957	collinear
gene:TraesCS3B02G002500	Chr3B	2143432	2146356	-	2144894	Chr3B	1512440	1515372	+	1513906	0.996	0.97	collinear
gene:TraesCS3B02G002600	Chr3B	2160595	2163424	-	2162009	Chr3B	1480556	1483388	+	1481972	1.0	0.968	collinear
gene:TraesCS3B02G002700	Chr3B	2169304	2172368	-	2170836	Chr3B	1467813	1470925	+	1469369	0.996	0.909	collinear
gene:TraesCS3B02G002900	Chr3B	2255165	2257560	-	2256362	Chr3B	1408134	1410526	+	1409330	1.0	0.996	collinear
gene:TraesCS3B02G003100	Chr3B	2279401	2288008	+	2283704	Chr3B	1382471	1391153	-	1386812	1.0	0.993	collinear
gene:TraesCS3B02G003200	Chr3B	2296534	2299603	+	2298068	Chr3B	1372300	1375318	-	1373809	0.985	0.973	collinear
gene:TraesCS3B02G003300	Chr3B	2308380	2311241	+	2309810	Chr3B	1361456	1364313	-	1362884	0.995	0.99	collinear
gene:TraesCS3B02G003400	Chr3B	2322937	2325102	+	2324019	Chr3B	1347630	1349793	-	1348711	1.0	0.986	collinear
gene:TraesCS3B02G003600	Chr3B	2344024	2346291	+	2345157	Chr3B	1565414	1567648	+	1566531	0.991	0.96	collinear
gene:TraesCS3B02G003800	Chr3B	2405944	2408431	+	2407187	Chr3B	1612377	1614823	+	1613600	0.979	0.974	collinear
gene:TraesCS3B02G004100	Chr3B	2474280	2477547	+	2475913	Chr3B	1621374	1624642	+	1623008	1.0	0.994	collinear
gene:TraesCS3B02G004200	Chr3B	2484567	2488204	+	2486385	Chr3B	1633795	1637437	+	1635616	1.0	0.992	collinear
gene:TraesCS3B02G004300	Chr3B	2491979	2493523	+	2492751	Chr3B	1641767	1643313	+	1642540	1.0	0.98	collinear
gene:TraesCS3B02G004400	Chr3B	2504246	2505496	+	2504871	Chr3B	1645648	1646898	+	1646273	1.0	0.992	collinear
gene:TraesCS3B02G004500	Chr3B	2507256	2509285	+	2508270	Chr3B	1648783	1650778	+	1649780	1.0	0.997	collinear
gene:TraesCS3B02G004600	Chr3B	2511286	2514918	+	2513102	Chr3B	1652785	1656409	+	1654597	1.0	0.995	collinear
gene:TraesCS3B02G004700	Chr3B	2516341	2521111	+	2518726	Chr3B	1657664	1662442	+	1660053	1.0	0.998	collinear
gene:TraesCS3B02G004800	Chr3B	2883520	2885827	+	2884673	Chr3B	2054221	2056337	+	2055279	1.0	0.995	collinear
gene:TraesCS3B02G004900	Chr3B	2901034	2903277	+	2902155	Chr3B	2063847	2066108	+	2064977	1.0	0.983	collinear
gene:TraesCS3B02G005100	Chr3B	3036946	3039505	-	3038225	Chr3B	2239371	2241930	-	2240650	1.0	0.994	collinear
gene:TraesCS3B02G005200	Chr3B	3067426	3067795	-	3067610	Chr3B	2307929	2308298	-	2308113	1.0	1.0	collinear
gene:TraesCS3B02G005800	Chr3B	3225733	3228659	+	3227196	Chr3B	2719673	2722598	+	2721135	0.997	0.995	collinear
