gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS6B02G000100	Chr6B	111505	117469	-	114487	Chr6B	4692208	4698172	-	4695190	1.0	1.0	collinear
gene:TraesCS6B02G000200	Chr6B	127120	139165	-	133142	Chr6B	4707409	4719259	-	4713334	0.999	0.999	collinear
gene:TraesCS6B02G000300	Chr6B	163680	173488	-	168584	Chr6B	4743772	4753580	-	4748676	1.0	1.0	collinear
gene:TraesCS6B02G000400	Chr6B	185379	185882	+	185630	Chr6B	4765470	4765973	+	4765721	1.0	1.0	collinear
gene:TraesCS6B02G000500	Chr6B	197644	198153	+	197898	Chr6B	4777481	4777990	+	4777735	1.0	1.0	collinear
gene:TraesCS6B02G000600	Chr6B	260456	260755	-	260605	Chr6B	4838610	4838909	-	4838759	1.0	1.0	collinear
gene:TraesCS6B02G000700	Chr6B	293059	296128	-	294593	Chr6B	4870552	4873621	-	4872086	1.0	1.0	collinear
gene:TraesCS6B02G000800	Chr6B	484200	485669	+	484934	Chr6B	5057821	5059290	+	5058555	1.0	1.0	collinear
gene:TraesCS6B02G000900	Chr6B	608571	610157	-	609364	Chr6B	5173269	5174780	-	5174024	0.948	0.948	collinear
gene:TraesCS6B02G001000	Chr6B	697792	700255	+	699023	Chr6B	5262851	5265314	+	5264082	1.0	0.999	collinear
gene:TraesCS6B02G001100	Chr6B	701374	702030	+	701702	Chr6B	5266433	5267089	+	5266761	1.0	1.0	collinear
gene:TraesCS6B02G001200	Chr6B	702076	702636	+	702356	Chr6B	5267135	5267695	+	5267415	1.0	1.0	collinear
gene:TraesCS6B02G001300	Chr6B	728447	731986	-	730216	Chr6B	5293233	5297089	-	5295161	1.0	1.0	collinear
gene:TraesCS6B02G002200	Chr6B	1569738	1574401	-	1572069	Chr6B	2550455	2555118	+	2552786	1.0	0.999	collinear
gene:TraesCS6B02G002300	Chr6B	1603857	1616068	-	1609962	Chr6B	2509155	2520997	+	2515076	1.0	1.0	collinear
gene:TraesCS6B02G002495	Chr6B	1934367	1938637	+	1936502	Chr6B	2187790	2192060	-	2189925	1.0	1.0	collinear
gene:TraesCS6B02G002500	Chr6B	1963516	1970774	+	1967145	Chr6B	2156176	2163174	-	2159675	1.0	1.0	collinear
gene:TraesCS6B02G002600	Chr6B	2060823	2061599	-	2061211	Chr6B	2065823	2066599	+	2066211	1.0	1.0	collinear
gene:TraesCS6B02G002700	Chr6B	2072182	2075303	+	2073742	Chr6B	2052339	2055460	-	2053899	1.0	1.0	collinear
gene:TraesCS6B02G002800	Chr6B	2167279	2169113	-	2168196	Chr6B	1959933	1961766	+	1960849	1.0	1.0	collinear
gene:TraesCS6B02G002900	Chr6B	2255419	2256214	+	2255816	Chr6B	1873847	1874642	-	1874244	1.0	1.0	collinear
gene:TraesCS6B02G003000	Chr6B	2302243	2309275	-	2305759	Chr6B	1821146	1828178	+	1824662	1.0	0.999	collinear
gene:TraesCS6B02G003100	Chr6B	2400557	2401522	+	2401039	Chr6B	1729930	1730895	-	1730412	1.0	1.0	collinear
gene:TraesCS6B02G003200	Chr6B	2442999	2451531	+	2447265	Chr6B	1680623	1689159	-	1684891	1.0	1.0	collinear
gene:TraesCS6B02G003300	Chr6B	2464499	2467699	-	2466099	Chr6B	1664455	1667655	+	1666055	1.0	1.0	collinear
gene:TraesCS6B02G003400	Chr6B	2607790	2608692	-	2608241	Chr6B	1535901	1536803	+	1536352	1.0	1.0	collinear
