cs_chr	cs_start	cs_end	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	n_anchors	mean_identity
Chr7B	1205882	4315375	Chr7B	26507	3421175	45	0.9951333333333333
Chr7B	8523243	24405115	Chr7B	6990994	24575136	127	0.9984330708661417
Chr7B	28060871	108728351	Chr7B	29088406	111093475	589	0.9960033955857385
Chr7B	115519457	154814815	Chr7B	111841230	150779372	277	0.997960288808664
Chr7B	337929275	339223535	Chr7B	323990470	325195205	3	0.9973333333333333
Chr7B	347979925	364215642	Chr7B	325500278	343833695	24	0.9998333333333335
Chr7B	372008577	389109218	Chr7B	348387121	365701521	102	0.9979019607843137
Chr7B	391956637	405970176	Chr7B	368562182	382454451	52	0.9994999999999999
Chr7B	408568404	419042240	Chr7B	385017220	395580364	45	0.9998000000000001
Chr7B	421064524	438991389	Chr7B	397559187	415350888	113	0.9990176991150443
Chr7B	441504744	469742322	Chr7B	415855851	443881221	175	0.9993485714285713
Chr7B	474643403	533309124	Chr7B	444517930	504713031	395	0.9978582278481013
Chr7B	536561612	541167218	Chr7B	506314618	510753793	36	0.9926944444444443
Chr7B	543188151	568002353	Chr7B	512812164	537632527	124	0.994822580645161
Chr7B	570455210	612546044	Chr7B	538328005	577269442	297	0.9956228956228956
Chr7B	614871178	649461934	Chr7B	577968676	611312306	252	0.9952460317460318
Chr7B	652973087	680350376	Chr7B	612139815	641428783	199	0.9964773869346734
Chr7B	684459320	697614478	Chr7B	641677985	654963783	107	0.9978037383177569
Chr7B	699830319	702141401	Chr7B	655792315	658362946	37	0.9957567567567569
Chr7B	705255794	712767483	Chr7B	658608090	665368157	78	0.9887564102564101
Chr7B	715715091	734145980	Chr7B	666317115	690594978	189	0.9938518518518518
Chr7B	738144856	745356617	Chr7B	692761192	700761912	39	0.9893076923076924
Chr7B	749332248	750609249	Chr7B	697123916	698856103	17	0.9631176470588236
