gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS2B02G018600	Chr2B	8592551	8596822	+	8594686	Chr2B	4630967	4635238	-	4633102	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G018700	Chr2B	8666351	8668189	+	8667270	Chr2B	4559451	4561289	-	4560370	1.0	0.999	rearrangement:Chr2B_block2
gene:TraesCS2B02G018800	Chr2B	8670792	8671418	+	8671105	Chr2B	4556222	4556848	-	4556535	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G018900	Chr2B	8747772	8748197	-	8747984	Chr2B	4480093	4480518	+	4480305	1.0	0.997	rearrangement:Chr2B_block2
gene:TraesCS2B02G019000	Chr2B	8749777	8750544	-	8750160	Chr2B	4477769	4478536	+	4478152	1.0	0.993	rearrangement:Chr2B_block2
gene:TraesCS2B02G019100	Chr2B	8766184	8773006	-	8769595	Chr2B	4455361	4462006	+	4458683	1.0	0.997	rearrangement:Chr2B_block2
gene:TraesCS2B02G019200	Chr2B	8941857	8943384	+	8942620	Chr2B	4271607	4273134	-	4272370	1.0	0.999	rearrangement:Chr2B_block2
gene:TraesCS2B02G020300	Chr2B	9724163	9725705	-	9724934	Chr2B	1336170	1337715	-	1336942	0.997	0.976	rearrangement:Chr2B_block1
gene:TraesCS2B02G020400	Chr2B	9731069	9740936	-	9736002	Chr2B	1342826	1352450	-	1347638	1.0	0.998	rearrangement:Chr2B_block1
gene:TraesCS2B02G020700	Chr2B	10071914	10072957	+	10072435	Chr2B	1223205	1224248	-	1223726	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G020800	Chr2B	10076810	10078040	-	10077425	Chr2B	1218122	1219352	+	1218737	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G020900	Chr2B	10086500	10087107	+	10086803	Chr2B	1209300	1209907	-	1209603	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G021000	Chr2B	10088694	10089647	+	10089170	Chr2B	1206760	1207713	-	1207236	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G021100	Chr2B	10171771	10178714	-	10175242	Chr2B	1117866	1124809	+	1121337	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G021200	Chr2B	10187555	10188157	-	10187856	Chr2B	1108423	1109025	+	1108724	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G021300	Chr2B	10205169	10205825	-	10205497	Chr2B	1091461	1092117	+	1091789	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G021400	Chr2B	10218063	10219031	-	10218547	Chr2B	1078469	1079437	+	1078953	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G021500	Chr2B	10355958	10359967	+	10357962	Chr2B	938475	942484	-	940479	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G021600	Chr2B	10367719	10368012	+	10367865	Chr2B	930425	930718	-	930571	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G021700	Chr2B	10382823	10389006	+	10385914	Chr2B	909602	915785	-	912693	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G021800	Chr2B	10575914	10593462	-	10584688	Chr2B	708292	724124	+	716208	1.0	0.999	rearrangement:Chr2B_block1
gene:TraesCS2B02G021900	Chr2B	10595588	10599145	+	10597366	Chr2B	702987	706544	-	704765	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G022100	Chr2B	10613288	10618450	+	10615869	Chr2B	683691	688853	-	686272	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G022200	Chr2B	10668329	10668535	+	10668432	Chr2B	633085	633291	-	633188	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G022300	Chr2B	10722553	10724085	+	10723319	Chr2B	578976	580508	-	579742	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G022400	Chr2B	10726210	10728257	+	10727233	Chr2B	574804	576851	-	575827	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G022500	Chr2B	10752044	10771729	+	10761886	Chr2B	531278	550853	-	541065	1.0	0.999	rearrangement:Chr2B_block1
gene:TraesCS2B02G022700	Chr2B	10780178	10784230	+	10782204	Chr2B	519390	523442	-	521416	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G022800	Chr2B	10784940	10786902	-	10785921	Chr2B	516718	518680	+	517699	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G022900	Chr2B	10803539	10813666	-	10808602	Chr2B	489956	500082	+	495019	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G023100	Chr2B	10836141	10840168	-	10838154	Chr2B	470016	474043	+	472029	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G023200	Chr2B	10859148	10862521	-	10860834	Chr2B	447834	451207	+	449520	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G023300	Chr2B	10867999	10869126	+	10868562	Chr2B	441480	442607	-	442043	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G023400	Chr2B	10984183	10988968	+	10986575	Chr2B	321731	326518	-	324124	1.0	0.999	rearrangement:Chr2B_block1
gene:TraesCS2B02G023500	Chr2B	10991298	10993014	-	10992156	Chr2B	317524	319240	+	318382	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G023600	Chr2B	11006768	11011894	-	11009331	Chr2B	298868	303998	+	301433	1.0	0.998	rearrangement:Chr2B_block1
gene:TraesCS2B02G023700	Chr2B	11018659	11019141	+	11018900	Chr2B	291493	291975	-	291734	1.0	0.997	rearrangement:Chr2B_block1
gene:TraesCS2B02G023800	Chr2B	11075050	11079340	+	11077195	Chr2B	231503	235793	-	233648	1.0	0.999	rearrangement:Chr2B_block1
gene:TraesCS2B02G023900	Chr2B	11082010	11090064	-	11086037	Chr2B	220774	228833	+	224803	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G252400	Chr2B	272550467	272550838	-	272550652	Chr2B	262336774	262337145	-	262336959	1.0	1.0	rearrangement:Chr2B_block3
gene:TraesCS2B02G252500	Chr2B	272610385	272610738	-	272610561	Chr2B	262394314	262394668	-	262394491	1.0	0.997	rearrangement:Chr2B_block3
gene:TraesCS2B02G252600	Chr2B	272613216	272613470	+	272613343	Chr2B	262397146	262397400	+	262397273	1.0	1.0	rearrangement:Chr2B_block3
gene:TraesCS2B02G252700	Chr2B	272615552	272616022	+	272615787	Chr2B	262399482	262399952	+	262399717	1.0	1.0	rearrangement:Chr2B_block3
