gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS6A02G000100	Chr6A	56821	58390	+	57605	Chr6A	220405	221974	-	221189	1.0	0.996	collinear
gene:TraesCS6A02G000300	Chr6A	286171	288047	+	287109	Chr6A	122262	124137	-	123199	0.999	0.998	collinear
gene:TraesCS6A02G000400	Chr6A	288059	291030	+	289544	Chr6A	119279	122250	-	120764	1.0	0.999	collinear
gene:TraesCS6A02G000500	Chr6A	571479	575107	-	573293	Chr6A	2570035	2573697	+	2571866	0.97	0.952	collinear
gene:TraesCS6A02G000600	Chr6A	610042	615530	+	612786	Chr6A	2510305	2515684	-	2512994	0.992	0.941	collinear
gene:TraesCS6A02G000700	Chr6A	616773	620979	-	618876	Chr6A	2505710	2509571	+	2507640	0.999	0.964	collinear
gene:TraesCS6A02G000800	Chr6A	629428	634290	+	631859	Chr6A	2494658	2499500	-	2497079	0.992	0.975	collinear
gene:TraesCS6A02G000900	Chr6A	634738	636233	+	635485	Chr6A	2492626	2494170	-	2493398	1.0	0.968	collinear
gene:TraesCS6A02G001100	Chr6A	637766	644465	-	641115	Chr6A	2484443	2491037	+	2487740	0.982	0.941	collinear
gene:TraesCS6A02G001400	Chr6A	771942	774641	-	773291	Chr6A	2087720	2090656	+	2089188	1.0	0.994	collinear
gene:TraesCS6A02G001600	Chr6A	795316	801602	-	798459	Chr6A	2046855	2052942	+	2049898	0.984	0.959	collinear
gene:TraesCS6A02G001700	Chr6A	811604	816032	+	813818	Chr6A	2022184	2026965	-	2024574	0.999	0.974	collinear
gene:TraesCS6A02G001800	Chr6A	818204	825117	-	821660	Chr6A	1943898	1952536	+	1948217	0.998	0.988	collinear
gene:TraesCS6A02G002000	Chr6A	914925	915899	-	915412	Chr6A	1921303	1922274	+	1921788	0.984	0.95	collinear
gene:TraesCS6A02G002100	Chr6A	917908	918405	+	918156	Chr6A	1918846	1919343	-	1919094	1.0	0.968	collinear
gene:TraesCS6A02G002300	Chr6A	932264	933310	+	932787	Chr6A	1896090	1897133	-	1896611	1.0	0.966	collinear
gene:TraesCS6A02G002400	Chr6A	942509	947206	-	944857	Chr6A	1883769	1888672	+	1886220	1.0	0.976	collinear
gene:TraesCS6A02G002600	Chr6A	967860	968797	-	968328	Chr6A	1856120	1857057	+	1856588	1.0	0.993	collinear
gene:TraesCS6A02G002700	Chr6A	1029778	1031799	-	1030788	Chr6A	1793708	1795724	+	1794716	0.997	0.994	collinear
gene:TraesCS6A02G002800	Chr6A	1056980	1057585	+	1057282	Chr6A	1756736	1757341	-	1757038	1.0	0.993	collinear
gene:TraesCS6A02G002900	Chr6A	1062071	1063547	+	1062809	Chr6A	1750776	1752252	-	1751514	1.0	0.996	collinear
gene:TraesCS6A02G003000	Chr6A	1090568	1092586	+	1091577	Chr6A	1704331	1706391	-	1705361	1.0	0.97	collinear
gene:TraesCS6A02G003100	Chr6A	1267353	1271786	-	1269569	Chr6A	1069038	1073464	+	1071251	0.994	0.974	collinear
gene:TraesCS6A02G003150	Chr6A	1334641	1339511	-	1337076	Chr6A	996840	1001956	+	999398	0.999	0.992	collinear
gene:TraesCS6A02G003300	Chr6A	1494577	1504714	-	1499645	Chr6A	2650114	2660023	-	2655068	0.997	0.993	collinear
gene:TraesCS6A02G003400	Chr6A	1590045	1590678	+	1590361	Chr6A	2737714	2738342	+	2738028	1.0	0.997	collinear
gene:TraesCS6A02G003600	Chr6A	1650398	1650967	+	1650682	Chr6A	2765905	2766474	+	2766189	1.0	0.988	collinear
gene:TraesCS6A02G003700	Chr6A	1659193	1668144	-	1663668	Chr6A	2775707	2784644	-	2780175	1.0	0.994	collinear
gene:TraesCS6A02G003900	Chr6A	1716008	1717197	+	1716602	Chr6A	2869607	2870796	+	2870201	1.0	0.992	collinear
gene:TraesCS6A02G004000	Chr6A	1730409	1732051	-	1731230	Chr6A	2891830	2893435	-	2892632	0.973	0.959	collinear
gene:TraesCS6A02G004200	Chr6A	1808051	1814286	+	1811168	Chr6A	2907113	2913369	+	2910241	1.0	0.994	collinear
gene:TraesCS6A02G004500	Chr6A	1877157	1883101	-	1880129	Chr6A	2916636	2922622	-	2919629	1.0	0.984	collinear
gene:TraesCS6A02G004600	Chr6A	1885540	1889805	+	1887672	Chr6A	2925047	2929190	+	2927118	0.998	0.985	collinear
gene:TraesCS6A02G004800	Chr6A	1900642	1902822	+	1901732	Chr6A	2940116	2942267	+	2941191	1.0	0.987	collinear
gene:TraesCS6A02G005000	Chr6A	1942409	1948879	+	1945644	Chr6A	2963975	2970432	+	2967203	0.999	0.992	collinear
gene:TraesCS6A02G005100	Chr6A	1960642	1961854	+	1961248	Chr6A	2981964	2983176	+	2982570	1.0	0.994	collinear
gene:TraesCS6A02G005200	Chr6A	1972751	1975657	+	1974204	Chr6A	2993312	2996203	+	2994757	0.983	0.979	collinear
gene:TraesCS6A02G005300	Chr6A	1985120	1987834	+	1986477	Chr6A	3037977	3040672	+	3039324	0.976	0.963	collinear
gene:TraesCS6A02G005400	Chr6A	2130377	2133736	+	2132056	Chr6A	3301824	3310661	+	3306242	1.0	0.992	collinear
gene:TraesCS6A02G005500	Chr6A	2144869	2145129	-	2144999	Chr6A	3321871	3322131	-	3322001	1.0	0.996	collinear
gene:TraesCS6A02G005600	Chr6A	2177764	2180753	-	2179258	Chr6A	3354549	3357052	-	3355800	0.996	0.972	collinear
gene:TraesCS6A02G005700	Chr6A	2221023	2222302	-	2221662	Chr6A	3406464	3407744	-	3407104	0.997	0.989	collinear
gene:TraesCS6A02G005800	Chr6A	2232270	2234509	-	2233389	Chr6A	3417614	3419636	-	3418625	1.0	0.996	collinear
gene:TraesCS6A02G005900	Chr6A	2247617	2248544	-	2248080	Chr6A	3444573	3445500	-	3445036	1.0	0.995	collinear
gene:TraesCS6A02G006000	Chr6A	2263473	2263835	-	2263654	Chr6A	3465762	3466125	-	3465943	1.0	0.977	collinear
