gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS1D02G089200	Chr1D	75103253	75120280	-	75111766	Chr1D	34158578	34175210	-	34166894	0.999	0.999	rearrangement:Chr1D_block1
gene:TraesCS1D02G089300	Chr1D	75531599	75540692	+	75536145	Chr1D	34584223	34593316	+	34588769	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G089400	Chr1D	75655364	75660584	-	75657974	Chr1D	34706407	34711627	-	34709017	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G089500	Chr1D	75665765	75671565	-	75668665	Chr1D	34716639	34722439	-	34719539	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G089600	Chr1D	75766018	75767769	-	75766893	Chr1D	34815928	34817679	-	34816803	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G089700	Chr1D	75842941	75844151	+	75843546	Chr1D	34892245	34893455	+	34892850	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G089900	Chr1D	75915171	75917508	+	75916339	Chr1D	34964445	34966782	+	34965613	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G090000	Chr1D	76450820	76454383	+	76452601	Chr1D	35495511	35499074	+	35497292	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G090100	Chr1D	76456251	76459007	-	76457629	Chr1D	35500942	35503698	-	35502320	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G090200	Chr1D	76498263	76502656	+	76500459	Chr1D	35542952	35547344	+	35545148	0.999	0.999	rearrangement:Chr1D_block1
gene:TraesCS1D02G090300	Chr1D	76787609	76791628	+	76789618	Chr1D	35825138	35829157	+	35827147	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G090400	Chr1D	76797514	76800321	-	76798917	Chr1D	35835043	35837850	-	35836446	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G090600	Chr1D	76975711	76981169	-	76978440	Chr1D	36011698	36017156	-	36014427	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G090700	Chr1D	77010200	77013601	-	77011900	Chr1D	36046187	36049588	-	36047887	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G090800	Chr1D	77335917	77337826	-	77336871	Chr1D	36360276	36362185	-	36361230	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G090900	Chr1D	77361141	77364554	+	77362847	Chr1D	36384775	36388188	+	36386481	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G091000	Chr1D	77365134	77369948	-	77367541	Chr1D	36388768	36393582	-	36391175	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G091100	Chr1D	77379831	77386124	-	77382977	Chr1D	36403465	36409758	-	36406611	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G091200	Chr1D	77386304	77391585	+	77388944	Chr1D	36410115	36415197	+	36412656	0.927	0.927	rearrangement:Chr1D_block1
gene:TraesCS1D02G091300	Chr1D	77391596	77392942	-	77392269	Chr1D	36415208	36416554	-	36415881	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G091400	Chr1D	77450316	77453425	-	77451870	Chr1D	36473681	36476790	-	36475235	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G091500	Chr1D	77650269	77652017	+	77651143	Chr1D	36682942	36684690	+	36683816	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G091600	Chr1D	77838358	77840922	+	77839640	Chr1D	36867290	36869854	+	36868572	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G091700	Chr1D	78065053	78067478	-	78066265	Chr1D	37091448	37093873	-	37092660	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G091800	Chr1D	78107115	78108259	-	78107687	Chr1D	37133183	37134327	-	37133755	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G091900	Chr1D	78393753	78395896	+	78394824	Chr1D	37417982	37420125	+	37419053	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G092000	Chr1D	78921443	78922740	+	78922091	Chr1D	37942461	37943758	+	37943109	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G092100	Chr1D	78959015	78959527	+	78959271	Chr1D	37979774	37980286	+	37980030	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G092200	Chr1D	78965149	78973986	+	78969567	Chr1D	37985909	37994746	+	37990327	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G092300	Chr1D	78975344	78977718	+	78976531	Chr1D	37996104	37998478	+	37997291	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G092400	Chr1D	78980387	78982868	-	78981627	Chr1D	38001147	38003628	-	38002387	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G092600	Chr1D	79049247	79051146	-	79050196	Chr1D	38069877	38071776	-	38070826	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G092700	Chr1D	79053711	79056480	-	79055095	Chr1D	38074213	38076982	-	38075597	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G092800	Chr1D	79076874	79078619	-	79077746	Chr1D	38096318	38098063	-	38097190	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G092900	Chr1D	79086881	79088802	-	79087841	Chr1D	38106325	38108246	-	38107285	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G093000	Chr1D	79091250	79092999	+	79092124	Chr1D	38110694	38112443	+	38111568	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G093100	Chr1D	79094201	79103453	+	79098827	Chr1D	38113645	38122897	+	38118271	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G093200	Chr1D	79115513	79117078	+	79116295	Chr1D	38134958	38136523	+	38135740	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G093300	Chr1D	79132788	79143409	-	79138098	Chr1D	38152233	38162854	-	38157543	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G093600	Chr1D	79167463	79169613	+	79168538	Chr1D	38185642	38187792	+	38186717	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G093700	Chr1D	79170462	79171399	-	79170930	Chr1D	38188641	38189578	-	38189109	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G093800	Chr1D	79352178	79359220	-	79355699	Chr1D	38368166	38375208	-	38371687	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G093900	Chr1D	79434999	79440799	-	79437899	Chr1D	38450404	38456203	-	38453303	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G094000	Chr1D	79799069	79813476	+	79806272	Chr1D	38811755	38826162	+	38818958	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G094100	Chr1D	79828435	79829220	+	79828827	Chr1D	38840822	38841607	+	38841214	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G094200	Chr1D	79937738	79944977	+	79941357	Chr1D	38946905	38954144	+	38950524	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G094300	Chr1D	80004684	80005945	-	80005314	Chr1D	39012587	39013848	-	39013217	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G094400	Chr1D	80018837	80038223	+	80028530	Chr1D	39026287	39045415	+	39035851	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G094500	Chr1D	80293943	80294343	-	80294143	Chr1D	39298831	39299231	-	39299031	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G094600	Chr1D	80443737	80447968	+	80445852	Chr1D	39447903	39452134	+	39450018	1.0	0.999	rearrangement:Chr1D_block1
gene:TraesCS1D02G094700	Chr1D	80448245	80449284	+	80448764	Chr1D	39452411	39453450	+	39452930	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G094800	Chr1D	80537066	80538017	+	80537541	Chr1D	39540071	39541022	+	39540546	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G094900	Chr1D	80539771	80541755	+	80540763	Chr1D	39542776	39544760	+	39543768	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G095000	Chr1D	80549873	80550932	+	80550402	Chr1D	39552877	39553934	+	39553405	0.997	0.997	rearrangement:Chr1D_block1
gene:TraesCS1D02G095100	Chr1D	80633352	80634473	+	80633912	Chr1D	39635223	39636344	+	39635783	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G095200	Chr1D	80642364	80651809	+	80647086	Chr1D	39644235	39653319	+	39648777	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G095300	Chr1D	80674881	80684514	+	80679697	Chr1D	39676393	39686026	+	39681209	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G095400	Chr1D	80816978	80817949	+	80817463	Chr1D	39817516	39818487	+	39818001	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G095500	Chr1D	80827858	80829123	-	80828490	Chr1D	39828369	39829634	-	39829001	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G095600	Chr1D	80842817	80844207	+	80843512	Chr1D	39842620	39844010	+	39843315	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G095700	Chr1D	80888076	80888504	-	80888290	Chr1D	39887152	39887580	-	39887366	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G095800	Chr1D	81151533	81152078	-	81151805	Chr1D	40146392	40146937	-	40146664	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G095900	Chr1D	81169536	81179141	+	81174338	Chr1D	40163875	40173356	+	40168615	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G096000	Chr1D	81282858	81288634	+	81285746	Chr1D	40276293	40281726	+	40279009	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G096100	Chr1D	81294744	81295870	-	81295307	Chr1D	40287681	40288807	-	40288244	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G096200	Chr1D	81366947	81368826	+	81367886	Chr1D	40359312	40361191	+	40360251	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G096300	Chr1D	81481784	81483615	+	81482699	Chr1D	40472485	40474316	+	40473400	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G096400	Chr1D	81725606	81727388	+	81726497	Chr1D	40714011	40715793	+	40714902	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G096500	Chr1D	81739490	81739717	+	81739603	Chr1D	40727895	40728122	+	40728008	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G096600	Chr1D	81743145	81744719	+	81743932	Chr1D	40731550	40733124	+	40732337	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G096700	Chr1D	83054282	83055430	-	83054856	Chr1D	42033482	42034630	-	42034056	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G096800	Chr1D	83719336	83720970	-	83720153	Chr1D	42729599	42731233	-	42730416	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G096900	Chr1D	83724571	83729227	-	83726899	Chr1D	42734600	42739256	-	42736928	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G097000	Chr1D	83820213	83825094	-	83822653	Chr1D	42829122	42834003	-	42831562	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G097100	Chr1D	83825256	83827150	+	83826203	Chr1D	42834165	42836059	+	42835112	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G097200	Chr1D	83914960	83915748	-	83915354	Chr1D	42923370	42924158	-	42923764	1.0	1.0	rearrangement:Chr1D_block1
gene:TraesCS1D02G097300	Chr1D	83915582	83915782	+	83915682	Chr1D	42923992	42924192	+	42924092	1.0	1.0	rearrangement:Chr1D_block1
