gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS4D02G148300	Chr4D	147079182	147082482	+	147080832	Chr4D	146048721	146052020	+	146050370	0.999	0.999	rearrangement:Chr4D_block1
gene:TraesCS4D02G148400	Chr4D	147449869	147453675	-	147451772	Chr4D	146415420	146419226	-	146417323	1.0	1.0	rearrangement:Chr4D_block1
gene:TraesCS4D02G148500	Chr4D	148415771	148420476	+	148418123	Chr4D	147377264	147381969	+	147379616	1.0	1.0	rearrangement:Chr4D_block1
gene:TraesCS4D02G148600	Chr4D	148696619	148700803	-	148698711	Chr4D	147656893	147661077	-	147658985	1.0	1.0	rearrangement:Chr4D_block1
gene:TraesCS4D02G148700	Chr4D	149997855	150003040	-	150000447	Chr4D	148946023	148951208	-	148948615	1.0	1.0	rearrangement:Chr4D_block1
gene:TraesCS4D02G148800	Chr4D	150906990	150908659	+	150907824	Chr4D	149849564	149851233	+	149850398	1.0	1.0	rearrangement:Chr4D_block1
gene:TraesCS4D02G148900	Chr4D	150970208	150977311	-	150973759	Chr4D	149912226	149919101	-	149915663	1.0	0.999	rearrangement:Chr4D_block1
gene:TraesCS4D02G149000	Chr4D	151982937	151983862	-	151983399	Chr4D	150916537	150917462	-	150916999	1.0	1.0	rearrangement:Chr4D_block1
gene:TraesCS4D02G149100	Chr4D	152818724	152819925	-	152819324	Chr4D	151743139	151744340	-	151743739	1.0	1.0	rearrangement:Chr4D_block1
gene:TraesCS4D02G149200	Chr4D	152916886	152918847	-	152917866	Chr4D	151840230	151842191	-	151841210	1.0	1.0	rearrangement:Chr4D_block1
gene:TraesCS4D02G152600	Chr4D	185795832	185798286	-	185797059	Chr4D	167670135	167672589	-	167671362	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G152700	Chr4D	188707636	188714163	+	188710899	Chr4D	170590299	170596826	+	170593562	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G152800	Chr4D	188962636	188963494	+	188963065	Chr4D	170841577	170842435	+	170842006	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G152900	Chr4D	189693811	189697717	-	189695764	Chr4D	171565762	171569668	-	171567715	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G153100	Chr4D	190457631	190486504	-	190472067	Chr4D	172321598	172350425	-	172336011	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G153200	Chr4D	191276016	191284659	+	191280337	Chr4D	173137846	173146489	+	173142167	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G153300	Chr4D	192731900	192741372	+	192736636	Chr4D	174583158	174592630	+	174587894	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G153400	Chr4D	195016408	195019423	+	195017915	Chr4D	176849268	176852283	+	176850775	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G153500	Chr4D	195020327	195022477	-	195021402	Chr4D	176852901	176855051	-	176853976	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G153600	Chr4D	195031031	195031608	-	195031319	Chr4D	176863605	176864182	-	176863893	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G153700	Chr4D	196866707	196892845	-	196879776	Chr4D	178684911	178710769	-	178697840	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G153800	Chr4D	196955011	196955385	+	196955198	Chr4D	178772822	178773196	+	178773009	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G153900	Chr4D	197770464	197774764	-	197772614	Chr4D	179582913	179587213	-	179585063	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G154000	Chr4D	198582690	198583769	+	198583229	Chr4D	180387222	180388301	+	180387761	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G154100	Chr4D	201443133	201443741	+	201443437	Chr4D	183696351	183696959	+	183696655	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G154200	Chr4D	201896944	201905027	+	201900985	Chr4D	184148174	184156257	+	184152215	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G154300	Chr4D	202345905	202359158	+	202352531	Chr4D	184595213	184616768	+	184605990	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G154700	Chr4D	206049634	206066740	-	206058187	Chr4D	186237486	186254347	-	186245916	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G154800	Chr4D	206901514	206901777	-	206901645	Chr4D	187071839	187072102	-	187071970	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G154900	Chr4D	206915582	206915755	+	206915668	Chr4D	187087256	187087429	+	187087342	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G155000	Chr4D	206973785	206974315	-	206974050	Chr4D	187142686	187143216	-	187142951	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G155100	Chr4D	207067005	207067217	-	207067111	Chr4D	187231514	187231726	-	187231620	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G155200	Chr4D	207067773	207068171	-	207067972	Chr4D	187232282	187232680	-	187232481	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G155300	Chr4D	207363047	207363466	+	207363256	Chr4D	187513698	187514117	+	187513907	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G155400	Chr4D	207363816	207366058	+	207364937	Chr4D	187514467	187516709	+	187515588	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G155500	Chr4D	207373192	207373377	+	207373284	Chr4D	187523485	187523670	+	187523577	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G155600	Chr4D	207707120	207718177	-	207712648	Chr4D	187845864	187856651	-	187851257	1.0	0.997	rearrangement:Chr4D_block2
gene:TraesCS4D02G155700	Chr4D	208379393	208422081	-	208400737	Chr4D	188502658	188544978	-	188523818	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G155800	Chr4D	208557470	208562064	-	208559767	Chr4D	188673959	188678553	-	188676256	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G155900	Chr4D	209095178	209098724	+	209096951	Chr4D	189207401	189210947	+	189209174	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G156000	Chr4D	209209049	209210618	+	209209833	Chr4D	189321497	189323066	+	189322281	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G156100	Chr4D	209903877	209905239	+	209904558	Chr4D	190015500	190016862	+	190016181	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G156200	Chr4D	210025305	210025550	-	210025427	Chr4D	190136691	190136936	-	190136813	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G156300	Chr4D	210451184	210464733	-	210457958	Chr4D	190540703	190554079	-	190547391	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G156400	Chr4D	211030114	211031561	+	211030837	Chr4D	191119755	191121202	+	191120478	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G156500	Chr4D	211038600	211057295	+	211047947	Chr4D	191128241	191146094	+	191137167	1.0	0.99	rearrangement:Chr4D_block2
gene:TraesCS4D02G156700	Chr4D	211737806	211741391	-	211739598	Chr4D	191820637	191824222	-	191822429	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G156800	Chr4D	212139012	212140729	-	212139870	Chr4D	192214491	192216208	-	192215349	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G156900	Chr4D	212150517	212164732	-	212157624	Chr4D	192226326	192240416	-	192233371	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G157100	Chr4D	214311935	214312858	-	214312396	Chr4D	194371027	194371950	-	194371488	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G157200	Chr4D	214323480	214338433	+	214330956	Chr4D	194382572	194397399	+	194389985	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G157300	Chr4D	214745733	214753112	+	214749422	Chr4D	194801112	194808491	+	194804801	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G157400	Chr4D	214994003	214995513	+	214994758	Chr4D	195046832	195048342	+	195047587	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G157500	Chr4D	215447706	215468318	+	215458012	Chr4D	195488828	195509440	+	195499134	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G157600	Chr4D	216533304	216534438	+	216533871	Chr4D	196565167	196566301	+	196565734	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G157700	Chr4D	216742188	216745995	+	216744091	Chr4D	196773422	196777229	+	196775325	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G157800	Chr4D	217999654	218023972	+	218011813	Chr4D	198035241	198059559	+	198047400	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G157900	Chr4D	220005837	220015814	+	220010825	Chr4D	200029469	200039446	+	200034457	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G158000	Chr4D	220320330	220356189	+	220338259	Chr4D	200342087	200377946	+	200360016	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G158200	Chr4D	220464598	220469329	-	220466963	Chr4D	200485231	200489962	-	200487596	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G158300	Chr4D	220915142	220915474	+	220915308	Chr4D	200932648	200932980	+	200932814	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G158400	Chr4D	221300756	221303669	-	221302212	Chr4D	201315420	201318333	-	201316876	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G158500	Chr4D	222016259	222020203	-	222018231	Chr4D	202026711	202030655	-	202028683	1.0	1.0	rearrangement:Chr4D_block2
gene:TraesCS4D02G158600	Chr4D	222629301	222629859	-	222629580	Chr4D	202645117	202645675	-	202645396	1.0	1.0	rearrangement:Chr4D_block2
