gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity	segment
gene:TraesCS2B03G0634200	Chr2B	311075680	311111524	-	311093602	Chr2B	293815617	293852363	-	293833990	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0634400	Chr2B	311932682	311933230	+	311932956	Chr2B	294677133	294677681	+	294677407	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0634500	Chr2B	312345994	312348048	+	312347021	Chr2B	295093848	295095902	+	295094875	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0634600	Chr2B	312719842	312721209	+	312720525	Chr2B	295465596	295466963	+	295466279	1.0	0.998	rearrangement:Chr2B_block1
gene:TraesCS2B03G0635100	Chr2B	313504606	313523207	+	313513906	Chr2B	296252166	296270362	+	296261264	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0000100	Chr2B	28743	34135	+	31439	Chr2B	31823	37220	+	34521	1.0	1.0	collinear
gene:TraesCS2B03G0000200	Chr2B	39467	43757	-	41612	Chr2B	42552	46842	-	44697	1.0	0.999	collinear
gene:TraesCS2B03G0000300	Chr2B	99450	99932	-	99691	Chr2B	103402	103884	-	103643	1.0	1.0	collinear
gene:TraesCS2B03G0000400	Chr2B	106822	111948	+	109385	Chr2B	110938	116077	+	113507	0.995	0.952	collinear
gene:TraesCS2B03G0000700	Chr2B	125470	127186	+	126328	Chr2B	129965	131681	+	130823	1.0	1.0	collinear
gene:TraesCS2B03G0000800	Chr2B	129516	134301	-	131908	Chr2B	134011	138798	-	136404	1.0	1.0	collinear
gene:TraesCS2B03G0000900	Chr2B	248523	249650	-	249086	Chr2B	253551	254682	-	254116	1.0	1.0	collinear
gene:TraesCS2B03G0001000	Chr2B	255128	258501	+	256814	Chr2B	260268	263641	+	261954	1.0	1.0	collinear
gene:TraesCS2B03G0001100	Chr2B	277481	281508	+	279494	Chr2B	282459	286486	+	284472	1.0	1.0	collinear
gene:TraesCS2B03G0001700	Chr2B	340090	341249	+	340669	Chr2B	286850	288009	+	287429	1.0	1.0	collinear
gene:TraesCS2B03G0001900	Chr2B	359414	360259	+	359836	Chr2B	306419	307264	+	306841	1.0	1.0	collinear
gene:TraesCS2B03G0002000	Chr2B	374883	385010	+	379946	Chr2B	322112	332236	+	327174	1.0	1.0	collinear
gene:TraesCS2B03G0002400	Chr2B	401647	403609	+	402628	Chr2B	348879	350841	+	349860	1.0	1.0	collinear
