gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity	segment
gene:TraesCS3B03G0002800	Chr3B	855999	856555	+	856277	Chr3B	712842	713374	+	713108	0.965	0.932	collinear
gene:TraesCS3B03G0003000	Chr3B	859122	864220	-	861671	Chr3B	7608014	7612964	+	7610489	0.977	0.925	collinear
gene:TraesCS3B03G0004000	Chr3B	1309880	1313738	-	1311809	Chr3B	7274750	7278680	+	7276715	0.999	0.982	collinear
gene:TraesCS3B03G0004300	Chr3B	1602640	1607005	+	1604822	Chr3B	7016018	7020388	-	7018203	0.994	0.99	collinear
gene:TraesCS3B03G0004600	Chr3B	1708407	1711540	-	1709973	Chr3B	6869571	6872704	+	6871137	1.0	0.999	collinear
gene:TraesCS3B03G0004800	Chr3B	1754066	1758349	-	1756207	Chr3B	6822513	6826796	+	6824654	1.0	1.0	collinear
gene:TraesCS3B03G0004900	Chr3B	1761903	1763502	+	1762702	Chr3B	6817328	6818927	-	6818127	1.0	1.0	collinear
gene:TraesCS3B03G0005100	Chr3B	2229591	2231019	+	2230305	Chr3B	6356152	6357580	-	6356866	1.0	0.999	collinear
gene:TraesCS3B03G0005200	Chr3B	2238754	2241107	-	2239930	Chr3B	6346064	6348417	+	6347240	1.0	1.0	collinear
gene:TraesCS3B03G0005300	Chr3B	2251630	2253405	-	2252517	Chr3B	6333239	6335014	+	6334126	1.0	0.997	collinear
gene:TraesCS3B03G0005600	Chr3B	2279997	2282921	-	2281459	Chr3B	2472162	2475081	-	2473621	1.0	0.976	collinear
gene:TraesCS3B03G0005700	Chr3B	2296800	2299629	-	2298214	Chr3B	2495455	2498289	-	2496872	1.0	0.971	collinear
gene:TraesCS3B03G0005800	Chr3B	2305509	2308573	-	2307041	Chr3B	2621060	2624136	+	2622598	1.0	0.963	collinear
gene:TraesCS3B03G0006100	Chr3B	2390285	2392680	-	2391482	Chr3B	6259271	6261667	-	6260469	1.0	0.994	collinear
gene:TraesCS3B03G0006200	Chr3B	2400732	2403083	-	2401907	Chr3B	2554268	2556637	-	2555452	0.996	0.963	collinear
gene:TraesCS3B03G0006400	Chr3B	2414282	2422889	+	2418585	Chr3B	6279779	6287771	+	6283775	0.915	0.913	collinear
gene:TraesCS3B03G0006500	Chr3B	2431101	2434170	+	2432635	Chr3B	6295641	6298711	+	6297176	1.0	0.997	collinear
gene:TraesCS3B03G0006600	Chr3B	2442622	2445483	+	2444052	Chr3B	6306888	6309745	+	6308316	0.995	0.991	collinear
gene:TraesCS3B03G0006700	Chr3B	2457176	2459341	+	2458258	Chr3B	6321376	6323539	+	6322457	1.0	0.992	collinear
gene:TraesCS3B03G0007000	Chr3B	2478261	2480528	+	2479394	Chr3B	2421883	2425199	-	2423541	0.979	0.938	collinear
gene:TraesCS3B03G0007600	Chr3B	2550258	2551285	-	2550771	Chr3B	2339756	2340771	+	2340263	0.993	0.962	collinear
gene:TraesCS3B03G0007900	Chr3B	2607986	2611253	+	2609619	Chr3B	6061825	6065508	-	6063666	1.0	0.983	collinear
gene:TraesCS3B03G0008000	Chr3B	2618273	2621910	+	2620091	Chr3B	6051094	6054739	-	6052916	1.0	0.992	collinear
gene:TraesCS3B03G0008200	Chr3B	2625685	2627229	+	2626457	Chr3B	6045203	6046751	-	6045977	1.0	0.983	collinear
gene:TraesCS3B03G0008300	Chr3B	2637952	2639202	+	2638577	Chr3B	6041631	6042881	-	6042256	1.0	0.967	collinear
gene:TraesCS3B03G0008500	Chr3B	2644992	2648624	+	2646808	Chr3B	2310080	2313750	-	2311915	0.999	0.967	collinear
gene:TraesCS3B03G0008900	Chr3B	3142976	3145283	+	3144129	Chr3B	5721008	5723194	-	5722101	0.983	0.902	collinear
gene:TraesCS3B03G0010000	Chr3B	3288829	3291388	-	3290108	Chr3B	5611652	5614211	+	5612931	1.0	0.997	collinear
gene:TraesCS3B03G0010400	Chr3B	3319309	3319678	-	3319493	Chr3B	5583531	5583900	+	5583715	1.0	1.0	collinear
gene:TraesCS3B03G0010500	Chr3B	3329965	3331410	-	3330687	Chr3B	5571798	5573243	+	5572520	1.0	1.0	collinear
gene:TraesCS3B03G0010600	Chr3B	3343534	3343869	-	3343701	Chr3B	5559660	5559995	+	5559827	1.0	1.0	collinear
gene:TraesCS3B03G0010700	Chr3B	3351732	3352420	+	3352076	Chr3B	5550942	5551630	-	5551286	1.0	0.992	collinear
gene:TraesCS3B03G0011100	Chr3B	3390928	3392733	-	3391830	Chr3B	5496112	5497916	+	5497014	1.0	0.997	collinear
gene:TraesCS3B03G0011200	Chr3B	3456099	3457541	+	3456820	Chr3B	5429644	5431130	-	5430387	0.999	0.954	collinear
gene:TraesCS3B03G0011700	Chr3B	3476475	3479401	+	3477938	Chr3B	5398824	5401391	-	5400107	0.995	0.99	collinear
gene:TraesCS3B03G0011800	Chr3B	3481462	3493401	+	3487431	Chr3B	5384804	5396759	-	5390781	0.999	0.988	collinear
gene:TraesCS3B03G0011900	Chr3B	3509554	3512426	-	3510990	Chr3B	5329549	5332421	+	5330985	1.0	0.996	collinear
gene:TraesCS3B03G0012000	Chr3B	3519251	3522305	+	3520778	Chr3B	5319702	5322750	-	5321226	0.998	0.995	collinear
gene:TraesCS3B03G0012100	Chr3B	3524408	3531567	-	3527987	Chr3B	5310431	5317570	+	5314000	0.967	0.963	collinear
gene:TraesCS3B03G0012700	Chr3B	3750107	3752530	+	3751318	Chr3B	2980893	2983316	+	2982104	1.0	1.0	collinear
gene:TraesCS3B03G0012800	Chr3B	3758382	3758978	-	3758680	Chr3B	2989168	2989764	-	2989466	1.0	1.0	collinear
gene:TraesCS3B03G0012900	Chr3B	3760385	3761643	-	3761014	Chr3B	2991171	2992429	-	2991800	1.0	1.0	collinear
gene:TraesCS3B03G0013100	Chr3B	3792617	3799581	-	3796099	Chr3B	3024082	3031040	-	3027561	1.0	1.0	collinear
gene:TraesCS3B03G0013400	Chr3B	3821480	3821881	+	3821680	Chr3B	3132656	3133057	+	3132856	1.0	1.0	collinear
gene:TraesCS3B03G0013500	Chr3B	3852505	3853085	+	3852795	Chr3B	3163659	3164239	+	3163949	1.0	1.0	collinear
gene:TraesCS3B03G0013600	Chr3B	3877659	3878072	+	3877865	Chr3B	3188765	3189178	+	3188971	1.0	1.0	collinear
gene:TraesCS3B03G0013700	Chr3B	3890065	3890949	+	3890507	Chr3B	3201169	3202053	+	3201611	1.0	1.0	collinear
gene:TraesCS3B03G0013800	Chr3B	3892768	3893685	+	3893226	Chr3B	3203872	3204789	+	3204330	1.0	1.0	collinear
gene:TraesCS3B03G0014100	Chr3B	3975265	3975989	+	3975627	Chr3B	3289666	3290390	+	3290028	1.0	1.0	collinear
