gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity	segment
gene:TraesCS5D03G0024200	Chr5D	5310399	5319110	+	5314754	Chr5D	2345671	2354561	-	2350116	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0024300	Chr5D	5323991	5339694	+	5331842	Chr5D	2325071	2340774	-	2332922	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0024400	Chr5D	5339945	5343217	-	5341581	Chr5D	2321571	2324829	+	2323200	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0024600	Chr5D	5501293	5503036	+	5502164	Chr5D	2160515	2162258	-	2161386	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0024700	Chr5D	5534695	5546126	+	5540410	Chr5D	2117131	2128550	-	2122840	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0024800	Chr5D	5567761	5575868	-	5571814	Chr5D	2092259	2100366	+	2096312	1.0	0.999	rearrangement:Chr5D_block2
gene:TraesCS5D03G0024900	Chr5D	5706212	5708783	-	5707497	Chr5D	1959084	1961655	+	1960369	1.0	0.999	rearrangement:Chr5D_block2
gene:TraesCS5D03G0025100	Chr5D	5762415	5764094	-	5763254	Chr5D	1903347	1905026	+	1904186	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0025200	Chr5D	5772359	5775824	-	5774091	Chr5D	1891620	1895085	+	1893352	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0025300	Chr5D	5853737	5856897	+	5855317	Chr5D	1809923	1813083	-	1811503	1.0	0.998	rearrangement:Chr5D_block2
gene:TraesCS5D03G0025400	Chr5D	5906666	5910254	+	5908460	Chr5D	1745675	1749263	-	1747469	1.0	0.999	rearrangement:Chr5D_block2
gene:TraesCS5D03G0025500	Chr5D	5943007	5947183	+	5945095	Chr5D	1709170	1713346	-	1711258	1.0	0.998	rearrangement:Chr5D_block2
gene:TraesCS5D03G0025600	Chr5D	5953081	5963542	+	5958311	Chr5D	1692435	1703272	-	1697853	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0025700	Chr5D	5997418	5999830	+	5998624	Chr5D	1655912	1658324	-	1657118	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0025800	Chr5D	6012640	6017851	+	6015245	Chr5D	1637890	1643101	-	1640495	1.0	0.999	rearrangement:Chr5D_block2
gene:TraesCS5D03G0026800	Chr5D	6773112	6787820	-	6780466	Chr5D	862010	876718	+	869364	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0026900	Chr5D	6799651	6803622	+	6801636	Chr5D	846270	850241	-	848255	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0027000	Chr5D	6841065	6847662	+	6844363	Chr5D	800208	807113	-	803660	1.0	0.943	rearrangement:Chr5D_block1
gene:TraesCS5D03G0027100	Chr5D	6850565	6862517	+	6856541	Chr5D	784893	797305	-	791099	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0027200	Chr5D	7052743	7068887	+	7060815	Chr5D	572655	588254	-	580454	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0028000	Chr5D	7176715	7179793	+	7178254	Chr5D	457185	460263	-	458724	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0028200	Chr5D	7225425	7226098	-	7225761	Chr5D	410796	411467	+	411131	1.0	0.998	rearrangement:Chr5D_block1
gene:TraesCS5D03G0028300	Chr5D	7225573	7226071	-	7225822	Chr5D	410823	411319	+	411071	1.0	0.997	rearrangement:Chr5D_block1
gene:TraesCS5D03G0028400	Chr5D	7249912	7250434	-	7250173	Chr5D	391746	392268	+	392007	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0028600	Chr5D	7542108	7547074	-	7544591	Chr5D	95234	100210	+	97722	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D03G0028900	Chr5D	7632009	7635649	-	7633829	Chr5D	5658	9298	+	7478	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0476100	Chr5D	308300062	308311243	-	308305652	Chr5D	304165479	304176660	+	304171069	1.0	1.0	rearrangement:Chr5D_block3
