gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity	segment
gene:TraesCS3D03G0016200	Chr3D	2786027	2787151	-	2786589	Chr3D	530133	531239	-	530686	1.0	0.955	collinear
gene:TraesCS3D03G0016900	Chr3D	2965361	2969762	+	2967561	Chr3D	992129	996613	+	994371	0.97	0.92	collinear
gene:TraesCS3D03G0017100	Chr3D	3024974	3029545	+	3027259	Chr3D	1080356	1085493	+	1082924	0.988	0.91	collinear
gene:TraesCS3D03G0017200	Chr3D	3040446	3042139	-	3041292	Chr3D	1090777	1092461	-	1091619	0.994	0.953	collinear
gene:TraesCS3D03G0017400	Chr3D	3116522	3120868	+	3118695	Chr3D	1198178	1202531	+	1200354	0.966	0.912	collinear
gene:TraesCS3D03G0017900	Chr3D	3185368	3186843	-	3186105	Chr3D	1216545	1218014	-	1217279	0.991	0.933	collinear
gene:TraesCS3D03G0019300	Chr3D	3396088	3398473	-	3397280	Chr3D	1437678	1439925	-	1438801	0.993	0.927	collinear
gene:TraesCS3D03G0019900	Chr3D	3512636	3514159	+	3513397	Chr3D	1526703	1528191	+	1527447	0.96	0.902	collinear
gene:TraesCS3D03G0020300	Chr3D	3575256	3575879	-	3575567	Chr3D	1567628	1568245	-	1567936	0.99	0.948	collinear
gene:TraesCS3D03G0021000	Chr3D	3997940	3998751	-	3998345	Chr3D	1903588	1904399	-	1903993	1.0	0.976	collinear
gene:TraesCS3D03G0021100	Chr3D	3999469	4000474	+	3999971	Chr3D	1905116	1906122	+	1905619	0.998	0.962	collinear
gene:TraesCS3D03G0021500	Chr3D	4059067	4062689	-	4060878	Chr3D	2005037	2008381	-	2006709	0.978	0.91	collinear
gene:TraesCS3D03G0021800	Chr3D	4098245	4099227	+	4098736	Chr3D	2017166	2018146	+	2017656	1.0	0.96	collinear
gene:TraesCS3D03G0021900	Chr3D	4120743	4121812	+	4121277	Chr3D	2238039	2239220	+	2238629	1.0	0.942	collinear
gene:TraesCS3D03G0022100	Chr3D	4152526	4155542	-	4154034	Chr3D	2008148	2011311	+	2009729	0.997	0.906	collinear
gene:TraesCS3D03G0022400	Chr3D	4165437	4168414	-	4166925	Chr3D	2263273	2266225	-	2264749	0.976	0.93	collinear
gene:TraesCS3D03G0022500	Chr3D	4172309	4181762	+	4177035	Chr3D	2270264	2274509	+	2272386	1.0	0.961	collinear
gene:TraesCS3D03G0023300	Chr3D	4375581	4381618	+	4378599	Chr3D	2472315	2478165	+	2475240	0.967	0.904	collinear
gene:TraesCS3D03G0023400	Chr3D	4387252	4391881	+	4389566	Chr3D	3037615	3042183	-	3039899	0.998	0.962	collinear
gene:TraesCS3D03G0024300	Chr3D	4468799	4477250	-	4473024	Chr3D	2575082	2583357	-	2579219	0.98	0.93	collinear
gene:TraesCS3D03G0024400	Chr3D	4487254	4488429	+	4487841	Chr3D	2598703	2599857	+	2599280	0.981	0.902	collinear
gene:TraesCS3D03G0024500	Chr3D	4630318	4631634	+	4630976	Chr3D	2748498	2749808	+	2749153	0.995	0.965	collinear
gene:TraesCS3D03G0024800	Chr3D	4798087	4799427	-	4798757	Chr3D	2857056	2858414	-	2857735	1.0	0.923	collinear
gene:TraesCS3D03G0025200	Chr3D	4845352	4845861	-	4845606	Chr3D	2536247	2536756	+	2536501	1.0	0.917	collinear
gene:TraesCS3D03G0027300	Chr3D	4991113	4994395	+	4992754	Chr3D	3226019	3229362	+	3227690	1.0	0.965	collinear
gene:TraesCS3D03G0027600	Chr3D	5018773	5020888	+	5019830	Chr3D	3259612	3261727	+	3260669	1.0	1.0	collinear
gene:TraesCS3D03G0027900	Chr3D	5123600	5124617	+	5124108	Chr3D	3364662	3365647	+	3365154	0.961	0.961	collinear
gene:TraesCS3D03G0028000	Chr3D	5150285	5152919	-	5151602	Chr3D	3391441	3394075	-	3392758	1.0	1.0	collinear
gene:TraesCS3D03G0028400	Chr3D	5207240	5211099	+	5209169	Chr3D	3453471	3457330	+	3455400	1.0	0.998	collinear
gene:TraesCS3D03G0028500	Chr3D	5218049	5224103	-	5221076	Chr3D	3464219	3470483	-	3467351	1.0	1.0	collinear
gene:TraesCS3D03G0028600	Chr3D	5346035	5349635	-	5347835	Chr3D	3600086	3603671	-	3601878	0.995	0.99	collinear
gene:TraesCS3D03G0028700	Chr3D	5379183	5382995	-	5381089	Chr3D	3633292	3637104	-	3635198	1.0	1.0	collinear
gene:TraesCS3D03G0028800	Chr3D	5384693	5385410	+	5385051	Chr3D	3638801	3639518	+	3639159	1.0	1.0	collinear
gene:TraesCS3D03G0029100	Chr3D	5402548	5402835	-	5402691	Chr3D	3656957	3657244	-	3657100	1.0	1.0	collinear
gene:TraesCS3D03G0029200	Chr3D	5609039	5613244	-	5611141	Chr3D	3842491	3846696	-	3844593	1.0	1.0	collinear
gene:TraesCS3D03G0029300	Chr3D	5616378	5617808	+	5617093	Chr3D	3849830	3851260	+	3850545	1.0	1.0	collinear
gene:TraesCS3D03G0029400	Chr3D	5621041	5625400	-	5623220	Chr3D	3854493	3858852	-	3856672	1.0	1.0	collinear
gene:TraesCS3D03G0029500	Chr3D	5656561	5658853	+	5657707	Chr3D	3890013	3892305	+	3891159	1.0	1.0	collinear
gene:TraesCS3D03G0029700	Chr3D	5686609	5688092	-	5687350	Chr3D	3919951	3921434	-	3920692	1.0	1.0	collinear
gene:TraesCS3D03G0029900	Chr3D	5731894	5733309	+	5732601	Chr3D	3965886	3967301	+	3966593	1.0	1.0	collinear
gene:TraesCS3D03G0030000	Chr3D	5739726	5743791	-	5741758	Chr3D	3973718	3978271	-	3975994	1.0	1.0	collinear
gene:TraesCS3D03G0030100	Chr3D	5763633	5767044	-	5765338	Chr3D	3998134	4001542	-	3999838	1.0	1.0	collinear
gene:TraesCS3D03G0030200	Chr3D	5797017	5800765	+	5798891	Chr3D	4031932	4035812	+	4033872	1.0	1.0	collinear
gene:TraesCS3D03G0030300	Chr3D	5809005	5810319	+	5809662	Chr3D	4044391	4045705	+	4045048	1.0	1.0	collinear
gene:TraesCS3D03G0030400	Chr3D	5816005	5816940	+	5816472	Chr3D	4051353	4052288	+	4051820	1.0	1.0	collinear
gene:TraesCS3D03G0030500	Chr3D	5818304	5819531	-	5818917	Chr3D	4053652	4054879	-	4054265	1.0	0.998	collinear
gene:TraesCS3D03G0030600	Chr3D	5820146	5821511	-	5820828	Chr3D	4055494	4056859	-	4056176	1.0	1.0	collinear
gene:TraesCS3D03G0030900	Chr3D	5862195	5863530	-	5862862	Chr3D	4097634	4098969	-	4098301	1.0	1.0	collinear
gene:TraesCS3D03G0031000	Chr3D	5867190	5868919	+	5868054	Chr3D	4102623	4104352	+	4103487	1.0	1.0	collinear
gene:TraesCS3D03G0031100	Chr3D	5870206	5872024	-	5871115	Chr3D	4105639	4107457	-	4106548	1.0	0.999	collinear
gene:TraesCS3D03G0031200	Chr3D	5875186	5878680	+	5876933	Chr3D	4110619	4114113	+	4112366	1.0	1.0	collinear
gene:TraesCS3D03G0031300	Chr3D	5880800	5886024	-	5883412	Chr3D	4116233	4121457	-	4118845	1.0	1.0	collinear
gene:TraesCS3D03G0031400	Chr3D	6013557	6016610	+	6015083	Chr3D	4257004	4260056	+	4258530	1.0	1.0	collinear
gene:TraesCS3D03G0031600	Chr3D	6017542	6019765	-	6018653	Chr3D	4261004	4263227	-	4262115	1.0	1.0	collinear
gene:TraesCS3D03G0031700	Chr3D	6021226	6025147	-	6023186	Chr3D	4264688	4268839	-	4266763	1.0	1.0	collinear
gene:TraesCS3D03G0031800	Chr3D	6026140	6028193	-	6027166	Chr3D	4269832	4271885	-	4270858	1.0	0.999	collinear
gene:TraesCS3D03G0031900	Chr3D	6034462	6038139	+	6036300	Chr3D	4278925	4281975	+	4280450	0.931	0.931	collinear
gene:TraesCS3D03G0032000	Chr3D	6063729	6071669	+	6067699	Chr3D	4307768	4315708	+	4311738	1.0	1.0	collinear
gene:TraesCS3D03G0032100	Chr3D	6141043	6143113	+	6142078	Chr3D	4386208	4388278	+	4387243	1.0	1.0	collinear
gene:TraesCS3D03G0032200	Chr3D	6147248	6150321	-	6148784	Chr3D	4392412	4395485	-	4393948	1.0	1.0	collinear
gene:TraesCS3D03G0032400	Chr3D	6167729	6170462	-	6169095	Chr3D	4412893	4415626	-	4414259	1.0	1.0	collinear
gene:TraesCS3D03G0032700	Chr3D	6177438	6180753	-	6179095	Chr3D	4422602	4425917	-	4424259	1.0	0.999	collinear
gene:TraesCS3D03G0032800	Chr3D	6193499	6194282	+	6193890	Chr3D	4438663	4439446	+	4439054	1.0	0.998	collinear
gene:TraesCS3D03G0032900	Chr3D	6196409	6198230	-	6197319	Chr3D	4441573	4443394	-	4442483	1.0	1.0	collinear
gene:TraesCS3D03G0033400	Chr3D	6332166	6338039	+	6335102	Chr3D	4577845	4583718	+	4580781	1.0	1.0	collinear
gene:TraesCS3D03G0033500	Chr3D	6339455	6344609	-	6342032	Chr3D	4585134	4590288	-	4587711	1.0	0.999	collinear
gene:TraesCS3D03G0033600	Chr3D	6402458	6406175	-	6404316	Chr3D	4652570	4656287	-	4654428	1.0	1.0	collinear
gene:TraesCS3D03G0033700	Chr3D	6408680	6414449	+	6411564	Chr3D	4658792	4664358	+	4661575	1.0	1.0	collinear
gene:TraesCS3D03G0033800	Chr3D	6424052	6425978	-	6425015	Chr3D	4674204	4676130	-	4675167	1.0	1.0	collinear
gene:TraesCS3D03G0033900	Chr3D	6428865	6430477	+	6429671	Chr3D	4679017	4680629	+	4679823	1.0	0.999	collinear
gene:TraesCS3D03G0034100	Chr3D	6454019	6455576	-	6454797	Chr3D	4704173	4705730	-	4704951	1.0	0.999	collinear
gene:TraesCS3D03G0034200	Chr3D	6459248	6460446	-	6459847	Chr3D	4709401	4710599	-	4710000	1.0	1.0	collinear
gene:TraesCS3D03G0034300	Chr3D	6464310	6465173	-	6464741	Chr3D	4714578	4715441	-	4715009	1.0	1.0	collinear
gene:TraesCS3D03G0034400	Chr3D	6528383	6528670	-	6528526	Chr3D	4780338	4780625	-	4780481	1.0	1.0	collinear
gene:TraesCS3D03G0034800	Chr3D	6659972	6665271	+	6662621	Chr3D	4913672	4918977	+	4916324	1.0	0.999	collinear
