cs_chr	cs_start	cs_end	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	n_anchors	mean_identity
Chr7B	34602	39862662	Chr7B	3269	39055375	352	0.9971193181818182
Chr7B	42034960	183070778	Chr7B	40990675	182299973	970	0.9952268041237112
Chr7B	185568431	270327906	Chr7B	184786488	269699945	373	0.9974986595174264
Chr7B	275290836	279527272	Chr7B	274587185	278715563	7	0.9998571428571428
Chr7B	283870188	293144785	Chr7B	283128115	292365892	15	0.998
Chr7B	295582888	301326558	Chr7B	294818977	300526824	10	0.9997
Chr7B	305617144	309665253	Chr7B	302271887	306341112	9	0.9993333333333332
Chr7B	352166805	355057303	Chr7B	348115620	351026010	4	0.99975
Chr7B	368970531	393308791	Chr7B	367628025	391867246	120	0.998
Chr7B	396179589	410599513	Chr7B	394761040	408632319	50	0.99902
Chr7B	413179671	423778078	Chr7B	411247476	423210294	43	0.9994651162790696
Chr7B	425791676	545780843	Chr7B	423811359	543839369	765	0.9986366013071896
Chr7B	547795684	756980467	Chr7B	545854750	749231253	1505	0.9930790697674418
