gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity	segment
gene:TraesCS7D03G0000400	Chr7D	207994	212443	-	210218	Chr7D	378412	382861	-	380636	1.0	1.0	collinear
gene:TraesCS7D03G0000500	Chr7D	242065	245782	+	243923	Chr7D	417646	421363	+	419504	1.0	0.999	collinear
gene:TraesCS7D03G0000900	Chr7D	337014	337852	+	337433	Chr7D	512799	513637	+	513218	1.0	1.0	collinear
gene:TraesCS7D03G0001000	Chr7D	365927	369790	-	367858	Chr7D	542358	546180	-	544269	0.974	0.963	collinear
gene:TraesCS7D03G0001100	Chr7D	371892	373182	-	372537	Chr7D	548282	549572	-	548927	1.0	1.0	collinear
gene:TraesCS7D03G0001400	Chr7D	478186	482086	-	480136	Chr7D	654476	658376	-	656426	1.0	0.999	collinear
gene:TraesCS7D03G0001900	Chr7D	706058	709008	-	707533	Chr7D	886130	889081	-	887605	1.0	0.989	collinear
gene:TraesCS7D03G0002100	Chr7D	995282	1001481	-	998381	Chr7D	1158547	1164747	-	1161647	1.0	1.0	collinear
gene:TraesCS7D03G0002300	Chr7D	1028545	1032002	-	1030273	Chr7D	1192075	1195532	-	1193803	1.0	1.0	collinear
gene:TraesCS7D03G0002600	Chr7D	1089491	1090678	-	1090084	Chr7D	1253490	1254677	-	1254083	1.0	1.0	collinear
gene:TraesCS7D03G0002800	Chr7D	1101311	1104311	-	1102811	Chr7D	1265459	1268432	-	1266945	0.991	0.98	collinear
gene:TraesCS7D03G0002900	Chr7D	1138064	1151035	-	1144549	Chr7D	1302363	1315338	-	1308850	1.0	1.0	collinear
gene:TraesCS7D03G0003200	Chr7D	1197663	1199279	-	1198471	Chr7D	1363070	1364686	-	1363878	1.0	1.0	collinear
gene:TraesCS7D03G0003900	Chr7D	1268276	1269780	-	1269028	Chr7D	1434381	1435885	-	1435133	1.0	1.0	collinear
gene:TraesCS7D03G0004000	Chr7D	1270782	1275797	-	1273289	Chr7D	1436887	1442002	-	1439444	1.0	1.0	collinear
gene:TraesCS7D03G0004300	Chr7D	1318295	1332709	+	1325502	Chr7D	1484519	1498456	+	1491487	1.0	0.956	collinear
gene:TraesCS7D03G0004400	Chr7D	1335304	1336512	+	1335908	Chr7D	1501051	1502259	+	1501655	1.0	1.0	collinear
gene:TraesCS7D03G0004500	Chr7D	1367440	1372889	+	1370164	Chr7D	1533436	1539201	+	1536318	1.0	1.0	collinear
gene:TraesCS7D03G0004600	Chr7D	1423297	1428624	-	1425960	Chr7D	1589845	1595172	-	1592508	1.0	1.0	collinear
gene:TraesCS7D03G0004700	Chr7D	1568149	1569787	+	1568968	Chr7D	1735524	1737162	+	1736343	1.0	0.999	collinear
gene:TraesCS7D03G0005200	Chr7D	1622734	1623927	-	1623330	Chr7D	1791547	1792740	-	1792143	1.0	1.0	collinear
gene:TraesCS7D03G0005300	Chr7D	1630150	1631499	-	1630824	Chr7D	1798963	1800312	-	1799637	1.0	1.0	collinear
gene:TraesCS7D03G0005400	Chr7D	1638146	1638877	-	1638511	Chr7D	1806959	1807690	-	1807324	1.0	1.0	collinear
gene:TraesCS7D03G0005500	Chr7D	1648975	1654512	-	1651743	Chr7D	1817924	1823461	-	1820692	1.0	1.0	collinear
gene:TraesCS7D03G0005800	Chr7D	1673923	1675253	+	1674588	Chr7D	1842958	1844288	+	1843623	1.0	1.0	collinear
gene:TraesCS7D03G0005900	Chr7D	1812284	1819521	+	1815902	Chr7D	1972560	1979793	+	1976176	1.0	1.0	collinear
