gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity	segment
gene:TraesCS2D02G000100	Chr2D	31254	37172	+	34213	Chr2D	580209	586128	-	583168	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G000200	Chr2D	39478	40878	-	40178	Chr2D	576726	578126	+	577426	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G000300	Chr2D	58039	62377	-	60208	Chr2D	555226	559564	+	557395	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G000400	Chr2D	261645	262190	+	261917	Chr2D	356766	357311	-	357038	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G000500	Chr2D	273562	277000	+	275281	Chr2D	342633	346071	-	344352	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G000600	Chr2D	278541	286171	-	282356	Chr2D	333455	341092	+	337273	1.0	0.999	rearrangement:Chr2D_block1
gene:TraesCS2D02G000700	Chr2D	370037	371169	-	370603	Chr2D	625495	626627	-	626061	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G000800	Chr2D	386164	389633	+	387898	Chr2D	639223	642692	+	640957	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G000900	Chr2D	396204	398760	+	397482	Chr2D	649263	651819	+	650541	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G001000	Chr2D	460961	479644	+	470302	Chr2D	712808	731276	+	722042	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G001100	Chr2D	508313	509233	+	508773	Chr2D	759106	760026	+	759566	1.0	0.998	rearrangement:Chr2D_block1
gene:TraesCS2D02G001200	Chr2D	514511	516352	+	515431	Chr2D	764932	766773	+	765852	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G001300	Chr2D	672180	675387	+	673783	Chr2D	922514	925721	+	924117	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G001400	Chr2D	676084	679951	-	678017	Chr2D	926418	930285	-	928351	1.0	1.0	rearrangement:Chr2D_block1
