gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity	segment
gene:TraesCS5A02G116100	Chr5A	237460197	237478612	-	237469404	Chr5A	263887257	263905675	+	263896466	1.0	0.999	rearrangement:Chr5A_block2
gene:TraesCS5A02G116200	Chr5A	237953442	237953745	+	237953593	Chr5A	263415837	263416140	-	263415988	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G116400	Chr5A	238691766	238692051	+	238691908	Chr5A	262685139	262685424	-	262685281	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G116500	Chr5A	238694126	238699137	+	238696631	Chr5A	262678053	262683064	-	262680558	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G116600	Chr5A	238790277	238790595	-	238790436	Chr5A	262586886	262587204	+	262587045	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G116700	Chr5A	238820336	238821053	+	238820694	Chr5A	262556428	262557145	-	262556786	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G116800	Chr5A	238821248	238821841	-	238821544	Chr5A	262555640	262556233	+	262555936	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G116900	Chr5A	238822206	238822644	+	238822425	Chr5A	262554837	262555275	-	262555056	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G117100	Chr5A	238822947	238830497	+	238826722	Chr5A	262546982	262554534	-	262550758	0.999	0.997	rearrangement:Chr5A_block2
gene:TraesCS5A02G117000	Chr5A	238828456	238828758	-	238828607	Chr5A	262548720	262549022	+	262548871	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G117200	Chr5A	238847111	238849203	-	238848157	Chr5A	262528456	262530548	+	262529502	1.0	0.998	rearrangement:Chr5A_block2
gene:TraesCS5A02G117300	Chr5A	238860045	238860455	-	238860250	Chr5A	262517202	262517614	+	262517408	1.0	0.995	rearrangement:Chr5A_block2
gene:TraesCS5A02G117400	Chr5A	238900801	238901760	+	238901280	Chr5A	262477969	262478928	-	262478448	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G117500	Chr5A	239118833	239124161	+	239121497	Chr5A	262256344	262261672	-	262259008	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G117600	Chr5A	239396439	239410643	+	239403541	Chr5A	261972658	261986518	-	261979588	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G117700	Chr5A	239526892	239533263	+	239530077	Chr5A	261852161	261858532	-	261855346	1.0	1.0	rearrangement:Chr5A_block2
