gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity	segment
gene:TraesCS3B02G000100	Chr3B	212892	214491	-	213691	Chr3B	1557409	1559007	+	1558208	1.0	1.0	collinear
gene:TraesCS3B02G000200	Chr3B	218045	222328	+	220186	Chr3B	1549536	1553819	-	1551677	1.0	1.0	collinear
gene:TraesCS3B02G000300	Chr3B	264854	267987	+	266420	Chr3B	1504541	1507674	-	1506107	1.0	0.999	collinear
gene:TraesCS3B02G000400	Chr3B	334498	337790	+	336144	Chr3B	1435718	1439011	-	1437364	1.0	1.0	collinear
gene:TraesCS3B02G006300	Chr3B	3307037	3308316	-	3307676	Chr3B	4686709	4687987	+	4687348	0.999	0.998	collinear
gene:TraesCS3B02G006400	Chr3B	3309907	3310290	-	3310098	Chr3B	4684600	4684983	+	4684791	1.0	0.997	collinear
gene:TraesCS3B02G016600	Chr3B	6945399	6945875	+	6945637	Chr3B	11402472	11402948	-	11402710	1.0	1.0	collinear
gene:TraesCS3B02G016700	Chr3B	6951445	6952122	+	6951783	Chr3B	11396167	11396844	-	11396505	1.0	1.0	collinear
gene:TraesCS3B02G016800	Chr3B	6956995	6958436	+	6957715	Chr3B	11388995	11390437	-	11389716	1.0	0.997	collinear
gene:TraesCS3B02G016900	Chr3B	6961765	6963273	-	6962519	Chr3B	11384157	11385665	+	11384911	1.0	0.993	collinear
gene:TraesCS3B02G017000	Chr3B	6966996	6968352	+	6967674	Chr3B	11379078	11380434	-	11379756	1.0	0.995	collinear
gene:TraesCS3B02G017100	Chr3B	7063270	7069210	-	7066240	Chr3B	11221453	11227396	+	11224424	0.999	0.995	collinear
gene:TraesCS3B02G017200	Chr3B	7073390	7077378	+	7075384	Chr3B	11213286	11217273	-	11215279	0.999	0.995	collinear
