gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity	segment
gene:TraesCS4A02G059000	Chr4A	54106535	54110051	-	54108293	Chr4A	66755981	66759497	+	66757739	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G059100	Chr4A	54404601	54406169	-	54405385	Chr4A	66472633	66474201	+	66473417	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G059200	Chr4A	55377186	55380060	-	55378623	Chr4A	65473377	65476247	+	65474812	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G059300	Chr4A	55389614	55398958	-	55394286	Chr4A	65456281	65464510	+	65460395	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G059400	Chr4A	55572600	55575346	+	55573973	Chr4A	65257486	65260232	-	65258859	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G059500	Chr4A	55912521	55919370	+	55915945	Chr4A	64892293	64899141	-	64895717	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G059600	Chr4A	56143732	56145991	+	56144861	Chr4A	64679274	64681531	-	64680402	1.0	0.997	rearrangement:Chr4A_block2
gene:TraesCS4A02G059700	Chr4A	56251413	56254420	-	56252916	Chr4A	64563571	64566577	+	64565074	0.999	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A02G059800	Chr4A	56260273	56262853	+	56261563	Chr4A	64555042	64557620	-	64556331	0.998	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G059900	Chr4A	56266262	56271389	-	56268825	Chr4A	64546506	64551632	+	64549069	0.999	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G060000	Chr4A	56471847	56483645	-	56477746	Chr4A	64333150	64344625	+	64338887	1.0	0.997	rearrangement:Chr4A_block2
gene:TraesCS4A02G060100	Chr4A	56496985	56501161	-	56499073	Chr4A	64315799	64319984	+	64317891	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G060200	Chr4A	56501607	56506002	-	56503804	Chr4A	64310959	64315353	+	64313156	0.999	0.997	rearrangement:Chr4A_block2
gene:TraesCS4A02G060300	Chr4A	56509445	56511293	-	56510369	Chr4A	64305668	64307516	+	64306592	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G078100	Chr4A	78159723	78163317	-	78161520	Chr4A	67692900	67696493	+	67694696	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G078200	Chr4A	78180029	78180412	-	78180220	Chr4A	67675824	67676207	+	67676015	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G078300	Chr4A	78180576	78182459	-	78181517	Chr4A	67673777	67675660	+	67674718	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G078400	Chr4A	78250259	78253335	+	78251797	Chr4A	67603428	67606503	-	67604965	0.998	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G078500	Chr4A	78262384	78262876	+	78262630	Chr4A	67584160	67584652	-	67584406	1.0	0.997	rearrangement:Chr4A_block2
gene:TraesCS4A02G078600	Chr4A	78764433	78767174	+	78765803	Chr4A	67057937	67060678	-	67059307	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G067300	Chr4A	64956484	64958633	+	64957558	Chr4A	80789856	80792005	-	80790930	1.0	0.998	rearrangement:Chr4A_block3
gene:TraesCS4A02G067400	Chr4A	65456768	65466040	+	65461404	Chr4A	80300840	80310114	-	80305477	0.999	0.998	rearrangement:Chr4A_block3
gene:TraesCS4A02G067500	Chr4A	65466129	65467525	+	65466827	Chr4A	80299355	80300751	-	80300053	1.0	0.999	rearrangement:Chr4A_block3
gene:TraesCS4A02G067600	Chr4A	65776911	65777572	+	65777241	Chr4A	79982558	79983219	-	79982888	1.0	0.995	rearrangement:Chr4A_block3
gene:TraesCS4A02G067700	Chr4A	66141610	66147352	+	66144481	Chr4A	79644929	79650661	-	79647795	1.0	0.999	rearrangement:Chr4A_block3
gene:TraesCS4A02G067800	Chr4A	66147706	66148263	-	66147984	Chr4A	79644018	79644575	+	79644296	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G067900	Chr4A	66338112	66340516	+	66339314	Chr4A	79453350	79455754	-	79454552	1.0	0.997	rearrangement:Chr4A_block3
gene:TraesCS4A02G068100	Chr4A	66605211	66608413	+	66606812	Chr4A	79175669	79179184	-	79177426	1.0	0.997	rearrangement:Chr4A_block3
gene:TraesCS4A02G068200	Chr4A	66608835	66609979	-	66609407	Chr4A	79174103	79175247	+	79174675	1.0	0.996	rearrangement:Chr4A_block3
gene:TraesCS4A02G068300	Chr4A	66801452	66802555	-	66802003	Chr4A	79042118	79043224	+	79042671	0.989	0.936	rearrangement:Chr4A_block3
gene:TraesCS4A02G068400	Chr4A	66909705	66911330	+	66910517	Chr4A	78871743	78873368	-	78872555	1.0	0.999	rearrangement:Chr4A_block3
