gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity	segment
gene:TraesCS1A02G000100	Chr1A	40098	70338	-	55218	Chr1A	22284	64896	-	43590	0.999	0.976	collinear
gene:TraesCS1A02G000200	Chr1A	70239	89245	+	79742	Chr1A	64797	83762	+	74279	1.0	1.0	collinear
gene:TraesCS1A02G000300	Chr1A	95906	104903	+	100404	Chr1A	90202	99127	+	94664	1.0	1.0	collinear
gene:TraesCS1A02G000500	Chr1A	149490	154559	-	152024	Chr1A	142821	147890	-	145355	1.0	1.0	collinear
gene:TraesCS1A02G000600	Chr1A	162313	162609	+	162461	Chr1A	155644	155940	+	155792	1.0	1.0	collinear
gene:TraesCS1A02G000700	Chr1A	169592	169969	-	169780	Chr1A	162367	162744	-	162555	1.0	0.996	collinear
gene:TraesCS1A02G000800	Chr1A	180175	180552	-	180363	Chr1A	172612	172989	-	172800	1.0	0.997	collinear
gene:TraesCS1A02G000900	Chr1A	233818	245051	+	239434	Chr1A	224874	235864	+	230369	1.0	0.999	collinear
gene:TraesCS1A02G001000	Chr1A	270605	272936	-	271770	Chr1A	260146	262477	-	261311	1.0	0.999	collinear
gene:TraesCS1A02G001100	Chr1A	269472	289602	-	279537	Chr1A	259013	278899	-	268956	1.0	0.998	collinear
gene:TraesCS1A02G001200	Chr1A	287697	287957	+	287827	Chr1A	276994	277254	+	277124	1.0	1.0	collinear
gene:TraesCS1A02G001300	Chr1A	297266	297652	+	297459	Chr1A	286414	286800	+	286607	1.0	1.0	collinear
gene:TraesCS1A02G001400	Chr1A	294611	305428	-	300019	Chr1A	22432	33157	+	27794	0.992	0.961	collinear
gene:TraesCS1A02G001500	Chr1A	326099	326518	+	326308	Chr1A	313345	313764	+	313554	1.0	1.0	collinear
gene:TraesCS1A02G001600	Chr1A	337960	338256	+	338108	Chr1A	325115	325411	+	325263	1.0	1.0	collinear
gene:TraesCS1A02G001700	Chr1A	403455	403751	+	403603	Chr1A	395720	396016	+	395868	1.0	0.996	collinear
gene:TraesCS1A02G001800	Chr1A	1144333	1145934	+	1145133	Chr1A	1132035	1133652	+	1132843	1.0	1.0	collinear
gene:TraesCS1A02G001900	Chr1A	1159194	1162830	-	1161012	Chr1A	1146661	1150297	-	1148479	1.0	1.0	collinear
gene:TraesCS1A02G002000	Chr1A	1163485	1167878	-	1165681	Chr1A	1150952	1155345	-	1153148	1.0	1.0	collinear
gene:TraesCS1A02G002100	Chr1A	1170356	1177383	+	1173869	Chr1A	1157434	1164461	+	1160947	1.0	1.0	collinear
gene:TraesCS1A02G002200	Chr1A	1188844	1190864	+	1189854	Chr1A	1175648	1177668	+	1176658	1.0	1.0	collinear
gene:TraesCS1A02G002300	Chr1A	1209721	1212812	-	1211266	Chr1A	1195945	1199036	-	1197490	1.0	1.0	collinear
gene:TraesCS1A02G002400	Chr1A	1228914	1229339	-	1229126	Chr1A	1214421	1214846	-	1214633	1.0	1.0	collinear
gene:TraesCS1A02G002500	Chr1A	1232354	1238469	-	1235411	Chr1A	1217861	1224007	-	1220934	0.999	0.991	collinear
gene:TraesCS1A02G002700	Chr1A	1336841	1348326	-	1342583	Chr1A	1321763	1333250	-	1327506	1.0	1.0	collinear
gene:TraesCS1A02G002800	Chr1A	1565963	1567220	-	1566591	Chr1A	1557084	1558341	-	1557712	1.0	0.998	collinear
gene:TraesCS1A02G002900	Chr1A	1657115	1666923	+	1662019	Chr1A	2460399	2470207	+	2465303	1.0	1.0	collinear
gene:TraesCS1A02G003000	Chr1A	1668949	1670358	+	1669653	Chr1A	2472233	2473642	+	2472937	1.0	1.0	collinear
gene:TraesCS1A02G003100	Chr1A	1689351	1698842	-	1694096	Chr1A	2492635	2502126	-	2497380	1.0	1.0	collinear
gene:TraesCS1A02G003200	Chr1A	1721421	1734947	+	1728184	Chr1A	2525143	2538669	+	2531906	1.0	1.0	collinear
gene:TraesCS1A02G003300	Chr1A	1792119	1815634	+	1803876	Chr1A	2595278	2618182	+	2606730	1.0	1.0	collinear
gene:TraesCS1A02G003400	Chr1A	2161814	2163439	-	2162626	Chr1A	2959870	2961495	-	2960682	1.0	0.999	collinear
gene:TraesCS1A02G003500	Chr1A	2184957	2185397	-	2185177	Chr1A	2982853	2983293	-	2983073	1.0	0.997	collinear
gene:TraesCS1A02G003546	Chr1A	2200978	2203830	+	2202404	Chr1A	2998861	3001713	+	3000287	1.0	0.999	collinear
gene:TraesCS1A02G003600	Chr1A	2229188	2236819	-	2233003	Chr1A	3026959	3034570	-	3030764	1.0	0.999	collinear
gene:TraesCS1A02G003700	Chr1A	2291887	2292891	+	2292389	Chr1A	3089653	3090657	+	3090155	1.0	1.0	collinear
gene:TraesCS1A02G003800	Chr1A	2377713	2379143	-	2378428	Chr1A	3174892	3176322	-	3175607	1.0	0.983	collinear
gene:TraesCS1A02G004200	Chr1A	2540491	2540958	-	2540724	Chr1A	4003662	4004118	-	4003890	0.962	0.912	collinear
gene:TraesCS1A02G004700	Chr1A	2847902	2850951	+	2849426	Chr1A	4011990	4015234	+	4013612	0.95	0.906	collinear
gene:TraesCS1A02G004800	Chr1A	2934676	2938176	+	2936426	Chr1A	4163793	4167273	+	4165533	0.998	0.977	collinear
gene:TraesCS1A02G005000	Chr1A	2975187	2976767	+	2975977	Chr1A	4251474	4253038	+	4252256	0.989	0.986	collinear
gene:TraesCS1A02G005100	Chr1A	2978903	2981121	-	2980012	Chr1A	4255175	4257393	-	4256284	1.0	1.0	collinear
gene:TraesCS1A02G005200	Chr1A	2982629	2986266	+	2984447	Chr1A	4258899	4262536	+	4260717	1.0	0.997	collinear
gene:TraesCS1A02G005300	Chr1A	3013341	3014979	+	3014160	Chr1A	4289616	4291254	+	4290435	1.0	0.997	collinear
gene:TraesCS1A02G005400	Chr1A	3117194	3118502	+	3117848	Chr1A	4395027	4396335	+	4395681	1.0	0.999	collinear
gene:TraesCS1A02G005500	Chr1A	3119378	3122276	-	3120827	Chr1A	4397211	4400097	-	4398654	0.992	0.992	collinear
gene:TraesCS1A02G005600	Chr1A	3255618	3262577	-	3259097	Chr1A	4532517	4539184	-	4535850	1.0	1.0	collinear
gene:TraesCS1A02G005700	Chr1A	3377838	3383699	+	3380768	Chr1A	4653650	4659511	+	4656580	1.0	1.0	collinear
gene:TraesCS1A02G005800	Chr1A	3386287	3391808	-	3389047	Chr1A	4662099	4667626	-	4664862	1.0	0.999	collinear
gene:TraesCS1A02G005900	Chr1A	3446931	3450200	+	3448565	Chr1A	4721484	4724753	+	4723118	1.0	1.0	collinear
gene:TraesCS1A02G006000	Chr1A	3451854	3454772	-	3453313	Chr1A	4726407	4729325	-	4727866	1.0	1.0	collinear
gene:TraesCS1A02G006100	Chr1A	3462554	3465581	-	3464067	Chr1A	4737107	4740135	-	4738621	1.0	1.0	collinear
gene:TraesCS1A02G006200	Chr1A	3488355	3491814	-	3490084	Chr1A	4762782	4766241	-	4764511	1.0	1.0	collinear
gene:TraesCS1A02G006300	Chr1A	3500137	3503929	-	3502033	Chr1A	4774585	4778377	-	4776481	1.0	1.0	collinear
gene:TraesCS1A02G006400	Chr1A	3531339	3532796	-	3532067	Chr1A	4805740	4807197	-	4806468	1.0	1.0	collinear
gene:TraesCS1A02G006500	Chr1A	3579010	3582502	-	3580756	Chr1A	4852182	4855673	-	4853927	0.999	0.999	collinear
gene:TraesCS1A02G006700	Chr1A	3614659	3618613	-	3616636	Chr1A	4887003	4890957	-	4888980	1.0	1.0	collinear
gene:TraesCS1A02G006800	Chr1A	3653512	3657388	-	3655450	Chr1A	4925364	4929240	-	4927302	1.0	1.0	collinear
gene:TraesCS1A02G006900	Chr1A	3669097	3671050	-	3670073	Chr1A	4940816	4942769	-	4941792	1.0	1.0	collinear
gene:TraesCS1A02G007000	Chr1A	3677964	3679612	-	3678788	Chr1A	4949683	4951331	-	4950507	1.0	1.0	collinear
gene:TraesCS1A02G007100	Chr1A	3698525	3700965	-	3699745	Chr1A	4969761	4972201	-	4970981	1.0	1.0	collinear
gene:TraesCS1A02G007200	Chr1A	3776339	3777238	+	3776788	Chr1A	5046518	5047417	+	5046967	1.0	1.0	collinear
gene:TraesCS1A02G007236	Chr1A	3795056	3795948	+	3795502	Chr1A	5065116	5066008	+	5065562	1.0	1.0	collinear
gene:TraesCS1A02G007344	Chr1A	3910395	3911267	+	3910831	Chr1A	5178971	5179843	+	5179407	1.0	1.0	collinear
gene:TraesCS1A02G007400	Chr1A	4033339	4034196	+	4033767	Chr1A	5299572	5300429	+	5300000	1.0	1.0	collinear
gene:TraesCS1A02G007405	Chr1A	4041324	4042181	+	4041752	Chr1A	5307292	5308149	+	5307720	1.0	1.0	collinear
gene:TraesCS1A02G007500	Chr1A	4045713	4048684	+	4047198	Chr1A	5311681	5314652	+	5313166	1.0	1.0	collinear
gene:TraesCS1A02G007600	Chr1A	4047966	4048290	-	4048128	Chr1A	5313934	5314258	-	5314096	1.0	1.0	collinear
gene:TraesCS1A02G007700	Chr1A	4053221	4053823	+	4053522	Chr1A	5319189	5319791	+	5319490	1.0	1.0	collinear
gene:TraesCS1A02G007800	Chr1A	4054742	4054960	+	4054851	Chr1A	5320710	5320928	+	5320819	1.0	1.0	collinear
gene:TraesCS1A02G007900	Chr1A	4063197	4063406	+	4063301	Chr1A	5328808	5329017	+	5328912	1.0	1.0	collinear
gene:TraesCS1A02G008100	Chr1A	4497200	4503419	+	4500309	Chr1A	5809595	5815868	+	5812731	0.969	0.924	collinear
gene:TraesCS1A02G008300	Chr1A	4549622	4554906	+	4552264	Chr1A	5861820	5867104	+	5864462	1.0	0.997	collinear
