gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity	segment
gene:TraesCS5B02G001600	Chr5B	2558977	2563902	-	2561439	Chr5B	3737703	3742456	+	3740079	1.0	0.999	rearrangement:Chr5B_block2
gene:TraesCS5B02G001700	Chr5B	2570828	2574624	-	2572726	Chr5B	3726981	3730777	+	3728879	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G001800	Chr5B	2581312	2585281	+	2583296	Chr5B	3716322	3720291	-	3718306	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G001900	Chr5B	2612913	2614391	-	2613652	Chr5B	3687537	3689015	+	3688276	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G002000	Chr5B	2805491	2806938	+	2806214	Chr5B	3495411	3496858	-	3496134	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G002100	Chr5B	2883487	2884992	+	2884239	Chr5B	3418205	3419710	-	3418957	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G002200	Chr5B	3449225	3449773	-	3449499	Chr5B	2825485	2826033	+	2825759	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002300	Chr5B	3474782	3475968	+	3475375	Chr5B	2799276	2800462	-	2799869	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002400	Chr5B	3849532	3862578	-	3856055	Chr5B	2414786	2426938	+	2420862	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002500	Chr5B	3867064	3867802	-	3867433	Chr5B	2409562	2410300	+	2409931	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002600	Chr5B	3917424	3923351	-	3920387	Chr5B	2339471	2345398	+	2342434	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002700	Chr5B	4059784	4060323	-	4060053	Chr5B	2202790	2203329	+	2203059	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002800	Chr5B	4061095	4061457	+	4061276	Chr5B	2201656	2202018	-	2201837	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002900	Chr5B	4546069	4552406	-	4549237	Chr5B	5153795	5159934	-	5156864	1.0	1.0	rearrangement:Chr5B_block3
gene:TraesCS5B02G003000	Chr5B	4594584	4597569	-	4596076	Chr5B	5202059	5205044	-	5203551	1.0	1.0	rearrangement:Chr5B_block3
gene:TraesCS5B02G003100	Chr5B	4831068	4833559	+	4832313	Chr5B	5614265	5616756	+	5615510	1.0	0.999	rearrangement:Chr5B_block3
