gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity	segment
gene:TraesCS7D02G000100	Chr7D	207994	212443	-	210218	Chr7D	418807	423256	-	421031	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G000200	Chr7D	242065	245782	+	243923	Chr7D	452881	456598	+	454739	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G000300	Chr7D	337014	337852	+	337433	Chr7D	547729	548567	+	548148	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G000400	Chr7D	365927	369790	-	367858	Chr7D	575969	579833	-	577901	1.0	0.996	rearrangement:Chr7D_block1
gene:TraesCS7D02G000500	Chr7D	371892	373182	-	372537	Chr7D	581935	583225	-	582580	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G000600	Chr7D	478788	482688	-	480738	Chr7D	688232	692132	-	690182	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G000700	Chr7D	708561	711512	-	710036	Chr7D	918610	921561	-	920085	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G000800	Chr7D	981342	987541	-	984441	Chr7D	1207268	1213467	-	1210367	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G000900	Chr7D	1014669	1018126	-	1016397	Chr7D	1240569	1244026	-	1242297	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G001000	Chr7D	1076583	1077770	-	1077176	Chr7D	1301513	1302700	-	1302106	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G001100	Chr7D	1088627	1091627	-	1090127	Chr7D	1313323	1316299	-	1314811	0.992	0.99	rearrangement:Chr7D_block1
gene:TraesCS7D02G001200	Chr7D	1125501	1138472	-	1131986	Chr7D	1350081	1363060	-	1356570	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G001300	Chr7D	1185845	1187461	-	1186653	Chr7D	1409653	1411269	-	1410461	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G001400	Chr7D	1257398	1258902	-	1258150	Chr7D	1480247	1481751	-	1480999	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G001500	Chr7D	1259904	1265300	-	1262602	Chr7D	1482753	1487776	-	1485264	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G001600	Chr7D	1307798	1322611	+	1315204	Chr7D	1530290	1544723	+	1537506	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G001700	Chr7D	1325206	1326414	+	1325810	Chr7D	1547318	1548526	+	1547922	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G001800	Chr7D	1357522	1362976	+	1360249	Chr7D	1579457	1584909	+	1582183	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G001900	Chr7D	1414178	1419505	-	1416841	Chr7D	1635308	1640635	-	1637971	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G002000	Chr7D	1464750	1466388	+	1465569	Chr7D	1781687	1783325	+	1782506	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G002100	Chr7D	1519335	1520528	-	1519931	Chr7D	1836279	1837472	-	1836875	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G002200	Chr7D	1526751	1528100	-	1527425	Chr7D	1843695	1845044	-	1844369	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G002300	Chr7D	1534747	1535478	-	1535112	Chr7D	1851691	1852422	-	1852056	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G002400	Chr7D	1545803	1551340	-	1548571	Chr7D	1862510	1868047	-	1865278	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G002500	Chr7D	1570744	1572074	+	1571409	Chr7D	1887460	1888790	+	1888125	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G002600	Chr7D	1704704	1711943	+	1708323	Chr7D	2025585	2032814	+	2029199	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G002700	Chr7D	1751649	1754214	-	1752931	Chr7D	2072520	2075085	-	2073802	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G002900	Chr7D	1936973	1942310	+	1939641	Chr7D	2432974	2438311	+	2435642	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G003000	Chr7D	1959040	1964911	+	1961975	Chr7D	2454752	2460623	+	2457687	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G003100	Chr7D	1965031	1970237	-	1967634	Chr7D	2460743	2465949	-	2463346	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G003200	Chr7D	1973142	1981328	+	1977235	Chr7D	2468854	2477040	+	2472947	1.0	0.999	rearrangement:Chr7D_block1
gene:TraesCS7D02G003300	Chr7D	1986645	1992835	-	1989740	Chr7D	2482357	2488488	-	2485422	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G003400	Chr7D	1998582	1999994	-	1999288	Chr7D	2494048	2495460	-	2494754	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G003500	Chr7D	2036060	2038960	-	2037510	Chr7D	2531258	2534158	-	2532708	1.0	0.999	rearrangement:Chr7D_block1
gene:TraesCS7D02G003600	Chr7D	2047752	2049425	-	2048588	Chr7D	2542702	2544375	-	2543538	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G003700	Chr7D	2052222	2053394	+	2052808	Chr7D	2547172	2548344	+	2547758	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G003800	Chr7D	2087628	2098687	-	2093157	Chr7D	2582407	2593225	-	2587816	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G003900	Chr7D	2142514	2143936	+	2143225	Chr7D	2636116	2637538	+	2636827	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G004000	Chr7D	2235620	2241146	-	2238383	Chr7D	2725387	2730913	-	2728150	1.0	0.999	rearrangement:Chr7D_block1
gene:TraesCS7D02G004100	Chr7D	2242085	2245380	-	2243732	Chr7D	2731852	2735147	-	2733499	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G004200	Chr7D	2248702	2249668	+	2249185	Chr7D	2738396	2739362	+	2738879	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G004300	Chr7D	2250254	2254442	-	2252348	Chr7D	2739948	2744136	-	2742042	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G004400	Chr7D	2325194	2330620	+	2327907	Chr7D	2813727	2819153	+	2816440	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G004500	Chr7D	2343513	2353612	+	2348562	Chr7D	2832046	2842145	+	2837095	1.0	0.999	rearrangement:Chr7D_block1
gene:TraesCS7D02G004600	Chr7D	2353898	2359909	-	2356903	Chr7D	2842431	2848466	-	2845448	1.0	0.989	rearrangement:Chr7D_block1
gene:TraesCS7D02G004700	Chr7D	2408139	2411770	+	2409954	Chr7D	2896028	2899681	+	2897854	1.0	0.993	rearrangement:Chr7D_block1
gene:TraesCS7D02G004800	Chr7D	2427251	2431409	+	2429330	Chr7D	2915119	2919277	+	2917198	1.0	0.999	rearrangement:Chr7D_block1
gene:TraesCS7D02G004900	Chr7D	2440200	2443573	-	2441886	Chr7D	2927942	2931315	-	2929628	1.0	0.999	rearrangement:Chr7D_block1
gene:TraesCS7D02G005000	Chr7D	2492240	2496883	-	2494561	Chr7D	3008140	3012783	-	3010461	1.0	1.0	rearrangement:Chr7D_block1
gene:TraesCS7D02G005100	Chr7D	2500048	2500695	-	2500371	Chr7D	3015948	3016595	-	3016271	1.0	0.981	rearrangement:Chr7D_block1
