cs_chr	cs_start	cs_end	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	n_anchors	mean_identity
Chr1B	155405670	155749673	Chr1B	158705070	159035701	7	0.9987142857142857
Chr1B	199573205	207269331	Chr1B	206461344	214054210	15	0.9974000000000001
Chr1B	1252296	76138867	Chr1B	1569742	88574813	677	0.9909261447562776
Chr1B	80709308	85441230	Chr1B	94006100	98727891	18	0.9998333333333334
Chr1B	87732453	123973559	Chr1B	101019737	136861024	200	0.9938999999999999
Chr1B	129176801	154167695	Chr1B	136985502	165066153	140	0.9923357142857142
Chr1B	157900580	189220165	Chr1B	165766896	196283555	126	0.9979285714285713
Chr1B	194357720	196146259	Chr1B	203731251	205432831	11	0.9983636363636363
Chr1B	209132337	218433567	Chr1B	221300572	229926821	18	0.9976111111111111
Chr1B	220753045	223795187	Chr1B	232715797	235750505	6	0.9984999999999999
Chr1B	225799645	231641237	Chr1B	237734145	243725045	9	0.9981111111111112
Chr1B	234252905	243089038	Chr1B	246339981	258712165	14	0.9976428571428572
Chr1B	245942911	272879695	Chr1B	265532449	293416570	73	0.9981643835616438
Chr1B	275458588	280182699	Chr1B	295824255	300497749	19	0.9943157894736842
Chr1B	282430051	289694136	Chr1B	302922515	310368871	30	0.9911999999999999
Chr1B	292349050	292418271	Chr1B	312985399	312994524	3	0.9923333333333333
Chr1B	294946215	317917199	Chr1B	315430664	344119511	85	0.9875294117647059
Chr1B	322108938	346402902	Chr1B	344812786	375932299	150	0.9937866666666666
Chr1B	348488829	680163685	Chr1B	377921428	710569452	2534	0.9940402525651145
Chr1B	683265033	688999168	Chr1B	713884963	720984418	51	0.9951568627450981
Chr1B	680782336	681690643	Chr1B	730537344	731403084	11	0.9922727272727272
Chr1B	687401892	689851652	Chr1B	711741615	713818336	14	0.9852142857142857
