gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity	segment
gene:TraesCS7B02G000100	Chr7B	32906	36770	-	34838	Chr7B	35948	39812	-	37880	1.0	1.0	collinear
gene:TraesCS7B02G000200	Chr7B	43388	51239	-	47313	Chr7B	46327	54178	-	50252	1.0	0.999	collinear
gene:TraesCS7B02G000300	Chr7B	113161	115194	+	114177	Chr7B	115845	117878	+	116861	1.0	0.999	collinear
gene:TraesCS7B02G000400	Chr7B	115309	119981	-	117645	Chr7B	117993	122665	-	120329	1.0	1.0	collinear
gene:TraesCS7B02G000500	Chr7B	120989	122254	+	121621	Chr7B	123675	124940	+	124307	1.0	1.0	collinear
gene:TraesCS7B02G000600	Chr7B	222384	224848	+	223616	Chr7B	223615	225773	+	224694	1.0	1.0	collinear
gene:TraesCS7B02G000700	Chr7B	229098	230197	+	229647	Chr7B	230022	231121	+	230571	1.0	1.0	collinear
gene:TraesCS7B02G000800	Chr7B	230612	231250	+	230931	Chr7B	231536	232174	+	231855	1.0	1.0	collinear
gene:TraesCS7B02G000900	Chr7B	257266	259314	+	258290	Chr7B	257926	259824	+	258875	0.925	0.914	collinear
gene:TraesCS7B02G001000	Chr7B	261171	262954	+	262062	Chr7B	261679	263462	+	262570	1.0	1.0	collinear
gene:TraesCS7B02G001100	Chr7B	263907	265477	+	264692	Chr7B	264415	265985	+	265200	1.0	1.0	collinear
gene:TraesCS7B02G001200	Chr7B	267438	269851	-	268644	Chr7B	267968	270381	-	269174	1.0	1.0	collinear
gene:TraesCS7B02G001300	Chr7B	287169	292385	+	289777	Chr7B	287626	292842	+	290234	1.0	1.0	collinear
gene:TraesCS7B02G001400	Chr7B	421705	425790	+	423747	Chr7B	421571	425656	+	423613	1.0	1.0	collinear
