gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity	segment
gene:TraesCS1B02G001000	Chr1B	1248713	1255880	+	1252296	Chr1B	1566067	1573417	+	1569742	0.97	0.937	collinear
gene:TraesCS1B02G001100	Chr1B	1258800	1260681	+	1259740	Chr1B	1576281	1578152	+	1577216	1.0	0.991	collinear
gene:TraesCS1B02G001200	Chr1B	1265734	1266622	-	1266178	Chr1B	1684336	1685224	-	1684780	1.0	0.962	collinear
gene:TraesCS1B02G001500	Chr1B	1416127	1418511	+	1417319	Chr1B	1687592	1689975	+	1688783	1.0	0.999	collinear
gene:TraesCS1B02G001600	Chr1B	1419308	1422174	-	1420741	Chr1B	1690772	1693644	-	1692208	1.0	0.992	collinear
gene:TraesCS1B02G001700	Chr1B	1423557	1426829	-	1425193	Chr1B	1709470	1712607	-	1711038	0.997	0.98	collinear
gene:TraesCS1B02G001800	Chr1B	1430072	1436355	-	1433213	Chr1B	1715989	1722246	-	1719117	0.996	0.994	collinear
gene:TraesCS1B02G001900	Chr1B	1469939	1473067	+	1471503	Chr1B	1755840	1758966	+	1757403	1.0	0.999	collinear
gene:TraesCS1B02G002000	Chr1B	1522754	1534577	-	1528665	Chr1B	1807850	1819673	-	1813761	1.0	1.0	collinear
gene:TraesCS1B02G002100	Chr1B	1684683	1688614	-	1686648	Chr1B	1969844	1973775	-	1971809	1.0	1.0	collinear
gene:TraesCS1B02G002200	Chr1B	1705868	1714879	-	1710373	Chr1B	1991027	2000039	-	1995533	1.0	1.0	collinear
gene:TraesCS1B02G002300	Chr1B	1728306	1733204	-	1730755	Chr1B	2013466	2018363	-	2015914	1.0	0.996	collinear
gene:TraesCS1B02G002400	Chr1B	1778773	1784048	+	1781410	Chr1B	2063303	2068402	+	2065852	1.0	1.0	collinear
gene:TraesCS1B02G002500	Chr1B	1807963	1812046	-	1810004	Chr1B	2092003	2096085	-	2094044	1.0	1.0	collinear
gene:TraesCS1B02G002600	Chr1B	1818420	1819343	-	1818881	Chr1B	2102459	2103382	-	2102920	1.0	1.0	collinear
gene:TraesCS1B02G002700	Chr1B	1826151	1829429	-	1827790	Chr1B	2110190	2113468	-	2111829	1.0	1.0	collinear
gene:TraesCS1B02G002800	Chr1B	1843611	1848953	-	1846282	Chr1B	2127651	2132993	-	2130322	1.0	1.0	collinear
gene:TraesCS1B02G002900	Chr1B	1939037	1943192	-	1941114	Chr1B	2221467	2225622	-	2223544	1.0	1.0	collinear
gene:TraesCS1B02G003000	Chr1B	1971081	1973073	+	1972077	Chr1B	2252799	2254791	+	2253795	1.0	1.0	collinear
gene:TraesCS1B02G003100	Chr1B	2003631	2007346	-	2005488	Chr1B	2309445	2313160	-	2311302	1.0	1.0	collinear
gene:TraesCS1B02G003200	Chr1B	2052844	2065416	-	2059130	Chr1B	2358538	2371110	-	2364824	1.0	1.0	collinear
gene:TraesCS1B02G003300	Chr1B	2075617	2087874	-	2081745	Chr1B	2381311	2393568	-	2387439	1.0	0.999	collinear
gene:TraesCS1B02G003400	Chr1B	2099726	2110805	-	2105265	Chr1B	2405207	2416287	-	2410747	1.0	1.0	collinear
gene:TraesCS1B02G003500	Chr1B	2117595	2118464	-	2118029	Chr1B	2423076	2423945	-	2423510	1.0	1.0	collinear
gene:TraesCS1B02G003600	Chr1B	2120478	2136645	-	2128561	Chr1B	2425959	2441680	-	2433819	1.0	1.0	collinear
gene:TraesCS1B02G003700	Chr1B	2228115	2232041	+	2230078	Chr1B	2532483	2536409	+	2534446	1.0	0.999	collinear
gene:TraesCS1B02G003800	Chr1B	2233991	2234843	-	2234417	Chr1B	2539572	2540424	-	2539998	1.0	1.0	collinear
gene:TraesCS1B02G003900	Chr1B	2273655	2274698	+	2274176	Chr1B	2578952	2579995	+	2579473	1.0	1.0	collinear
gene:TraesCS1B02G004000	Chr1B	2301538	2308114	-	2304826	Chr1B	2606836	2613412	-	2610124	1.0	0.999	collinear
gene:TraesCS1B02G004100	Chr1B	2354630	2357674	-	2356152	Chr1B	3028852	3031895	-	3030373	1.0	0.999	collinear
gene:TraesCS1B02G004200	Chr1B	2537501	2540050	-	2538775	Chr1B	3204356	3206905	-	3205630	1.0	1.0	collinear
gene:TraesCS1B02G004300	Chr1B	2555943	2557543	-	2556743	Chr1B	3222798	3224398	-	3223598	1.0	0.998	collinear
gene:TraesCS1B02G004400	Chr1B	2612417	2615177	-	2613797	Chr1B	3249786	3252546	-	3251166	1.0	0.997	collinear
gene:TraesCS1B02G004500	Chr1B	2617568	2618837	+	2618202	Chr1B	3254849	3256118	+	3255483	1.0	0.998	collinear
gene:TraesCS1B02G004600	Chr1B	2752457	2756795	-	2754626	Chr1B	3389849	3394190	-	3392019	1.0	0.999	collinear
gene:TraesCS1B02G004700	Chr1B	2917526	2920077	+	2918801	Chr1B	3592162	3594713	+	3593437	1.0	0.999	collinear
gene:TraesCS1B02G004800	Chr1B	3046414	3048699	+	3047556	Chr1B	3716265	3718313	+	3717289	1.0	0.992	collinear
gene:TraesCS1B02G004900	Chr1B	3144069	3147343	+	3145706	Chr1B	5619165	5622482	+	5620823	1.0	0.982	collinear
gene:TraesCS1B02G005000	Chr1B	3170728	3171351	-	3171039	Chr1B	5659434	5660057	-	5659745	1.0	0.99	collinear
gene:TraesCS1B02G005100	Chr1B	3171426	3176156	-	3173791	Chr1B	5660132	5664862	-	5662497	1.0	0.995	collinear
gene:TraesCS1B02G005500	Chr1B	3574035	3575832	-	3574933	Chr1B	9630072	9631795	-	9630933	1.0	0.981	collinear
gene:TraesCS1B02G006100	Chr1B	3894103	3896004	+	3895053	Chr1B	10111794	10113695	+	10112744	1.0	0.982	collinear
gene:TraesCS1B02G006200	Chr1B	3907235	3909968	+	3908601	Chr1B	10092326	10094908	+	10093617	0.998	0.931	collinear
gene:TraesCS1B02G007800	Chr1B	4320651	4326770	-	4323710	Chr1B	10438639	10444758	-	10441698	1.0	1.0	collinear
gene:TraesCS1B02G007900	Chr1B	4340022	4343180	+	4341601	Chr1B	10458721	10461884	+	10460302	1.0	0.995	collinear
gene:TraesCS1B02G008000	Chr1B	4345220	4352718	-	4348969	Chr1B	10464163	10471515	-	10467839	0.996	0.994	collinear
gene:TraesCS1B02G009300	Chr1B	4595787	4597245	-	4596516	Chr1B	10182072	10183535	+	10182803	1.0	0.956	collinear
gene:TraesCS1B02G009600	Chr1B	4785129	4791410	-	4788269	Chr1B	10659615	10677657	-	10668636	1.0	0.992	collinear
gene:TraesCS1B02G010400	Chr1B	4965664	4966572	+	4966118	Chr1B	10738730	10739638	+	10739184	1.0	0.995	collinear
gene:TraesCS1B02G010500	Chr1B	4991748	4992641	-	4992194	Chr1B	10780611	10781504	+	10781057	1.0	0.977	collinear
gene:TraesCS1B02G010600	Chr1B	5003864	5004817	-	5004340	Chr1B	10767152	10768105	+	10767628	1.0	0.98	collinear
gene:TraesCS1B02G010700	Chr1B	5056936	5058000	+	5057468	Chr1B	10907180	10908253	+	10907716	0.985	0.923	collinear
gene:TraesCS1B02G010900	Chr1B	5137077	5138111	+	5137594	Chr1B	10938747	10939745	+	10939246	0.965	0.956	collinear
gene:TraesCS1B02G011000	Chr1B	5142047	5142922	+	5142484	Chr1B	10943664	10944539	+	10944101	1.0	0.997	collinear
gene:TraesCS1B02G011100	Chr1B	5157094	5160358	+	5158726	Chr1B	10949547	10952811	+	10951179	1.0	0.999	collinear
gene:TraesCS1B02G011200	Chr1B	5159471	5159817	-	5159644	Chr1B	10951924	10952270	-	10952097	1.0	1.0	collinear
gene:TraesCS1B02G011300	Chr1B	5175575	5176186	+	5175880	Chr1B	10968028	10968639	+	10968333	1.0	0.998	collinear
gene:TraesCS1B02G011400	Chr1B	5177355	5177573	+	5177464	Chr1B	10969806	10970024	+	10969915	1.0	0.995	collinear
gene:TraesCS1B02G011471	Chr1B	5381333	5381602	-	5381467	Chr1B	11138013	11138282	-	11138147	1.0	1.0	collinear
gene:TraesCS1B02G011500	Chr1B	5509787	5510370	+	5510078	Chr1B	11314199	11314782	+	11314490	1.0	0.998	collinear
gene:TraesCS1B02G012000	Chr1B	5851440	5857886	+	5854663	Chr1B	12253855	12260469	+	12257162	1.0	0.962	collinear
gene:TraesCS1B02G013100	Chr1B	6311226	6312457	-	6311841	Chr1B	12587091	12588322	-	12587706	1.0	1.0	collinear
gene:TraesCS1B02G013200	Chr1B	6327243	6327756	+	6327499	Chr1B	12602705	12603218	+	12602961	1.0	1.0	collinear
gene:TraesCS1B02G013300	Chr1B	6340632	6342219	+	6341425	Chr1B	12615978	12617565	+	12616771	1.0	0.999	collinear
gene:TraesCS1B02G013500	Chr1B	6436426	6437481	-	6436953	Chr1B	12710658	12711713	-	12711185	1.0	1.0	collinear
gene:TraesCS1B02G013600	Chr1B	6443685	6444927	-	6444306	Chr1B	12717917	12719159	-	12718538	1.0	1.0	collinear
gene:TraesCS1B02G013700	Chr1B	6456473	6456724	+	6456598	Chr1B	12730207	12730458	+	12730332	1.0	1.0	collinear
gene:TraesCS1B02G013800	Chr1B	6462742	6463043	+	6462892	Chr1B	12736476	12736777	+	12736626	1.0	1.0	collinear
gene:TraesCS1B02G013900	Chr1B	6473815	6477799	+	6475807	Chr1B	12747418	12751402	+	12749410	1.0	1.0	collinear
gene:TraesCS1B02G014000	Chr1B	6479152	6482613	+	6480882	Chr1B	12752498	12755959	+	12754228	1.0	1.0	collinear
gene:TraesCS1B02G014100	Chr1B	6485068	6487122	-	6486095	Chr1B	12758414	12760468	-	12759441	1.0	1.0	collinear
gene:TraesCS1B02G014200	Chr1B	6691726	6693268	-	6692497	Chr1B	13023752	13025294	-	13024523	1.0	0.983	collinear
gene:TraesCS1B02G014300	Chr1B	6745825	6747256	-	6746540	Chr1B	13072254	13073685	-	13072969	1.0	0.979	collinear
gene:TraesCS1B02G014400	Chr1B	7032756	7039544	-	7036150	Chr1B	13360334	13367122	-	13363728	1.0	1.0	collinear
gene:TraesCS1B02G014500	Chr1B	7040245	7047567	+	7043906	Chr1B	13367596	13374537	+	13371066	1.0	0.999	collinear
gene:TraesCS1B02G014600	Chr1B	7128584	7130175	-	7129379	Chr1B	13455479	13457070	-	13456274	1.0	0.999	collinear
gene:TraesCS1B02G014700	Chr1B	7143675	7144968	+	7144321	Chr1B	13470572	13471865	+	13471218	1.0	1.0	collinear
gene:TraesCS1B02G014800	Chr1B	7252011	7257065	-	7254538	Chr1B	13577587	13582641	-	13580114	1.0	0.995	collinear
gene:TraesCS1B02G014900	Chr1B	7290064	7291428	+	7290746	Chr1B	13892376	13893740	-	13893058	1.0	0.999	collinear
gene:TraesCS1B02G015000	Chr1B	7293786	7294443	+	7294114	Chr1B	13889361	13890018	-	13889689	1.0	1.0	collinear
gene:TraesCS1B02G015100	Chr1B	7304930	7305391	+	7305160	Chr1B	13878542	13879003	-	13878772	1.0	1.0	collinear
gene:TraesCS1B02G015200	Chr1B	7319415	7323328	-	7321371	Chr1B	13860558	13864471	+	13862514	1.0	0.999	collinear
gene:TraesCS1B02G015300	Chr1B	7337194	7338438	+	7337816	Chr1B	13845963	13847207	-	13846585	1.0	0.998	collinear
gene:TraesCS1B02G015400	Chr1B	7457067	7457459	-	7457263	Chr1B	13727028	13727420	+	13727224	1.0	1.0	collinear
gene:TraesCS1B02G015500	Chr1B	7543681	7544112	-	7543896	Chr1B	13944983	13945414	-	13945198	1.0	1.0	collinear
gene:TraesCS1B02G015600	Chr1B	7547943	7548374	-	7548158	Chr1B	13949245	13949676	-	13949460	1.0	1.0	collinear
gene:TraesCS1B02G015700	Chr1B	7552212	7552643	-	7552427	Chr1B	13953513	13953944	-	13953728	1.0	1.0	collinear
gene:TraesCS1B02G015800	Chr1B	7555898	7556662	-	7556280	Chr1B	13957199	13957963	-	13957581	1.0	1.0	collinear
gene:TraesCS1B02G015900	Chr1B	7609485	7612445	-	7610965	Chr1B	14009503	14012463	-	14010983	1.0	1.0	collinear
gene:TraesCS1B02G016000	Chr1B	7632619	7638865	-	7635742	Chr1B	14033781	14040027	-	14036904	1.0	1.0	collinear
gene:TraesCS1B02G016100	Chr1B	7714907	7715746	-	7715326	Chr1B	14109476	14110315	-	14109895	1.0	1.0	collinear
gene:TraesCS1B02G016200	Chr1B	7899317	7901813	-	7900565	Chr1B	14261369	14263865	-	14262617	1.0	0.999	collinear
gene:TraesCS1B02G016300	Chr1B	7926804	7928335	-	7927569	Chr1B	14294448	14295979	-	14295213	1.0	0.999	collinear
gene:TraesCS1B02G016400	Chr1B	7988894	7995986	+	7992440	Chr1B	14355495	14362587	+	14359041	1.0	0.999	collinear
gene:TraesCS1B02G016500	Chr1B	8062395	8063950	+	8063172	Chr1B	14427799	14429354	+	14428576	1.0	1.0	collinear
gene:TraesCS1B02G016600	Chr1B	8116677	8118238	+	8117457	Chr1B	14480824	14482385	+	14481604	1.0	1.0	collinear
gene:TraesCS1B02G016700	Chr1B	8144177	8149251	-	8146714	Chr1B	14507941	14512788	-	14510364	1.0	1.0	collinear
gene:TraesCS1B02G016900	Chr1B	8182655	8184884	+	8183769	Chr1B	14546908	14549137	+	14548022	1.0	0.99	collinear
gene:TraesCS1B02G017000	Chr1B	8204110	8204784	+	8204447	Chr1B	14567838	14568486	+	14568162	1.0	0.99	collinear
gene:TraesCS1B02G017100	Chr1B	8222272	8224224	+	8223248	Chr1B	14585737	14587689	+	14586713	1.0	0.996	collinear
gene:TraesCS1B02G017200	Chr1B	8249060	8255234	+	8252147	Chr1B	14635287	14641412	+	14638349	0.994	0.968	collinear
gene:TraesCS1B02G017300	Chr1B	8255692	8257056	+	8256374	Chr1B	14641876	14643233	+	14642554	0.991	0.945	collinear
gene:TraesCS1B02G017500	Chr1B	8411343	8414060	-	8412701	Chr1B	14799675	14802392	-	14801033	1.0	1.0	collinear
gene:TraesCS1B02G017600	Chr1B	8556295	8560477	+	8558386	Chr1B	14944495	14948677	+	14946586	1.0	1.0	collinear
gene:TraesCS1B02G017700	Chr1B	8658494	8659247	+	8658870	Chr1B	15027892	15028645	+	15028268	1.0	0.998	collinear
gene:TraesCS1B02G017800	Chr1B	8663173	8677747	+	8670460	Chr1B	15032571	15046338	+	15039454	0.947	0.946	collinear
gene:TraesCS1B02G017900	Chr1B	8696273	8698574	+	8697423	Chr1B	15064772	15067057	+	15065914	0.984	0.984	collinear
gene:TraesCS1B02G018000	Chr1B	8710313	8710965	-	8710639	Chr1B	15078460	15079112	-	15078786	1.0	1.0	collinear
gene:TraesCS1B02G018100	Chr1B	8715177	8715969	-	8715573	Chr1B	15083323	15084115	-	15083719	1.0	1.0	collinear
gene:TraesCS1B02G018200	Chr1B	8772543	8775516	-	8774029	Chr1B	15149714	15152687	-	15151200	1.0	0.999	collinear
gene:TraesCS1B02G018300	Chr1B	8817404	8819921	-	8818662	Chr1B	15216164	15218681	-	15217422	1.0	0.998	collinear
gene:TraesCS1B02G018500	Chr1B	8853375	8854210	-	8853792	Chr1B	15251595	15252430	-	15252012	1.0	1.0	collinear
gene:TraesCS1B02G018600	Chr1B	8864601	8867261	-	8865931	Chr1B	15281079	15283739	-	15282409	1.0	0.986	collinear
gene:TraesCS1B02G018700	Chr1B	8913933	8916204	-	8915068	Chr1B	15498946	15500931	-	15499938	1.0	0.956	collinear
gene:TraesCS1B02G018800	Chr1B	8917761	8918856	+	8918308	Chr1B	15838775	15839872	-	15839323	1.0	0.951	collinear
gene:TraesCS1B02G018900	Chr1B	8946401	8948562	+	8947481	Chr1B	15538899	15541098	+	15539998	1.0	0.977	collinear
gene:TraesCS1B02G019000	Chr1B	8990898	9007234	-	8999066	Chr1B	15583362	15599773	-	15591567	1.0	0.996	collinear
