gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity	segment
gene:TraesCS6B02G000300	Chr6B	163680	173488	-	168584	Chr6B	6483214	6493166	-	6488190	0.994	0.966	collinear
gene:TraesCS6B02G000400	Chr6B	185379	185882	+	185630	Chr6B	6506188	6506691	+	6506439	1.0	0.983	collinear
gene:TraesCS6B02G000500	Chr6B	197644	198153	+	197898	Chr6B	6516916	6517425	+	6517170	1.0	1.0	collinear
gene:TraesCS6B02G000700	Chr6B	293059	296128	-	294593	Chr6B	6643133	6646202	-	6644667	1.0	0.999	collinear
gene:TraesCS6B02G000800	Chr6B	484200	485669	+	484934	Chr6B	6810568	6812037	+	6811302	1.0	0.972	collinear
gene:TraesCS6B02G000900	Chr6B	608571	610157	-	609364	Chr6B	6928706	6930292	-	6929499	1.0	0.995	collinear
gene:TraesCS6B02G001700	Chr6B	1131389	1133229	-	1132309	Chr6B	4278675	4280515	+	4279595	1.0	0.997	collinear
gene:TraesCS6B02G001900	Chr6B	1218446	1273798	+	1246122	Chr6B	4154390	4214829	-	4184609	1.0	0.999	collinear
gene:TraesCS6B02G002000	Chr6B	1368051	1370548	+	1369299	Chr6B	4013015	4015512	-	4014263	1.0	0.999	collinear
gene:TraesCS6B02G002100	Chr6B	1375265	1436005	+	1405635	Chr6B	3947233	4008080	-	3977656	1.0	0.999	collinear
gene:TraesCS6B02G002200	Chr6B	1569738	1574401	-	1572069	Chr6B	3809762	3814391	+	3812076	0.999	0.995	collinear
gene:TraesCS6B02G002300	Chr6B	1603857	1616068	-	1609962	Chr6B	3768457	3780283	+	3774370	1.0	0.992	collinear
gene:TraesCS6B02G002600	Chr6B	2060823	2061599	-	2061211	Chr6B	2753476	2754252	+	2753864	1.0	0.992	collinear
gene:TraesCS6B02G002700	Chr6B	2072182	2075303	+	2073742	Chr6B	2739631	2742754	-	2741192	1.0	0.994	collinear
gene:TraesCS6B02G002800	Chr6B	2167279	2169113	-	2168196	Chr6B	2652802	2654643	+	2653722	1.0	0.989	collinear
gene:TraesCS6B02G003100	Chr6B	2400557	2401522	+	2401039	Chr6B	3443251	3444214	+	3443732	0.997	0.904	collinear
gene:TraesCS6B02G003700	Chr6B	2659659	2661066	-	2660362	Chr6B	3028992	3030394	+	3029693	1.0	0.915	collinear
gene:TraesCS6B02G003800	Chr6B	2717048	2719606	+	2718327	Chr6B	2966058	2968616	-	2967337	1.0	0.988	collinear
gene:TraesCS6B02G004200	Chr6B	3218232	3219187	-	3218709	Chr6B	4343340	4344295	+	4343817	1.0	0.949	collinear
gene:TraesCS6B02G004800	Chr6B	3623217	3625825	+	3624521	Chr6B	5687268	5689870	-	5688569	1.0	0.996	collinear
gene:TraesCS6B02G004900	Chr6B	3722807	3724617	+	3723712	Chr6B	5726958	5728719	-	5727838	1.0	0.916	collinear
