gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity	segment
gene:TraesCS6D02G000200	Chr6D	52444	52899	+	52671	Chr6D	325694	326149	-	325921	1.0	0.982	rearrangement:Chr6D_block1
gene:TraesCS6D02G000300	Chr6D	88938	95787	-	92362	Chr6D	309656	315574	+	312615	0.924	0.918	rearrangement:Chr6D_block1
gene:TraesCS6D02G001600	Chr6D	803603	804859	+	804231	Chr6D	285137	286413	-	285775	1.0	0.998	rearrangement:Chr6D_block1
gene:TraesCS6D02G001700	Chr6D	805537	807932	+	806734	Chr6D	282064	284459	-	283261	1.0	0.997	rearrangement:Chr6D_block1
gene:TraesCS6D02G001900	Chr6D	966786	967049	+	966917	Chr6D	117362	117625	-	117493	1.0	0.981	rearrangement:Chr6D_block1
gene:TraesCS6D02G002000	Chr6D	1068894	1071067	+	1069980	Chr6D	33496	35631	-	34563	1.0	0.993	rearrangement:Chr6D_block1
gene:TraesCS6D02G002100	Chr6D	1372775	1374424	+	1373599	Chr6D	335914	337563	+	336738	1.0	0.995	rearrangement:Chr6D_block1
gene:TraesCS6D02G002700	Chr6D	1571901	1572329	-	1572115	Chr6D	686207	686635	-	686421	1.0	0.993	rearrangement:Chr6D_block1
gene:TraesCS6D02G002800	Chr6D	1586179	1588895	+	1587537	Chr6D	703618	706333	+	704975	0.998	0.991	rearrangement:Chr6D_block1
gene:TraesCS6D02G002900	Chr6D	1627607	1628562	+	1628084	Chr6D	752450	753407	+	752928	1.0	0.988	rearrangement:Chr6D_block1
gene:TraesCS6D02G003000	Chr6D	1635743	1636654	+	1636198	Chr6D	760593	761504	+	761048	1.0	0.985	rearrangement:Chr6D_block1
gene:TraesCS6D02G003100	Chr6D	1760637	1761722	+	1761179	Chr6D	890469	891554	+	891011	1.0	0.995	rearrangement:Chr6D_block1
gene:TraesCS6D02G003200	Chr6D	1769875	1774534	-	1772204	Chr6D	902557	907228	-	904892	1.0	0.998	rearrangement:Chr6D_block1
gene:TraesCS6D02G003300	Chr6D	1779697	1784071	+	1781884	Chr6D	912413	916098	+	914255	0.911	0.907	rearrangement:Chr6D_block1
gene:TraesCS6D02G003400	Chr6D	1799042	1799976	-	1799509	Chr6D	931078	932012	-	931545	1.0	0.998	rearrangement:Chr6D_block1
gene:TraesCS6D02G003500	Chr6D	1902475	1903404	-	1902939	Chr6D	1094602	1095531	-	1095066	1.0	0.993	rearrangement:Chr6D_block1
gene:TraesCS6D02G003600	Chr6D	1978190	1980764	+	1979477	Chr6D	1156161	1158715	+	1157438	0.995	0.99	rearrangement:Chr6D_block1
gene:TraesCS6D02G003700	Chr6D	1996894	1997988	-	1997441	Chr6D	1194926	1196020	-	1195473	1.0	0.999	rearrangement:Chr6D_block1
gene:TraesCS6D02G003800	Chr6D	2029651	2037184	+	2033417	Chr6D	1226857	1234076	+	1230466	1.0	0.999	rearrangement:Chr6D_block1
gene:TraesCS6D02G003900	Chr6D	2047133	2051430	-	2049281	Chr6D	1244023	1248318	-	1246170	1.0	0.997	rearrangement:Chr6D_block1
gene:TraesCS6D02G004100	Chr6D	2080210	2081880	+	2081045	Chr6D	1299635	1301305	+	1300470	1.0	0.997	rearrangement:Chr6D_block1
gene:TraesCS6D02G004200	Chr6D	2097244	2103560	+	2100402	Chr6D	1316018	1322331	+	1319174	1.0	0.999	rearrangement:Chr6D_block1
gene:TraesCS6D02G004300	Chr6D	2106676	2108293	-	2107484	Chr6D	1325447	1327063	-	1326255	0.999	0.996	rearrangement:Chr6D_block1
gene:TraesCS6D02G004400	Chr6D	2134352	2137355	+	2135853	Chr6D	1353130	1356134	+	1354632	1.0	0.994	rearrangement:Chr6D_block1
gene:TraesCS6D02G004600	Chr6D	2169654	2171773	+	2170713	Chr6D	1387873	1389992	+	1388932	1.0	0.998	rearrangement:Chr6D_block1
