gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS5D02G005700	Chr5D	5098667	5103878	-	5101272	Chr5D	408489	413700	-	411094	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G005800	Chr5D	5116756	5119168	-	5117962	Chr5D	426512	428924	-	427718	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G005900	Chr5D	5153833	5164389	-	5159111	Chr5D	462863	473339	-	468101	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006000	Chr5D	5170287	5174463	-	5172375	Chr5D	479237	483413	-	481325	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006100	Chr5D	5219358	5222946	-	5221152	Chr5D	516211	519799	-	518005	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006200	Chr5D	5273740	5276900	-	5275320	Chr5D	569590	572750	-	571170	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006300	Chr5D	5355307	5358772	+	5357039	Chr5D	650698	654163	+	652430	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006400	Chr5D	5367331	5369010	+	5368170	Chr5D	662429	664108	+	663268	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006500	Chr5D	5423121	5425692	+	5424406	Chr5D	717759	720330	+	719044	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D02G006600	Chr5D	5557189	5565296	+	5561242	Chr5D	850666	858773	+	854719	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006700	Chr5D	5586931	5598362	-	5592646	Chr5D	877246	888685	-	882965	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006800	Chr5D	5630638	5632381	-	5631509	Chr5D	920334	922077	-	921205	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006900	Chr5D	5792275	5795547	+	5793911	Chr5D	1080201	1083473	+	1081837	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G007000	Chr5D	5795798	5811501	-	5803649	Chr5D	1083724	1099427	-	1091575	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D02G007100	Chr5D	5816382	5825369	-	5820875	Chr5D	1104322	1113032	-	1108677	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G007200	Chr5D	6005545	6009431	+	6007488	Chr5D	1292743	1296629	+	1294686	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G007300	Chr5D	6086019	6087311	-	6086665	Chr5D	1372269	1373561	-	1372915	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G007400	Chr5D	6098712	6103466	-	6101089	Chr5D	1384461	1389215	-	1386838	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D02G007500	Chr5D	6117352	6123906	+	6120629	Chr5D	1402829	1409383	+	1406106	1.0	1.0	rearrangement:Chr5D_block1
