gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS3A02G000200	Chr3A	41683	44884	-	43283	Chr3A	1697614	1700813	+	1699213	1.0	0.989	collinear
gene:TraesCS3A02G000500	Chr3A	129964	132254	-	131109	Chr3A	1608534	1610503	+	1609518	1.0	0.984	collinear
gene:TraesCS3A02G000700	Chr3A	204727	208013	-	206370	Chr3A	1533342	1536628	+	1534985	1.0	0.996	collinear
gene:TraesCS3A02G000800	Chr3A	397801	400871	-	399336	Chr3A	1451263	1454335	+	1452799	1.0	0.991	collinear
gene:TraesCS3A02G000900	Chr3A	409621	416203	-	412912	Chr3A	1331366	1337360	+	1334363	0.954	0.905	collinear
gene:TraesCS3A02G001000	Chr3A	425011	425988	-	425499	Chr3A	1321628	1322608	+	1322118	1.0	0.987	collinear
gene:TraesCS3A02G001100	Chr3A	430147	432865	+	431506	Chr3A	1282037	1284786	-	1283411	1.0	0.958	collinear
gene:TraesCS3A02G001500	Chr3A	1028128	1031945	+	1030036	Chr3A	1144153	1147913	-	1146033	0.964	0.917	collinear
gene:TraesCS3A02G001600	Chr3A	1055242	1059496	-	1057369	Chr3A	1107809	1111542	+	1109675	0.999	0.975	collinear
gene:TraesCS3A02G001700	Chr3A	1304381	1309289	+	1306835	Chr3A	432692	437675	-	435183	0.998	0.941	collinear
gene:TraesCS3A02G001800	Chr3A	1313066	1315898	-	1314482	Chr3A	424061	426895	+	425478	0.979	0.954	collinear
gene:TraesCS3A02G001900	Chr3A	1325708	1326744	-	1326226	Chr3A	379090	380123	+	379606	0.997	0.994	collinear
gene:TraesCS3A02G002100	Chr3A	1380918	1383491	+	1382204	Chr3A	371523	374081	-	372802	0.994	0.983	collinear
gene:TraesCS3A02G002200	Chr3A	1389037	1389428	-	1389232	Chr3A	365348	365738	+	365543	1.0	0.996	collinear
gene:TraesCS3A02G002300	Chr3A	1392585	1394247	-	1393416	Chr3A	360453	362126	+	361289	0.999	0.977	collinear
gene:TraesCS3A02G002400	Chr3A	1514278	1514782	+	1514530	Chr3A	2300256	2300762	+	2300509	0.998	0.97	collinear
gene:TraesCS3A02G002500	Chr3A	1519343	1519759	+	1519551	Chr3A	2306200	2306616	+	2306408	1.0	0.995	collinear
gene:TraesCS3A02G002700	Chr3A	1593227	1593658	+	1593442	Chr3A	2208909	2209332	+	2209120	0.981	0.962	collinear
gene:TraesCS3A02G003200	Chr3A	1780395	1782252	+	1781323	Chr3A	2523227	2525084	+	2524155	1.0	0.979	collinear
gene:TraesCS3A02G003300	Chr3A	1789588	1790065	+	1789826	Chr3A	2542329	2542806	+	2542567	1.0	0.989	collinear
gene:TraesCS3A02G003500	Chr3A	1885671	1886377	+	1886024	Chr3A	2559451	2560157	+	2559804	1.0	0.981	collinear
gene:TraesCS3A02G003600	Chr3A	1896509	1898746	-	1897627	Chr3A	2575385	2577640	-	2576512	0.997	0.938	collinear
gene:TraesCS3A02G003800	Chr3A	1919555	1923009	+	1921282	Chr3A	2590395	2593834	+	2592114	1.0	0.996	collinear
gene:TraesCS3A02G003900	Chr3A	1924585	1928794	-	1926689	Chr3A	2595021	2599378	-	2597199	0.986	0.913	collinear
gene:TraesCS3A02G005500	Chr3A	6891942	6899514	-	6895728	Chr3A	2701022	2705462	-	2703242	0.934	0.912	collinear
gene:TraesCS3A02G005600	Chr3A	7124999	7125736	-	7125367	Chr3A	2823597	2824322	-	2823959	0.983	0.967	collinear
gene:TraesCS3A02G005800	Chr3A	7164556	7165185	+	7164870	Chr3A	2840638	2841267	+	2840952	1.0	0.982	collinear
gene:TraesCS3A02G005900	Chr3A	7200517	7201780	-	7201148	Chr3A	2855553	2856815	-	2856184	0.999	0.996	collinear
gene:TraesCS3A02G006000	Chr3A	7214595	7215368	-	7214981	Chr3A	2878074	2878847	-	2878460	1.0	0.998	collinear
gene:TraesCS3A02G006100	Chr3A	7254324	7260233	+	7257278	Chr3A	2915963	2921875	+	2918919	1.0	0.995	collinear
gene:TraesCS3A02G006300	Chr3A	7273333	7275112	-	7274222	Chr3A	2934603	2936382	-	2935492	1.0	0.999	collinear
gene:TraesCS3A02G006400	Chr3A	7278992	7280206	-	7279599	Chr3A	2940262	2941476	-	2940869	1.0	1.0	collinear
gene:TraesCS3A02G006600	Chr3A	7294362	7297912	+	7296137	Chr3A	2955652	2959047	+	2957349	1.0	1.0	collinear
gene:TraesCS3A02G006700	Chr3A	7311253	7315041	-	7313147	Chr3A	2972144	2975928	-	2974036	0.997	0.991	collinear
gene:TraesCS3A02G006900	Chr3A	7384784	7389062	-	7386923	Chr3A	3041055	3045429	-	3043242	0.996	0.949	collinear
gene:TraesCS3A02G007000	Chr3A	7432258	7432761	-	7432509	Chr3A	3108054	3108557	-	3108305	1.0	0.998	collinear
gene:TraesCS3A02G007100	Chr3A	7436857	7439060	-	7437958	Chr3A	3140345	3142548	-	3141446	1.0	1.0	collinear
gene:TraesCS3A02G007200	Chr3A	7469796	7474094	-	7471945	Chr3A	3172546	3176844	-	3174695	1.0	1.0	collinear
gene:TraesCS3A02G007300	Chr3A	7474899	7476900	-	7475899	Chr3A	3177649	3179650	-	3178649	1.0	1.0	collinear
