gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS2A02G016000	Chr2A	7328301	7329539	+	7328920	Chr2A	7879390	7880651	+	7880020	0.981	0.976	rearrangement:Chr2A_block1
gene:TraesCS2A02G016300	Chr2A	7526283	7527408	+	7526845	Chr2A	8156849	8157965	+	8157407	0.992	0.991	rearrangement:Chr2A_block1
gene:TraesCS2A02G016400	Chr2A	7544927	7552383	-	7548655	Chr2A	8183601	8190744	-	8187172	0.976	0.971	rearrangement:Chr2A_block1
gene:TraesCS2A02G016500	Chr2A	7687208	7692711	-	7689959	Chr2A	8325365	8332563	-	8328964	0.998	0.991	rearrangement:Chr2A_block1
gene:TraesCS2A02G016600	Chr2A	7727315	7729000	+	7728157	Chr2A	8367186	8368871	+	8368028	1.0	0.995	rearrangement:Chr2A_block1
gene:TraesCS2A02G016700	Chr2A	7741495	7743214	+	7742354	Chr2A	8380686	8382405	+	8381545	1.0	0.995	rearrangement:Chr2A_block1
gene:TraesCS2A02G016800	Chr2A	7745388	7750024	+	7747706	Chr2A	8385512	8390161	+	8387836	0.992	0.987	rearrangement:Chr2A_block1
gene:TraesCS2A02G016900	Chr2A	7786502	7787953	+	7787227	Chr2A	8436623	8438064	+	8437343	0.993	0.988	rearrangement:Chr2A_block1
gene:TraesCS2A02G017300	Chr2A	8141118	8143112	-	8142115	Chr2A	8792135	8794118	+	8793126	0.983	0.979	rearrangement:Chr2A_block1
gene:TraesCS2A02G017400	Chr2A	8147731	8150606	+	8149168	Chr2A	8786201	8789014	-	8787607	0.969	0.966	rearrangement:Chr2A_block1
gene:TraesCS2A02G229500	Chr2A	260548158	260549304	+	260548731	Chr2A	258120343	258121489	-	258120916	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G229600	Chr2A	261172024	261184591	-	261178307	Chr2A	257457704	257470041	+	257463872	0.999	0.997	rearrangement:Chr2A_block2
gene:TraesCS2A02G229800	Chr2A	262039521	262040567	-	262040044	Chr2A	256586139	256587185	+	256586662	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G229900	Chr2A	262117287	262118772	-	262118029	Chr2A	256508384	256509869	+	256509126	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G230000	Chr2A	262160820	262170997	-	262165908	Chr2A	256452630	256467886	+	256460258	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G230100	Chr2A	262573269	262577316	+	262575292	Chr2A	256027637	256031684	-	256029660	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G230200	Chr2A	262577875	262581256	-	262579565	Chr2A	256023697	256027078	+	256025387	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G230400	Chr2A	265273670	265275471	-	265274570	Chr2A	254825592	254827393	+	254826492	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G230500	Chr2A	265332236	265332517	+	265332376	Chr2A	254780947	254781228	-	254781087	1.0	0.996	rearrangement:Chr2A_block2
gene:TraesCS2A02G230600	Chr2A	266906809	266907210	-	266907009	Chr2A	253044764	253045165	+	253044964	1.0	0.997	rearrangement:Chr2A_block2
gene:TraesCS2A02G230700	Chr2A	267884761	267896324	-	267890542	Chr2A	252043067	252054641	+	252048854	1.0	0.999	rearrangement:Chr2A_block2
gene:TraesCS2A02G230800	Chr2A	267981192	267982130	+	267981661	Chr2A	251949208	251950146	-	251949677	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G230900	Chr2A	268558751	268560646	-	268559698	Chr2A	251360282	251362177	+	251361229	1.0	0.997	rearrangement:Chr2A_block2
gene:TraesCS2A02G231000	Chr2A	268985970	268995536	+	268990753	Chr2A	250929972	250939678	-	250934825	1.0	0.999	rearrangement:Chr2A_block2
gene:TraesCS2A02G231100	Chr2A	269267246	269268081	-	269267663	Chr2A	250671747	250672582	+	250672164	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G231200	Chr2A	270290708	270299576	-	270295142	Chr2A	249628900	249637764	+	249633332	1.0	0.995	rearrangement:Chr2A_block2
gene:TraesCS2A02G231300	Chr2A	270464249	270470226	+	270467237	Chr2A	249449433	249455332	-	249452382	0.929	0.926	rearrangement:Chr2A_block2
gene:TraesCS2A02G231400	Chr2A	271879174	271881476	-	271880325	Chr2A	247592735	247595037	+	247593886	1.0	0.992	rearrangement:Chr2A_block2
gene:TraesCS2A02G231500	Chr2A	271893131	271909842	+	271901486	Chr2A	247565068	247581530	-	247573299	1.0	1.0	rearrangement:Chr2A_block2
gene:TraesCS2A02G231600	Chr2A	271909726	271912201	-	271910963	Chr2A	247562689	247565184	+	247563936	1.0	0.997	rearrangement:Chr2A_block2
