gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS1D02G000200	Chr1D	84681	85607	+	85144	Chr1D	2656695	2657612	-	2657153	0.99	0.988	collinear
gene:TraesCS1D02G000300	Chr1D	99355	100422	+	99888	Chr1D	2639714	2640781	-	2640247	1.0	0.992	collinear
gene:TraesCS1D02G000400	Chr1D	111463	112058	-	111760	Chr1D	2629520	2630132	+	2629826	0.996	0.944	collinear
gene:TraesCS1D02G000500	Chr1D	121980	122198	-	122089	Chr1D	2554691	2554909	+	2554800	1.0	0.995	collinear
gene:TraesCS1D02G000700	Chr1D	209608	210213	-	209910	Chr1D	2385441	2386046	+	2385743	1.0	0.998	collinear
gene:TraesCS1D02G000900	Chr1D	216924	217245	+	217084	Chr1D	2378680	2379001	-	2378840	1.0	0.995	collinear
gene:TraesCS1D02G000800	Chr1D	216466	219484	-	217975	Chr1D	2376224	2379461	+	2377842	1.0	0.992	collinear
gene:TraesCS1D02G000906	Chr1D	232648	233202	-	232925	Chr1D	2362120	2362674	+	2362397	1.0	0.998	collinear
gene:TraesCS1D02G001000	Chr1D	250463	251359	-	250911	Chr1D	2347823	2348719	+	2348271	1.0	0.994	collinear
gene:TraesCS1D02G001100	Chr1D	259657	260544	-	260100	Chr1D	2338887	2339783	+	2339335	1.0	0.988	collinear
gene:TraesCS1D02G001200	Chr1D	321910	322893	-	322401	Chr1D	2272402	2273385	+	2272893	1.0	0.994	collinear
gene:TraesCS1D02G001300	Chr1D	339837	340811	-	340324	Chr1D	2254735	2255718	+	2255226	1.0	0.987	collinear
gene:TraesCS1D02G001600	Chr1D	415385	418153	+	416769	Chr1D	2200754	2203522	-	2202138	1.0	0.998	collinear
gene:TraesCS1D02G001700	Chr1D	447129	462647	+	454888	Chr1D	2096872	2110343	-	2103607	1.0	0.993	collinear
gene:TraesCS1D02G001800	Chr1D	458727	460352	+	459539	Chr1D	2099167	2100720	-	2099943	0.953	0.953	collinear
gene:TraesCS1D02G001900	Chr1D	463242	464905	-	464073	Chr1D	2094614	2096277	+	2095445	1.0	1.0	collinear
gene:TraesCS1D02G002000	Chr1D	469277	472378	+	470827	Chr1D	2087507	2090608	-	2089057	1.0	1.0	collinear
