gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS3B02G229900	Chr3B	342494890	342503943	+	342499416	Chr3B	348929558	348938650	+	348934104	0.999	0.987	rearrangement:Chr3B_block1
gene:TraesCS3B02G230000	Chr3B	342687972	342688163	+	342688067	Chr3B	349106175	349106366	+	349106270	1.0	0.994	rearrangement:Chr3B_block1
gene:TraesCS3B02G230100	Chr3B	342861297	342894670	+	342877983	Chr3B	349259375	349292137	+	349275756	1.0	0.999	rearrangement:Chr3B_block1
gene:TraesCS3B02G230200	Chr3B	344272792	344323736	+	344298264	Chr3B	350618693	350663765	+	350641229	1.0	0.998	rearrangement:Chr3B_block1
gene:TraesCS3B02G230600	Chr3B	346608795	346627881	+	346618338	Chr3B	348318913	348337337	-	348328125	1.0	0.999	rearrangement:Chr3B_block1
gene:TraesCS3B02G230700	Chr3B	347799297	347803036	-	347801166	Chr3B	371378893	371382617	+	371380755	1.0	0.997	rearrangement:Chr3B_block2
gene:TraesCS3B02G230800	Chr3B	348104863	348109583	+	348107223	Chr3B	371090415	371095139	-	371092777	1.0	0.995	rearrangement:Chr3B_block2
gene:TraesCS3B02G230900	Chr3B	348487392	348491361	-	348489376	Chr3B	370702445	370706414	+	370704429	1.0	0.997	rearrangement:Chr3B_block2
gene:TraesCS3B02G231100	Chr3B	349269258	349305543	-	349287400	Chr3B	370318555	370354488	+	370336521	1.0	0.999	rearrangement:Chr3B_block2
gene:TraesCS3B02G231300	Chr3B	349746653	349746799	+	349746726	Chr3B	369919920	369920066	-	369919993	1.0	0.993	rearrangement:Chr3B_block2
gene:TraesCS3B02G231400	Chr3B	349934463	349949455	-	349941959	Chr3B	369717189	369731914	+	369724551	1.0	0.999	rearrangement:Chr3B_block2
gene:TraesCS3B02G231600	Chr3B	350421337	350433725	+	350427531	Chr3B	369289664	369313039	-	369301351	0.981	0.975	rearrangement:Chr3B_block2
gene:TraesCS3B02G232600	Chr3B	356209870	356213775	-	356211822	Chr3B	380353761	380357666	+	380355713	1.0	0.997	rearrangement:Chr3B_block3
gene:TraesCS3B02G232700	Chr3B	358583928	358585379	+	358584653	Chr3B	378030327	378031778	-	378031052	1.0	0.992	rearrangement:Chr3B_block3
gene:TraesCS3B02G232800	Chr3B	358677412	358683135	+	358680273	Chr3B	377932283	377938007	-	377935145	1.0	0.998	rearrangement:Chr3B_block3
gene:TraesCS3B02G233000	Chr3B	359222793	359228713	-	359225753	Chr3B	377344960	377350863	+	377347911	0.989	0.989	rearrangement:Chr3B_block3
gene:TraesCS3B02G238700	Chr3B	375173313	375174206	+	375173759	Chr3B	382780502	382781396	-	382780949	1.0	0.997	rearrangement:Chr3B_block3
gene:TraesCS3B02G238800	Chr3B	375494798	375500553	-	375497675	Chr3B	382471265	382476994	+	382474129	0.986	0.985	rearrangement:Chr3B_block3
gene:TraesCS3B02G239000	Chr3B	376631627	376635945	-	376633786	Chr3B	381355893	381360211	+	381358052	1.0	0.998	rearrangement:Chr3B_block3
gene:TraesCS3B02G235000	Chr3B	367675660	367680490	+	367678075	Chr3B	390589317	390594157	-	390591737	1.0	0.998	rearrangement:Chr3B_block4
gene:TraesCS3B02G235100	Chr3B	367835721	367844295	-	367840008	Chr3B	390431269	390439862	+	390435565	1.0	0.993	rearrangement:Chr3B_block4
gene:TraesCS3B02G235200	Chr3B	368089992	368103621	+	368096806	Chr3B	390170177	390183779	-	390176978	1.0	0.997	rearrangement:Chr3B_block4
gene:TraesCS3B02G235400	Chr3B	368115717	368116106	-	368115911	Chr3B	390158033	390158422	+	390158227	1.0	0.996	rearrangement:Chr3B_block4
gene:TraesCS3B02G235500	Chr3B	368539168	368546919	-	368543043	Chr3B	389704238	389711990	+	389708114	1.0	1.0	rearrangement:Chr3B_block4
gene:TraesCS3B02G235600	Chr3B	368591767	368616468	-	368604117	Chr3B	389636681	389659567	+	389648124	0.961	0.959	rearrangement:Chr3B_block4
gene:TraesCS3B02G235700	Chr3B	368726297	368726617	+	368726457	Chr3B	389501049	389501369	-	389501209	1.0	0.99	rearrangement:Chr3B_block4
gene:TraesCS3B02G235800	Chr3B	368727829	368728518	+	368728173	Chr3B	389499148	389499837	-	389499492	1.0	0.992	rearrangement:Chr3B_block4
gene:TraesCS3B02G235900	Chr3B	368743273	368743494	+	368743383	Chr3B	389484169	389484390	-	389484279	1.0	0.995	rearrangement:Chr3B_block4
gene:TraesCS3B02G236000	Chr3B	368846565	368846798	+	368846681	Chr3B	389392979	389393211	-	389393095	0.995	0.991	rearrangement:Chr3B_block4
gene:TraesCS3B02G236100	Chr3B	368852960	368853328	-	368853144	Chr3B	389386456	389386824	+	389386640	1.0	0.989	rearrangement:Chr3B_block4
gene:TraesCS3B02G236200	Chr3B	368866208	368866462	-	368866335	Chr3B	389373330	389373584	+	389373457	1.0	0.988	rearrangement:Chr3B_block4
