gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS6D02G055500	Chr6D	26350315	26352137	+	26351226	Chr6D	31044210	31046032	+	31045121	1.0	1.0	collinear
gene:TraesCS6D02G055600	Chr6D	26359612	26368854	-	26364233	Chr6D	31053306	31062548	-	31057927	1.0	0.999	collinear
gene:TraesCS6D02G055700	Chr6D	26516091	26517570	+	26516830	Chr6D	31208924	31210403	+	31209663	1.0	1.0	collinear
gene:TraesCS6D02G055900	Chr6D	26750495	26751757	-	26751126	Chr6D	31441149	31442411	-	31441780	1.0	1.0	collinear
gene:TraesCS6D02G056000	Chr6D	26755471	26761458	-	26758464	Chr6D	31446125	31452112	-	31449118	1.0	1.0	collinear
gene:TraesCS6D02G056100	Chr6D	26815448	26817069	-	26816258	Chr6D	31505753	31507374	-	31506563	1.0	0.999	collinear
gene:TraesCS6D02G056200	Chr6D	26859266	26860817	-	26860041	Chr6D	31549393	31550944	-	31550168	1.0	1.0	collinear
gene:TraesCS6D02G056300	Chr6D	27026824	27030521	-	27028672	Chr6D	31716014	31719711	-	31717862	1.0	1.0	collinear
gene:TraesCS6D02G056400	Chr6D	27031651	27032841	-	27032246	Chr6D	31720847	31722037	-	31721442	1.0	1.0	collinear
gene:TraesCS6D02G056500	Chr6D	27045087	27045818	+	27045452	Chr6D	31734011	31734742	+	31734376	1.0	1.0	collinear
gene:TraesCS6D02G056600	Chr6D	27056856	27059250	+	27058053	Chr6D	31745322	31747716	+	31746519	1.0	1.0	collinear
gene:TraesCS6D02G056700	Chr6D	27118854	27119513	+	27119183	Chr6D	31806764	31807423	+	31807093	1.0	1.0	collinear
gene:TraesCS6D02G056800	Chr6D	27122327	27122824	+	27122575	Chr6D	31810237	31810734	+	31810485	1.0	1.0	collinear
gene:TraesCS6D02G056900	Chr6D	27123100	27126984	-	27125042	Chr6D	31811010	31814894	-	31812952	1.0	1.0	collinear
gene:TraesCS6D02G057000	Chr6D	27146962	27147645	+	27147303	Chr6D	31834486	31835169	+	31834827	1.0	1.0	collinear
gene:TraesCS6D02G057100	Chr6D	27201950	27202414	+	27202182	Chr6D	31890215	31890679	+	31890447	1.0	1.0	collinear
gene:TraesCS6D02G057200	Chr6D	27305553	27306028	+	27305790	Chr6D	31993339	31993814	+	31993576	1.0	1.0	collinear
gene:TraesCS6D02G057300	Chr6D	27311928	27314060	-	27312994	Chr6D	31999713	32001845	-	32000779	1.0	1.0	collinear
gene:TraesCS6D02G057400	Chr6D	27323929	27324628	+	27324278	Chr6D	32011364	32012063	+	32011713	1.0	1.0	collinear
gene:TraesCS6D02G057500	Chr6D	27324856	27329169	-	27327012	Chr6D	32012291	32016604	-	32014447	1.0	1.0	collinear
gene:TraesCS6D02G057700	Chr6D	27421302	27423375	-	27422338	Chr6D	32106078	32108151	-	32107114	1.0	1.0	collinear
gene:TraesCS6D02G057800	Chr6D	27452143	27453660	+	27452901	Chr6D	32482754	32484271	+	32483512	1.0	0.996	collinear
gene:TraesCS6D02G057900	Chr6D	27493153	27499715	+	27496434	Chr6D	32738218	32744780	+	32741499	1.0	1.0	collinear
gene:TraesCS6D02G058000	Chr6D	27503270	27507071	-	27505170	Chr6D	32747981	32751782	-	32749881	1.0	1.0	collinear
gene:TraesCS6D02G058100	Chr6D	27509937	27513124	-	27511530	Chr6D	32754646	32757833	-	32756239	1.0	1.0	collinear
gene:TraesCS6D02G058200	Chr6D	27520417	27527535	-	27523976	Chr6D	32765126	32772244	-	32768685	1.0	1.0	collinear
gene:TraesCS6D02G058300	Chr6D	27532845	27534093	-	27533469	Chr6D	32777554	32778802	-	32778178	1.0	1.0	collinear
gene:TraesCS6D02G058400	Chr6D	27534172	27534883	-	27534527	Chr6D	32778881	32779592	-	32779236	1.0	1.0	collinear
gene:TraesCS6D02G058500	Chr6D	27537396	27538708	-	27538052	Chr6D	32782105	32783417	-	32782761	1.0	1.0	collinear
gene:TraesCS6D02G058600	Chr6D	27549292	27553823	-	27551557	Chr6D	32793676	32797977	-	32795826	1.0	1.0	collinear
gene:TraesCS6D02G058700	Chr6D	27672861	27676403	-	27674632	Chr6D	32916818	32920331	-	32918574	0.977	0.977	collinear
gene:TraesCS6D02G058800	Chr6D	27679682	27683795	-	27681738	Chr6D	32923440	32927553	-	32925496	1.0	1.0	collinear
gene:TraesCS6D02G058900	Chr6D	27685567	27690808	+	27688187	Chr6D	32929325	32934566	+	32931945	1.0	0.998	collinear
gene:TraesCS6D02G059000	Chr6D	27707533	27708480	-	27708006	Chr6D	32951292	32952239	-	32951765	1.0	1.0	collinear
gene:TraesCS6D02G059100	Chr6D	27729938	27732271	+	27731104	Chr6D	32973697	32976029	+	32974863	1.0	1.0	collinear
gene:TraesCS6D02G059200	Chr6D	27733362	27739600	-	27736481	Chr6D	32977120	32983358	-	32980239	1.0	1.0	collinear
gene:TraesCS6D02G059300	Chr6D	27819143	27820652	-	27819897	Chr6D	33061437	33062946	-	33062191	1.0	1.0	collinear
gene:TraesCS6D02G059400	Chr6D	27840233	27843311	+	27841772	Chr6D	33082353	33085431	+	33083892	1.0	1.0	collinear
gene:TraesCS6D02G059500	Chr6D	27845300	27849187	+	27847243	Chr6D	33087269	33091156	+	33089212	1.0	1.0	collinear
gene:TraesCS6D02G059600	Chr6D	27860028	27863924	+	27861976	Chr6D	33101804	33105700	+	33103752	1.0	1.0	collinear
gene:TraesCS6D02G059700	Chr6D	28028173	28028481	-	28028327	Chr6D	33266734	33267042	-	33266888	1.0	1.0	collinear
gene:TraesCS6D02G059800	Chr6D	28029509	28029721	-	28029615	Chr6D	33268070	33268282	-	33268176	1.0	1.0	collinear
gene:TraesCS6D02G059900	Chr6D	28034312	28034668	-	28034490	Chr6D	33272872	33273228	-	33273050	1.0	1.0	collinear
gene:TraesCS6D02G060000	Chr6D	28154006	28155199	+	28154602	Chr6D	33390963	33392156	+	33391559	1.0	1.0	collinear
gene:TraesCS6D02G060100	Chr6D	28162313	28162627	-	28162470	Chr6D	33399016	33399330	-	33399173	1.0	1.0	collinear
gene:TraesCS6D02G060300	Chr6D	28269392	28269691	+	28269541	Chr6D	33504514	33504813	+	33504663	1.0	1.0	collinear
gene:TraesCS6D02G060400	Chr6D	28295207	28301806	-	28298506	Chr6D	33529934	33536532	-	33533233	0.999	0.999	collinear
gene:TraesCS6D02G060500	Chr6D	28301828	28305178	-	28303503	Chr6D	33536554	33539904	-	33538229	1.0	1.0	collinear
gene:TraesCS6D02G060600	Chr6D	28309343	28309706	-	28309524	Chr6D	33543929	33544292	-	33544110	1.0	1.0	collinear
gene:TraesCS6D02G060700	Chr6D	28409038	28411475	-	28410256	Chr6D	33642529	33644966	-	33643747	1.0	1.0	collinear
gene:TraesCS6D02G060800	Chr6D	28413158	28416084	-	28414621	Chr6D	33646649	33649575	-	33648112	1.0	1.0	collinear
gene:TraesCS6D02G060900	Chr6D	28628512	28628781	+	28628646	Chr6D	38820887	38821156	-	38821021	1.0	1.0	collinear
gene:TraesCS6D02G061000	Chr6D	28634628	28634882	+	28634755	Chr6D	38814786	38815040	-	38814913	1.0	1.0	collinear
gene:TraesCS6D02G061100	Chr6D	28653826	28658412	-	28656119	Chr6D	38791159	38795745	+	38793452	1.0	1.0	collinear
gene:TraesCS6D02G061200	Chr6D	28680053	28683632	-	28681842	Chr6D	38765940	38769519	+	38767729	1.0	1.0	collinear
gene:TraesCS6D02G061300	Chr6D	28688075	28688485	+	28688280	Chr6D	38761195	38761605	-	38761400	1.0	1.0	collinear
gene:TraesCS6D02G061400	Chr6D	28691253	28692166	-	28691709	Chr6D	38757571	38758484	+	38758027	1.0	1.0	collinear
gene:TraesCS6D02G061500	Chr6D	28696247	28700911	+	28698579	Chr6D	38748826	38753490	-	38751158	1.0	0.999	collinear
gene:TraesCS6D02G061600	Chr6D	28698748	28701929	-	28700338	Chr6D	38747808	38750989	+	38749398	1.0	0.999	collinear
gene:TraesCS6D02G061700	Chr6D	28707572	28708138	-	28707855	Chr6D	38741599	38742165	+	38741882	1.0	1.0	collinear
gene:TraesCS6D02G061800	Chr6D	28939905	28943241	-	28941573	Chr6D	38516178	38519514	+	38517846	1.0	1.0	collinear
gene:TraesCS6D02G061900	Chr6D	28980325	28980873	-	28980599	Chr6D	38465755	38466303	+	38466029	1.0	1.0	collinear
gene:TraesCS6D02G062000	Chr6D	28982289	28983437	-	28982863	Chr6D	38463191	38464339	+	38463765	1.0	1.0	collinear
gene:TraesCS6D02G062100	Chr6D	28992100	28992730	-	28992415	Chr6D	38453896	38454523	+	38454209	0.995	0.995	collinear
gene:TraesCS6D02G062200	Chr6D	28998188	29001661	+	28999924	Chr6D	38444964	38448437	-	38446700	1.0	1.0	collinear
gene:TraesCS6D02G062300	Chr6D	29089612	29090570	+	29090091	Chr6D	38355863	38356821	-	38356342	1.0	0.998	collinear
gene:TraesCS6D02G062400	Chr6D	29091373	29094640	-	29093006	Chr6D	38351793	38355060	+	38353426	1.0	1.0	collinear
gene:TraesCS6D02G062500	Chr6D	29111106	29116632	+	29113869	Chr6D	38329792	38335327	-	38332559	1.0	1.0	collinear
gene:TraesCS6D02G062600	Chr6D	29194711	29198129	+	29196420	Chr6D	38248707	38252125	-	38250416	1.0	1.0	collinear
gene:TraesCS6D02G062700	Chr6D	29205127	29206041	+	29205584	Chr6D	38240795	38241709	-	38241252	1.0	1.0	collinear
gene:TraesCS6D02G062806	Chr6D	29374181	29376679	-	29375430	Chr6D	38071692	38074190	+	38072941	1.0	1.0	collinear
gene:TraesCS6D02G062800	Chr6D	29380475	29381372	-	29380923	Chr6D	38066999	38067896	+	38067447	1.0	1.0	collinear
gene:TraesCS6D02G062900	Chr6D	29384764	29385282	+	29385023	Chr6D	38063447	38063965	-	38063706	1.0	1.0	collinear
gene:TraesCS6D02G063000	Chr6D	29391221	29391989	-	29391605	Chr6D	38056740	38057508	+	38057124	1.0	1.0	collinear
gene:TraesCS6D02G063100	Chr6D	29465492	29467121	-	29466306	Chr6D	37981804	37983433	+	37982618	1.0	1.0	collinear
gene:TraesCS6D02G063200	Chr6D	29739716	29740312	-	29740014	Chr6D	37713883	37714479	+	37714181	1.0	1.0	collinear
gene:TraesCS6D02G063300	Chr6D	29756921	29757731	+	29757326	Chr6D	37696460	37697270	-	37696865	1.0	1.0	collinear
gene:TraesCS6D02G063400	Chr6D	29768995	29772072	+	29770533	Chr6D	37682549	37685626	-	37684087	1.0	1.0	collinear
gene:TraesCS6D02G063500	Chr6D	29875101	29879488	+	29877294	Chr6D	37534106	37538493	-	37536299	1.0	1.0	collinear
gene:TraesCS6D02G063600	Chr6D	29932677	29937544	+	29935110	Chr6D	37475971	37480838	-	37478404	1.0	1.0	collinear
gene:TraesCS6D02G063700	Chr6D	30066374	30067495	-	30066934	Chr6D	37346928	37348049	+	37347488	1.0	1.0	collinear
gene:TraesCS6D02G063800	Chr6D	30072995	30075253	+	30074124	Chr6D	37339170	37341428	-	37340299	1.0	1.0	collinear
gene:TraesCS6D02G063900	Chr6D	30094712	30099707	-	30097209	Chr6D	37314988	37319983	+	37317485	1.0	0.999	collinear
gene:TraesCS6D02G064000	Chr6D	30186896	30190024	-	30188460	Chr6D	37227615	37230565	+	37229090	1.0	1.0	collinear
gene:TraesCS6D02G064100	Chr6D	30212081	30228039	-	30220060	Chr6D	37190313	37206034	+	37198173	1.0	1.0	collinear
gene:TraesCS6D02G064200	Chr6D	30236386	30239754	-	30238070	Chr6D	37178597	37181965	+	37180281	1.0	1.0	collinear
gene:TraesCS6D02G064300	Chr6D	30245066	30248568	-	30246817	Chr6D	37169844	37173346	+	37171595	1.0	1.0	collinear
gene:TraesCS6D02G064400	Chr6D	30281142	30285808	-	30283475	Chr6D	37133409	37138075	+	37135742	1.0	1.0	collinear
gene:TraesCS6D02G064500	Chr6D	30535127	30536254	-	30535690	Chr6D	36884095	36885222	+	36884658	1.0	1.0	collinear
gene:TraesCS6D02G064600	Chr6D	31261550	31262692	+	31262121	Chr6D	36162684	36163826	-	36163255	1.0	1.0	collinear
gene:TraesCS6D02G064700	Chr6D	31267126	31270781	-	31268953	Chr6D	36154966	36158621	+	36156793	1.0	0.998	collinear
gene:TraesCS6D02G064800	Chr6D	31469888	31474829	+	31472358	Chr6D	35952411	35957353	-	35954882	1.0	0.999	collinear
