gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS6B02G130500	Chr6B	127039158	127040941	+	127040049	Chr6B	152065260	152067043	-	152066151	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G130600	Chr6B	127317337	127320602	+	127318969	Chr6B	151808569	151811831	-	151810200	0.995	0.995	rearrangement:Chr6B_block1
gene:TraesCS6B02G130700	Chr6B	127321527	127326100	+	127323813	Chr6B	151803101	151807645	-	151805373	1.0	0.996	rearrangement:Chr6B_block1
gene:TraesCS6B02G130800	Chr6B	127326094	127329185	-	127327639	Chr6B	151800015	151803107	+	151801561	0.999	0.995	rearrangement:Chr6B_block1
gene:TraesCS6B02G130900	Chr6B	127603494	127609759	+	127606626	Chr6B	151562163	151568421	-	151565292	0.998	0.997	rearrangement:Chr6B_block1
gene:TraesCS6B02G131000	Chr6B	127611507	127615088	-	127613297	Chr6B	151556836	151560417	+	151558626	1.0	0.997	rearrangement:Chr6B_block1
gene:TraesCS6B02G131100	Chr6B	127744993	127754073	-	127749533	Chr6B	151405929	151415011	+	151410470	0.999	0.995	rearrangement:Chr6B_block1
gene:TraesCS6B02G142900	Chr6B	142595960	142596505	-	142596232	Chr6B	130240185	130240730	+	130240457	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G143000	Chr6B	142612473	142614053	+	142613263	Chr6B	130222609	130224189	-	130223399	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G143100	Chr6B	142705588	142706474	-	142706031	Chr6B	130130906	130131792	+	130131349	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G143300	Chr6B	142983281	142984511	-	142983896	Chr6B	129856381	129857633	+	129857007	1.0	0.997	rearrangement:Chr6B_block2
gene:TraesCS6B02G143400	Chr6B	142991584	142992435	+	142992009	Chr6B	129848476	129849327	-	129848901	1.0	0.998	rearrangement:Chr6B_block2
gene:TraesCS6B02G143500	Chr6B	143199523	143200174	-	143199848	Chr6B	129642063	129642714	+	129642388	1.0	1.0	rearrangement:Chr6B_block2
