gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS3D02G000100	Chr3D	325619	325987	-	325803	Chr3D	2559529	2559918	-	2559723	1.0	0.916	collinear
gene:TraesCS3D02G000200	Chr3D	328329	328952	+	328640	Chr3D	2565641	2566264	+	2565952	1.0	0.998	collinear
gene:TraesCS3D02G000400	Chr3D	356416	357339	-	356877	Chr3D	2589005	2589927	-	2589466	1.0	0.982	collinear
gene:TraesCS3D02G000500	Chr3D	390450	391973	-	391211	Chr3D	2604869	2606392	-	2605630	1.0	0.998	collinear
gene:TraesCS3D02G000600	Chr3D	476642	477785	-	477213	Chr3D	2661751	2662896	-	2662323	1.0	0.987	collinear
gene:TraesCS3D02G000700	Chr3D	478316	479781	-	479048	Chr3D	2663244	2664732	-	2663988	1.0	0.992	collinear
gene:TraesCS3D02G000800	Chr3D	494126	496511	+	495318	Chr3D	2699161	2701545	+	2700353	1.0	0.991	collinear
gene:TraesCS3D02G000900	Chr3D	507597	508251	-	507924	Chr3D	2705251	2705915	-	2705583	0.989	0.968	collinear
gene:TraesCS3D02G001400	Chr3D	707880	709355	+	708617	Chr3D	2846232	2847707	+	2846969	1.0	0.997	collinear
gene:TraesCS3D02G001500	Chr3D	770364	773698	+	772031	Chr3D	2909091	2912425	+	2910758	1.0	1.0	collinear
gene:TraesCS3D02G001600	Chr3D	774041	778387	-	776214	Chr3D	2912768	2917114	-	2914941	1.0	1.0	collinear
gene:TraesCS3D02G001700	Chr3D	843836	846634	-	845235	Chr3D	2981730	2984528	-	2983129	1.0	1.0	collinear
gene:TraesCS3D02G001800	Chr3D	853402	855095	+	854248	Chr3D	2991296	2992989	+	2992142	1.0	1.0	collinear
gene:TraesCS3D02G001900	Chr3D	865996	870567	-	868281	Chr3D	3003890	3008461	-	3006175	1.0	1.0	collinear
gene:TraesCS3D02G002000	Chr3D	925863	930264	-	928063	Chr3D	3063688	3068090	-	3065889	1.0	0.999	collinear
gene:TraesCS3D02G002100	Chr3D	950970	952775	+	951872	Chr3D	3088340	3090145	+	3089242	1.0	1.0	collinear
gene:TraesCS3D02G002200	Chr3D	1016389	1018081	-	1017235	Chr3D	3148155	3149847	-	3149001	1.0	1.0	collinear
gene:TraesCS3D02G002300	Chr3D	1109698	1110822	+	1110260	Chr3D	3240734	3241858	+	3241296	1.0	1.0	collinear
