gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS1A02G036000	Chr1A	20028172	20031117	-	20029644	Chr1A	21628683	21631626	-	21630154	1.0	0.997	collinear
gene:TraesCS1A02G036100	Chr1A	20091099	20094848	+	20092973	Chr1A	21704166	21707928	+	21706047	1.0	0.997	collinear
gene:TraesCS1A02G036200	Chr1A	20156565	20158534	+	20157549	Chr1A	21782531	21784500	+	21783515	1.0	0.997	collinear
gene:TraesCS1A02G036300	Chr1A	20179711	20183942	+	20181826	Chr1A	21805653	21809875	+	21807764	0.996	0.995	collinear
gene:TraesCS1A02G036400	Chr1A	20236597	20238197	-	20237397	Chr1A	21852422	21854022	-	21853222	1.0	0.994	collinear
gene:TraesCS1A02G036500	Chr1A	20244457	20246289	-	20245373	Chr1A	21859664	21861496	-	21860580	1.0	0.998	collinear
gene:TraesCS1A02G036600	Chr1A	20371800	20371919	-	20371859	Chr1A	22026410	22026529	-	22026469	1.0	1.0	collinear
gene:TraesCS1A02G036700	Chr1A	20415992	20419223	-	20417607	Chr1A	22072874	22076128	-	22074501	1.0	0.997	collinear
gene:TraesCS1A02G036900	Chr1A	20842533	20842862	+	20842697	Chr1A	22465773	22466102	+	22465937	1.0	0.996	collinear
gene:TraesCS1A02G037100	Chr1A	20872419	20873501	-	20872960	Chr1A	22479928	22481010	-	22480469	1.0	1.0	collinear
gene:TraesCS1A02G037200	Chr1A	20879444	20880129	-	20879786	Chr1A	22490255	22490940	-	22490597	1.0	0.997	collinear
gene:TraesCS1A02G037300	Chr1A	20888601	20889881	-	20889241	Chr1A	22498985	22500265	-	22499625	1.0	0.993	collinear
gene:TraesCS1A02G037400	Chr1A	20893785	20898393	-	20896089	Chr1A	22522505	22527095	-	22524800	1.0	0.999	collinear
gene:TraesCS1A02G037500	Chr1A	20913437	20914089	-	20913763	Chr1A	22543438	22544090	-	22543764	1.0	1.0	collinear
gene:TraesCS1A02G037600	Chr1A	20917920	20919534	-	20918727	Chr1A	22547921	22549535	-	22548728	1.0	1.0	collinear
gene:TraesCS1A02G037700	Chr1A	20924887	20932614	-	20928750	Chr1A	22554888	22562615	-	22558751	1.0	0.996	collinear
gene:TraesCS1A02G037800	Chr1A	20935423	20938081	+	20936752	Chr1A	22565424	22568082	+	22566753	1.0	0.996	collinear
gene:TraesCS1A02G037900	Chr1A	20977276	20980680	-	20978978	Chr1A	22608076	22611440	-	22609758	0.973	0.968	collinear
gene:TraesCS1A02G038100	Chr1A	20998069	20998918	+	20998493	Chr1A	22629529	22630387	+	22629958	1.0	0.981	collinear
gene:TraesCS1A02G038200	Chr1A	21022731	21023627	+	21023179	Chr1A	22677291	22678177	+	22677734	0.986	0.98	collinear
gene:TraesCS1A02G038300	Chr1A	21024515	21026280	-	21025397	Chr1A	22679062	22680828	-	22679945	1.0	0.992	collinear
gene:TraesCS1A02G038400	Chr1A	21034869	21049127	+	21041998	Chr1A	22689875	22703869	+	22696872	1.0	0.99	collinear
gene:TraesCS1A02G038600	Chr1A	21075169	21080368	+	21077768	Chr1A	22730691	22735803	+	22733247	0.982	0.98	collinear
gene:TraesCS1A02G038800	Chr1A	21085585	21085875	-	21085730	Chr1A	22741019	22741309	-	22741164	1.0	0.996	collinear
gene:TraesCS1A02G038828	Chr1A	21105738	21109546	+	21107642	Chr1A	23186091	23189892	+	23187991	0.997	0.979	collinear
gene:TraesCS1A02G039000	Chr1A	21278609	21279405	-	21279007	Chr1A	23468765	23469561	-	23469163	1.0	1.0	collinear
gene:TraesCS1A02G039100	Chr1A	21281532	21285458	-	21283495	Chr1A	23471595	23475534	-	23473564	1.0	0.998	collinear
gene:TraesCS1A02G039200	Chr1A	21322246	21335307	+	21328776	Chr1A	23511868	23524727	+	23518297	0.986	0.983	collinear
gene:TraesCS1A02G039300	Chr1A	21400354	21406196	-	21403275	Chr1A	23599298	23605140	-	23602219	1.0	0.999	collinear
gene:TraesCS1A02G039400	Chr1A	21618184	21626991	+	21622587	Chr1A	23849497	23858321	+	23853909	1.0	1.0	collinear
gene:TraesCS1A02G039600	Chr1A	21714451	21714793	-	21714622	Chr1A	23926885	23927227	-	23927056	1.0	0.992	collinear
gene:TraesCS1A02G039700	Chr1A	21829731	21832587	-	21831159	Chr1A	24044292	24046948	-	24045620	0.998	0.993	collinear
gene:TraesCS1A02G039800	Chr1A	21985330	21987056	-	21986193	Chr1A	24208551	24210277	-	24209414	1.0	0.998	collinear
gene:TraesCS1A02G039900	Chr1A	22038188	22047331	-	22042759	Chr1A	24245082	24253108	-	24249095	0.998	0.987	collinear
gene:TraesCS1A02G040000	Chr1A	22055422	22056147	+	22055784	Chr1A	24261259	24261984	+	24261621	1.0	0.995	collinear
gene:TraesCS1A02G040200	Chr1A	22271358	22271960	-	22271659	Chr1A	24531099	24531701	-	24531400	1.0	0.998	collinear
gene:TraesCS1A02G040300	Chr1A	22282323	22283710	-	22283016	Chr1A	24542193	24543581	-	24542887	1.0	0.998	collinear
gene:TraesCS1A02G040400	Chr1A	22287727	22291553	-	22289640	Chr1A	24547595	24551421	-	24549508	1.0	1.0	collinear
gene:TraesCS1A02G040500	Chr1A	22291726	22293776	+	22292751	Chr1A	24551594	24553644	+	24552619	1.0	0.998	collinear
gene:TraesCS1A02G040600	Chr1A	22294835	22301515	-	22298175	Chr1A	24554707	24562377	-	24558542	1.0	0.987	collinear
