gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS4B02G006500	Chr4B	4330450	4333217	-	4331833	Chr4B	4051421	4054195	-	4052808	1.0	0.987	collinear
gene:TraesCS4B02G006600	Chr4B	4516943	4520618	+	4518780	Chr4B	4266719	4270179	+	4268449	0.997	0.992	collinear
gene:TraesCS4B02G006700	Chr4B	4520661	4526800	-	4523730	Chr4B	4270222	4276367	-	4273294	1.0	1.0	collinear
gene:TraesCS4B02G006800	Chr4B	4536418	4540354	-	4538386	Chr4B	4285728	4289702	-	4287715	1.0	0.99	collinear
gene:TraesCS4B02G006900	Chr4B	4708107	4711615	-	4709861	Chr4B	4456005	4459513	-	4457759	1.0	1.0	collinear
gene:TraesCS4B02G007000	Chr4B	4718152	4720974	+	4719563	Chr4B	4466051	4468873	+	4467462	1.0	0.998	collinear
gene:TraesCS4B02G007100	Chr4B	4848415	4852836	+	4850625	Chr4B	4583120	4587623	+	4585371	0.985	0.951	collinear
gene:TraesCS4B02G007300	Chr4B	4894204	4897519	+	4895861	Chr4B	4630021	4633354	+	4631687	1.0	0.98	collinear
gene:TraesCS4B02G007400	Chr4B	4951076	4955090	-	4953083	Chr4B	4641255	4645268	-	4643261	1.0	0.995	collinear
gene:TraesCS4B02G007500	Chr4B	4990514	4994422	+	4992468	Chr4B	4680155	4684063	+	4682109	1.0	0.996	collinear
gene:TraesCS4B02G010000	Chr4B	6535970	6541370	-	6538670	Chr4B	3768812	3774202	+	3771507	1.0	0.998	collinear
gene:TraesCS4B02G010100	Chr4B	6636541	6642101	-	6639321	Chr4B	3605929	3611362	+	3608645	1.0	0.999	collinear
gene:TraesCS4B02G010200	Chr4B	6955052	6958533	-	6956792	Chr4B	3279009	3282492	+	3280750	1.0	0.994	collinear
gene:TraesCS4B02G010300	Chr4B	7031547	7034953	-	7033250	Chr4B	3185386	3188792	+	3187089	1.0	1.0	collinear
gene:TraesCS4B02G010400	Chr4B	7037317	7043327	-	7040322	Chr4B	3176959	3183022	+	3179990	1.0	0.999	collinear
gene:TraesCS4B02G010500	Chr4B	7043345	7047080	-	7045212	Chr4B	3173206	3176941	+	3175073	1.0	1.0	collinear
gene:TraesCS4B02G010600	Chr4B	7101721	7102639	+	7102180	Chr4B	3117832	3118750	-	3118291	1.0	1.0	collinear
gene:TraesCS4B02G010700	Chr4B	7170561	7173535	+	7172048	Chr4B	3047853	3050827	-	3049340	1.0	1.0	collinear
gene:TraesCS4B02G010800	Chr4B	7217474	7220561	+	7219017	Chr4B	3001615	3004701	-	3003158	1.0	1.0	collinear
gene:TraesCS4B02G010900	Chr4B	7263071	7265978	+	7264524	Chr4B	2957347	2960254	-	2958800	1.0	1.0	collinear
gene:TraesCS4B02G011000	Chr4B	7308581	7311528	+	7310054	Chr4B	2912041	2914988	-	2913514	1.0	1.0	collinear
gene:TraesCS4B02G011100	Chr4B	7353498	7356378	+	7354938	Chr4B	2867816	2870696	-	2869256	1.0	1.0	collinear
gene:TraesCS4B02G011200	Chr4B	7375568	7378768	+	7377168	Chr4B	2846114	2849314	-	2847714	1.0	1.0	collinear
gene:TraesCS4B02G011300	Chr4B	7381413	7384405	+	7382909	Chr4B	2840477	2843469	-	2841973	1.0	1.0	collinear
gene:TraesCS4B02G011400	Chr4B	7398419	7406081	+	7402250	Chr4B	2819052	2826463	-	2822757	1.0	1.0	collinear
gene:TraesCS4B02G011500	Chr4B	7462803	7465700	+	7464251	Chr4B	2760687	2763584	-	2762135	1.0	1.0	collinear
gene:TraesCS4B02G011600	Chr4B	7499877	7502718	+	7501297	Chr4B	2740157	2742998	-	2741577	1.0	1.0	collinear
gene:TraesCS4B02G011700	Chr4B	7540783	7543974	+	7542378	Chr4B	2594200	2597391	-	2595795	1.0	1.0	collinear
gene:TraesCS4B02G011800	Chr4B	7761518	7763179	+	7762348	Chr4B	2400229	2401890	-	2401059	1.0	0.997	collinear
gene:TraesCS4B02G011900	Chr4B	7769707	7774645	+	7772176	Chr4B	2388764	2393702	-	2391233	1.0	1.0	collinear
gene:TraesCS4B02G012000	Chr4B	7807874	7816228	-	7812051	Chr4B	2347401	2355722	+	2351561	1.0	1.0	collinear
gene:TraesCS4B02G012100	Chr4B	7815286	7822354	-	7818820	Chr4B	2341276	2348343	+	2344809	1.0	1.0	collinear
gene:TraesCS4B02G012200	Chr4B	7830723	7831784	-	7831253	Chr4B	2331846	2332907	+	2332376	1.0	1.0	collinear
gene:TraesCS4B02G012300	Chr4B	7856900	7858929	+	7857914	Chr4B	2304718	2306747	-	2305732	1.0	1.0	collinear
gene:TraesCS4B02G012400	Chr4B	7885349	7889871	-	7887610	Chr4B	2274173	2278695	+	2276434	1.0	1.0	collinear
gene:TraesCS4B02G012500	Chr4B	7894984	7896645	-	7895814	Chr4B	2267399	2269060	+	2268229	1.0	0.997	collinear
gene:TraesCS4B02G012700	Chr4B	8117238	8119321	+	8118279	Chr4B	2050100	2052179	-	2051139	1.0	0.99	collinear
gene:TraesCS4B02G012800	Chr4B	8206282	8208398	+	8207340	Chr4B	1961400	1963516	-	1962458	1.0	1.0	collinear
gene:TraesCS4B02G012900	Chr4B	8366315	8368779	+	8367547	Chr4B	1799367	1801831	-	1800599	1.0	1.0	collinear
