gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS7B02G000100	Chr7B	32906	36770	-	34838	Chr7B	3824393	3828274	+	3826333	1.0	0.991	collinear
gene:TraesCS7B02G000200	Chr7B	43388	51239	-	47313	Chr7B	3810090	3817947	+	3814018	1.0	0.999	collinear
gene:TraesCS7B02G000300	Chr7B	113161	115194	+	114177	Chr7B	3746559	3748592	-	3747575	1.0	0.998	collinear
gene:TraesCS7B02G000400	Chr7B	115309	119981	-	117645	Chr7B	3741772	3746444	+	3744108	1.0	1.0	collinear
gene:TraesCS7B02G000500	Chr7B	120989	122254	+	121621	Chr7B	3739498	3740763	-	3740130	1.0	1.0	collinear
gene:TraesCS7B02G000600	Chr7B	222384	224848	+	223616	Chr7B	3638641	3640797	-	3639719	1.0	1.0	collinear
gene:TraesCS7B02G000700	Chr7B	229098	230197	+	229647	Chr7B	3633291	3634390	-	3633840	1.0	1.0	collinear
gene:TraesCS7B02G000800	Chr7B	230612	231250	+	230931	Chr7B	3632238	3632876	-	3632557	1.0	1.0	collinear
gene:TraesCS7B02G000900	Chr7B	257266	259314	+	258290	Chr7B	3604572	3606482	-	3605527	0.929	0.923	collinear
gene:TraesCS7B02G001000	Chr7B	261171	262954	+	262062	Chr7B	3600932	3602715	-	3601823	1.0	1.0	collinear
gene:TraesCS7B02G001100	Chr7B	263907	265477	+	264692	Chr7B	3598409	3599979	-	3599194	1.0	1.0	collinear
gene:TraesCS7B02G001200	Chr7B	267438	269851	-	268644	Chr7B	3594019	3596432	+	3595225	1.0	1.0	collinear
gene:TraesCS7B02G001300	Chr7B	287169	292385	+	289777	Chr7B	3571578	3576796	-	3574187	1.0	1.0	collinear
gene:TraesCS7B02G001400	Chr7B	421705	425790	+	423747	Chr7B	3438718	3442690	-	3440704	0.94	0.916	collinear
gene:TraesCS7B02G001500	Chr7B	426179	431580	-	428879	Chr7B	3432925	3438329	+	3435627	0.995	0.985	collinear
gene:TraesCS7B02G001600	Chr7B	603142	606645	+	604893	Chr7B	3257880	3261354	-	3259617	0.973	0.953	collinear
gene:TraesCS7B02G001700	Chr7B	640963	642786	+	641874	Chr7B	3232305	3234119	-	3233212	0.994	0.988	collinear
gene:TraesCS7B02G002000	Chr7B	781958	782812	-	782385	Chr7B	3203103	3203957	+	3203530	1.0	0.973	collinear
gene:TraesCS7B02G002100	Chr7B	801066	801998	+	801532	Chr7B	3199836	3200783	-	3200309	1.0	0.956	collinear
gene:TraesCS7B02G002300	Chr7B	882348	891020	-	886684	Chr7B	2872400	2885263	+	2878831	0.98	0.93	collinear
gene:TraesCS7B02G002400	Chr7B	1020557	1021684	+	1021120	Chr7B	2749342	2750469	-	2749905	1.0	0.988	collinear
gene:TraesCS7B02G002800	Chr7B	1154155	1155583	+	1154869	Chr7B	2594944	2596372	-	2595658	1.0	0.994	collinear
gene:TraesCS7B02G002900	Chr7B	1202960	1208805	-	1205882	Chr7B	2565704	2571490	+	2568597	0.989	0.984	collinear
gene:TraesCS7B02G003000	Chr7B	1254479	1262607	-	1258543	Chr7B	2507009	2514835	+	2510922	0.987	0.982	collinear
gene:TraesCS7B02G003100	Chr7B	1269606	1276585	-	1273095	Chr7B	2493019	2499998	+	2496508	1.0	1.0	collinear
gene:TraesCS7B02G003200	Chr7B	1277261	1283594	-	1280427	Chr7B	2486010	2492343	+	2489176	1.0	1.0	collinear
gene:TraesCS7B02G003300	Chr7B	1304370	1309391	+	1306880	Chr7B	2460461	2465482	-	2462971	1.0	0.999	collinear
gene:TraesCS7B02G003400	Chr7B	1313393	1327596	+	1320494	Chr7B	2442256	2456459	-	2449357	1.0	1.0	collinear
gene:TraesCS7B02G003500	Chr7B	1331541	1331921	+	1331731	Chr7B	2437931	2438311	-	2438121	1.0	1.0	collinear
gene:TraesCS7B02G003600	Chr7B	1351479	1352210	+	1351844	Chr7B	2365790	2366521	-	2366155	1.0	1.0	collinear
gene:TraesCS7B02G003700	Chr7B	1364532	1364921	+	1364726	Chr7B	2353319	2353708	-	2353513	1.0	1.0	collinear
gene:TraesCS7B02G003800	Chr7B	1436945	1438038	+	1437491	Chr7B	2296801	2297894	-	2297347	1.0	1.0	collinear
gene:TraesCS7B02G003900	Chr7B	1482228	1483396	+	1482812	Chr7B	2252281	2253449	-	2252865	1.0	0.999	collinear
gene:TraesCS7B02G004000	Chr7B	1697699	1697938	+	1697818	Chr7B	2038998	2039237	-	2039117	1.0	1.0	collinear
gene:TraesCS7B02G004400	Chr7B	2098559	2101882	+	2100220	Chr7B	1666354	1669652	-	1668003	1.0	0.993	collinear
gene:TraesCS7B02G004600	Chr7B	2334104	2335649	+	2334876	Chr7B	1115374	1116896	-	1116135	0.977	0.924	collinear
gene:TraesCS7B02G004700	Chr7B	2561961	2563614	-	2562787	Chr7B	857108	858761	+	857934	1.0	0.997	collinear
gene:TraesCS7B02G004800	Chr7B	2749130	2750569	+	2749849	Chr7B	610921	612360	-	611640	1.0	1.0	collinear
gene:TraesCS7B02G004900	Chr7B	2784380	2786335	+	2785357	Chr7B	575343	577298	-	576320	1.0	1.0	collinear
gene:TraesCS7B02G005000	Chr7B	2786932	2791262	-	2789097	Chr7B	570669	574746	+	572707	0.968	0.968	collinear
gene:TraesCS7B02G005100	Chr7B	2889801	2895704	-	2892752	Chr7B	464405	470311	+	467358	1.0	1.0	collinear
gene:TraesCS7B02G005200	Chr7B	2911028	2919723	-	2915375	Chr7B	440395	449090	+	444742	1.0	1.0	collinear
gene:TraesCS7B02G005400	Chr7B	2933018	2941833	+	2937425	Chr7B	418284	427099	-	422691	1.0	1.0	collinear
gene:TraesCS7B02G005500	Chr7B	2944187	2948732	-	2946459	Chr7B	411314	415874	+	413594	0.994	0.981	collinear
gene:TraesCS7B02G005600	Chr7B	3094550	3094837	-	3094693	Chr7B	265096	265383	+	265239	1.0	1.0	collinear
gene:TraesCS7B02G005700	Chr7B	3142300	3151017	-	3146658	Chr7B	209140	217857	+	213498	1.0	1.0	collinear
gene:TraesCS7B02G005800	Chr7B	3170935	3175101	+	3173018	Chr7B	185414	189580	-	187497	1.0	1.0	collinear
gene:TraesCS7B02G005900	Chr7B	3179490	3183749	-	3181619	Chr7B	176766	181025	+	178895	1.0	1.0	collinear
gene:TraesCS7B02G006000	Chr7B	3329386	3333128	+	3331257	Chr7B	28254	32007	-	30130	1.0	0.991	collinear
gene:TraesCS7B02G006100	Chr7B	3340904	3342548	-	3341726	Chr7B	7352	8982	+	8167	0.989	0.924	collinear
gene:TraesCS7B02G006300	Chr7B	3540080	3541719	+	3540899	Chr7B	3984361	3986000	+	3985180	1.0	0.993	collinear
gene:TraesCS7B02G006400	Chr7B	3684186	3689427	+	3686806	Chr7B	4131679	4136909	+	4134294	0.989	0.986	collinear
gene:TraesCS7B02G006500	Chr7B	3695054	3696459	-	3695756	Chr7B	4142536	4143941	-	4143238	1.0	0.999	collinear
gene:TraesCS7B02G006600	Chr7B	3699820	3701864	-	3700842	Chr7B	4147234	4149445	-	4148339	1.0	0.997	collinear
gene:TraesCS7B02G006700	Chr7B	3789679	3794857	+	3792268	Chr7B	4172523	4177612	+	4175067	0.985	0.927	collinear
gene:TraesCS7B02G006900	Chr7B	3846939	3849534	+	3848236	Chr7B	4185969	4188565	+	4187267	1.0	0.978	collinear
gene:TraesCS7B02G007100	Chr7B	3882349	3883686	+	3883017	Chr7B	4224545	4225902	+	4225223	0.999	0.934	collinear
gene:TraesCS7B02G007200	Chr7B	3894585	3896614	-	3895599	Chr7B	4238036	4240062	-	4239049	0.989	0.942	collinear
gene:TraesCS7B02G007400	Chr7B	4093717	4099494	+	4096605	Chr7B	4386587	4392289	+	4389438	1.0	0.977	collinear
gene:TraesCS7B02G007500	Chr7B	4137615	4137818	-	4137716	Chr7B	4396381	4396584	-	4396482	1.0	1.0	collinear
gene:TraesCS7B02G007600	Chr7B	4145677	4149860	+	4147768	Chr7B	4404156	4408338	+	4406247	1.0	1.0	collinear
gene:TraesCS7B02G007700	Chr7B	4202081	4202336	-	4202208	Chr7B	4460191	4460446	-	4460318	1.0	0.996	collinear
gene:TraesCS7B02G007800	Chr7B	4312036	4318714	+	4315375	Chr7B	4557418	4564091	+	4560754	0.998	0.998	collinear
gene:TraesCS7B02G007900	Chr7B	4614023	4614736	+	4614379	Chr7B	4841336	4842042	+	4841689	1.0	0.951	collinear
gene:TraesCS7B02G008000	Chr7B	4894707	4898487	-	4896597	Chr7B	4973128	4976921	-	4975024	1.0	0.998	collinear
gene:TraesCS7B02G008100	Chr7B	4901262	4904221	-	4902741	Chr7B	4979803	4982778	-	4981290	0.981	0.947	collinear
