gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS2B02G273600	Chr2B	375132245	375135737	-	375133991	Chr2B	255253131	255256623	-	255254877	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G273700	Chr2B	375171898	375177422	-	375174660	Chr2B	255292788	255298312	-	255295550	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G273800	Chr2B	375535808	375544397	+	375540102	Chr2B	255653595	255662181	+	255657888	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G273900	Chr2B	375544513	375546058	+	375545285	Chr2B	255662297	255663842	+	255663069	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G274000	Chr2B	376013857	376015422	-	376014639	Chr2B	256127288	256128853	-	256128070	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G274100	Chr2B	376115879	376120539	+	376118209	Chr2B	256228591	256233052	+	256230821	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G000100	Chr2B	9843	11553	-	10698	Chr2B	9875738	9877452	+	9876595	1.0	0.994	collinear
gene:TraesCS2B02G000200	Chr2B	19907	22569	+	21238	Chr2B	9853792	9856826	-	9855309	1.0	0.984	collinear
gene:TraesCS2B02G000300	Chr2B	45037	61255	-	53146	Chr2B	9838126	9848792	+	9843459	0.972	0.965	collinear
gene:TraesCS2B02G000500	Chr2B	91679	92119	+	91899	Chr2B	9803530	9803970	-	9803750	1.0	1.0	collinear
gene:TraesCS2B02G000800	Chr2B	432358	433095	+	432726	Chr2B	10083501	10084238	+	10083869	1.0	0.991	collinear
gene:TraesCS2B02G000900	Chr2B	447781	453531	-	450656	Chr2B	10098716	10104200	-	10101458	0.999	0.995	collinear
gene:TraesCS2B02G001000	Chr2B	470641	473097	+	471869	Chr2B	10121385	10123841	+	10122613	1.0	0.998	collinear
gene:TraesCS2B02G001100	Chr2B	477194	478878	+	478036	Chr2B	10127939	10129620	+	10128779	0.998	0.994	collinear
gene:TraesCS2B02G001200	Chr2B	632838	633239	+	633038	Chr2B	10313316	10313719	+	10313517	1.0	1.0	collinear
gene:TraesCS2B02G001400	Chr2B	1171680	1174401	+	1173040	Chr2B	2851342	2854063	-	2852702	1.0	0.995	collinear
gene:TraesCS2B02G001500	Chr2B	1181154	1181702	+	1181428	Chr2B	2843958	2844506	-	2844232	1.0	0.987	collinear
gene:TraesCS2B02G001600	Chr2B	1248784	1252232	+	1250508	Chr2B	2792207	2795661	-	2793934	1.0	0.981	collinear
gene:TraesCS2B02G001900	Chr2B	1314696	1317994	-	1316345	Chr2B	662781	665437	-	664109	0.996	0.996	collinear
gene:TraesCS2B02G002000	Chr2B	1329861	1331574	+	1330717	Chr2B	676946	678659	+	677802	1.0	1.0	collinear
gene:TraesCS2B02G002100	Chr2B	1348871	1362213	+	1355542	Chr2B	695501	708527	+	702014	1.0	1.0	collinear
gene:TraesCS2B02G002200	Chr2B	1386273	1397038	-	1391655	Chr2B	731654	742333	-	736993	1.0	0.999	collinear
gene:TraesCS2B02G002300	Chr2B	1452850	1453224	-	1453037	Chr2B	797945	798319	-	798132	1.0	0.997	collinear
gene:TraesCS2B02G002400	Chr2B	1499379	1499731	-	1499555	Chr2B	843920	844274	-	844097	1.0	0.992	collinear
gene:TraesCS2B02G002500	Chr2B	1519250	1522569	+	1520909	Chr2B	863794	867113	+	865453	1.0	1.0	collinear
gene:TraesCS2B02G002600	Chr2B	1600469	1601449	-	1600959	Chr2B	897140	898102	-	897621	0.981	0.968	collinear
gene:TraesCS2B02G002700	Chr2B	1706362	1707167	+	1706764	Chr2B	1047948	1048753	+	1048350	1.0	0.998	collinear
gene:TraesCS2B02G002800	Chr2B	1749669	1750706	+	1750187	Chr2B	1090769	1091806	+	1091287	1.0	0.998	collinear
gene:TraesCS2B02G002900	Chr2B	1752952	1755256	+	1754104	Chr2B	1093957	1096261	+	1095109	1.0	1.0	collinear
gene:TraesCS2B02G003000	Chr2B	1758044	1759657	-	1758850	Chr2B	1099050	1100663	-	1099856	1.0	0.997	collinear
gene:TraesCS2B02G003100	Chr2B	1764833	1765869	+	1765351	Chr2B	1105838	1106874	+	1106356	1.0	1.0	collinear
gene:TraesCS2B02G003200	Chr2B	1768192	1770540	+	1769366	Chr2B	1108984	1111333	+	1110158	1.0	0.998	collinear
gene:TraesCS2B02G003300	Chr2B	1773308	1774960	-	1774134	Chr2B	1129112	1130764	-	1129938	1.0	1.0	collinear
gene:TraesCS2B02G003400	Chr2B	1792604	1794942	+	1793773	Chr2B	1147968	1150306	+	1149137	1.0	1.0	collinear
gene:TraesCS2B02G003500	Chr2B	1798618	1800227	-	1799422	Chr2B	1153981	1155590	-	1154785	1.0	0.999	collinear
gene:TraesCS2B02G003600	Chr2B	1831881	1833776	+	1832828	Chr2B	1194893	1196788	+	1195840	1.0	1.0	collinear
gene:TraesCS2B02G003700	Chr2B	2086946	2088978	+	2087962	Chr2B	1467830	1469862	+	1468846	1.0	1.0	collinear
gene:TraesCS2B02G003800	Chr2B	2089831	2091638	+	2090734	Chr2B	1470715	1472522	+	1471618	1.0	1.0	collinear
gene:TraesCS2B02G003900	Chr2B	2107170	2108718	+	2107944	Chr2B	1533821	1535369	+	1534595	1.0	1.0	collinear
gene:TraesCS2B02G004000	Chr2B	2109410	2113388	-	2111399	Chr2B	1536061	1540039	-	1538050	1.0	1.0	collinear
gene:TraesCS2B02G004100	Chr2B	2116046	2116633	+	2116339	Chr2B	1542698	1543285	+	1542991	1.0	1.0	collinear
gene:TraesCS2B02G004200	Chr2B	2235456	2238338	+	2236897	Chr2B	1662389	1665270	+	1663829	0.996	0.992	collinear
gene:TraesCS2B02G004300	Chr2B	2335787	2336388	+	2336087	Chr2B	1761123	1761724	+	1761423	1.0	1.0	collinear
gene:TraesCS2B02G004400	Chr2B	2344368	2347989	-	2346178	Chr2B	1769704	1773325	-	1771514	1.0	1.0	collinear
gene:TraesCS2B02G004500	Chr2B	2404235	2407537	-	2405886	Chr2B	1827643	1830958	-	1829300	1.0	0.999	collinear
gene:TraesCS2B02G004700	Chr2B	2525898	2529167	-	2527532	Chr2B	1854123	1857361	-	1855742	0.986	0.975	collinear
gene:TraesCS2B02G004800	Chr2B	2566039	2566626	-	2566332	Chr2B	1985122	1985708	-	1985415	0.998	0.952	collinear
gene:TraesCS2B02G004900	Chr2B	2639862	2643225	-	2641543	Chr2B	2033852	2037217	-	2035534	1.0	0.995	collinear
gene:TraesCS2B02G005000	Chr2B	3288581	3293090	+	3290835	Chr2B	2628034	2632554	+	2630294	0.999	0.978	collinear
gene:TraesCS2B02G005200	Chr2B	3307435	3312813	-	3310124	Chr2B	2645582	2650854	-	2648218	0.985	0.968	collinear
gene:TraesCS2B02G005800	Chr2B	3772263	3773975	-	3773119	Chr2B	519065	520777	+	519921	1.0	1.0	collinear
gene:TraesCS2B02G005900	Chr2B	3787544	3790240	+	3788892	Chr2B	503159	505855	-	504507	1.0	1.0	collinear
gene:TraesCS2B02G006000	Chr2B	3794600	3795885	-	3795242	Chr2B	497446	498731	+	498088	1.0	1.0	collinear
gene:TraesCS2B02G006100	Chr2B	3839122	3840611	+	3839866	Chr2B	448501	449990	-	449245	1.0	0.999	collinear
gene:TraesCS2B02G006200	Chr2B	3907016	3908244	+	3907630	Chr2B	381721	382949	-	382335	1.0	1.0	collinear
gene:TraesCS2B02G006300	Chr2B	4013566	4015994	+	4014780	Chr2B	274113	276541	-	275327	1.0	1.0	collinear
gene:TraesCS2B02G006400	Chr2B	4117000	4118048	-	4117524	Chr2B	174434	175482	+	174958	1.0	0.998	collinear
gene:TraesCS2B02G006500	Chr2B	4131445	4133057	+	4132251	Chr2B	159424	161036	-	160230	1.0	1.0	collinear
gene:TraesCS2B02G006600	Chr2B	4185133	4187548	+	4186340	Chr2B	104934	107349	-	106141	1.0	1.0	collinear
gene:TraesCS2B02G008900	Chr2B	4984078	4990934	+	4987506	Chr2B	3132088	3139357	+	3135722	1.0	0.983	collinear
gene:TraesCS2B02G009000	Chr2B	5010495	5010806	-	5010650	Chr2B	3190020	3190331	-	3190175	1.0	0.971	collinear
gene:TraesCS2B02G009100	Chr2B	5041095	5042778	-	5041936	Chr2B	3237568	3239130	-	3238349	1.0	0.975	collinear
gene:TraesCS2B02G009700	Chr2B	5592643	5593403	-	5593023	Chr2B	3576187	3576945	-	3576566	1.0	0.965	collinear
gene:TraesCS2B02G009800	Chr2B	5596473	5596973	-	5596723	Chr2B	3600076	3600576	-	3600326	1.0	0.975	collinear
gene:TraesCS2B02G010100	Chr2B	5628214	5630093	+	5629153	Chr2B	3683789	3685659	+	3684724	0.991	0.983	collinear
gene:TraesCS2B02G010200	Chr2B	5660528	5667076	+	5663802	Chr2B	3716096	3722643	+	3719369	1.0	1.0	collinear
gene:TraesCS2B02G010300	Chr2B	5669062	5673071	-	5671066	Chr2B	3724776	3728785	-	3726780	1.0	1.0	collinear
gene:TraesCS2B02G010400	Chr2B	5677311	5682095	+	5679703	Chr2B	3732738	3737473	+	3735105	0.971	0.971	collinear
gene:TraesCS2B02G010500	Chr2B	5684671	5689444	-	5687057	Chr2B	3740049	3744623	-	3742336	1.0	1.0	collinear
gene:TraesCS2B02G010600	Chr2B	5716685	5718490	-	5717587	Chr2B	3771422	3773227	-	3772324	1.0	1.0	collinear
gene:TraesCS2B02G010700	Chr2B	5785090	5786189	-	5785639	Chr2B	3831805	3832904	-	3832354	1.0	1.0	collinear
gene:TraesCS2B02G010800	Chr2B	5796815	5806855	+	5801835	Chr2B	3843537	3853452	+	3848494	1.0	0.999	collinear
gene:TraesCS2B02G010900	Chr2B	5822073	5825317	+	5823695	Chr2B	3868451	3871695	+	3870073	1.0	1.0	collinear
gene:TraesCS2B02G011000	Chr2B	5828065	5828772	-	5828418	Chr2B	3874443	3875150	-	3874796	1.0	1.0	collinear
gene:TraesCS2B02G011100	Chr2B	5993745	5998277	+	5996011	Chr2B	4038275	4042791	+	4040533	0.949	0.949	collinear
gene:TraesCS2B02G011200	Chr2B	6004747	6006538	+	6005642	Chr2B	4058317	4060108	+	4059212	1.0	1.0	collinear
gene:TraesCS2B02G011300	Chr2B	6022757	6024383	+	6023570	Chr2B	4073947	4075573	+	4074760	1.0	0.995	collinear
gene:TraesCS2B02G011400	Chr2B	6035821	6039681	-	6037751	Chr2B	4086717	4090577	-	4088647	1.0	1.0	collinear
gene:TraesCS2B02G011500	Chr2B	6057152	6059667	-	6058409	Chr2B	4108053	4110545	-	4109299	0.99	0.99	collinear
gene:TraesCS2B02G011600	Chr2B	6069407	6074892	-	6072149	Chr2B	4124393	4129878	-	4127135	1.0	1.0	collinear
gene:TraesCS2B02G011700	Chr2B	6132796	6133192	+	6132994	Chr2B	4187277	4187673	+	4187475	1.0	1.0	collinear
gene:TraesCS2B02G011800	Chr2B	6136516	6139993	-	6138254	Chr2B	4190997	4194474	-	4192735	1.0	1.0	collinear
gene:TraesCS2B02G011900	Chr2B	6156177	6159857	-	6158017	Chr2B	4210514	4214194	-	4212354	1.0	1.0	collinear
gene:TraesCS2B02G012000	Chr2B	6178676	6180145	+	6179410	Chr2B	4318089	4319558	+	4318823	1.0	1.0	collinear
gene:TraesCS2B02G012100	Chr2B	6180152	6195824	-	6187988	Chr2B	4319565	4334871	-	4327218	1.0	1.0	collinear
gene:TraesCS2B02G012200	Chr2B	6199281	6204169	-	6201725	Chr2B	4338328	4343216	-	4340772	1.0	1.0	collinear
gene:TraesCS2B02G012300	Chr2B	6209914	6226572	-	6218243	Chr2B	4348964	4365613	-	4357288	1.0	0.999	collinear
gene:TraesCS2B02G012400	Chr2B	6253373	6253722	+	6253547	Chr2B	4392427	4392776	+	4392601	1.0	1.0	collinear
gene:TraesCS2B02G012500	Chr2B	6257247	6261132	+	6259189	Chr2B	4396301	4400186	+	4398243	1.0	1.0	collinear
gene:TraesCS2B02G012600	Chr2B	6262945	6266039	-	6264492	Chr2B	4402001	4405095	-	4403548	1.0	1.0	collinear
gene:TraesCS2B02G012700	Chr2B	6294900	6300109	-	6297504	Chr2B	4433966	4439175	-	4436570	1.0	1.0	collinear
gene:TraesCS2B02G012800	Chr2B	6307514	6309622	+	6308568	Chr2B	4446580	4448688	+	4447634	1.0	1.0	collinear
gene:TraesCS2B02G012900	Chr2B	6310652	6316308	-	6313480	Chr2B	4449718	4455374	-	4452546	1.0	1.0	collinear
gene:TraesCS2B02G013000	Chr2B	6336691	6341938	+	6339314	Chr2B	4475989	4481236	+	4478612	1.0	0.999	collinear
gene:TraesCS2B02G013100	Chr2B	6340410	6341900	-	6341155	Chr2B	4479708	4481198	-	4480453	1.0	1.0	collinear
gene:TraesCS2B02G013200	Chr2B	6376660	6383282	+	6379971	Chr2B	4536449	4543071	+	4539760	1.0	1.0	collinear
gene:TraesCS2B02G013300	Chr2B	6405829	6412688	+	6409258	Chr2B	4565143	4572002	+	4568572	1.0	0.999	collinear
gene:TraesCS2B02G013400	Chr2B	6426314	6426511	+	6426412	Chr2B	4585629	4585826	+	4585727	1.0	1.0	collinear
gene:TraesCS2B02G013500	Chr2B	6710935	6716133	+	6713534	Chr2B	4868765	4873963	+	4871364	1.0	1.0	collinear
gene:TraesCS2B02G013600	Chr2B	6718207	6720144	+	6719175	Chr2B	4876037	4877974	+	4877005	1.0	0.998	collinear
gene:TraesCS2B02G013700	Chr2B	6726663	6728487	-	6727575	Chr2B	4884494	4886319	-	4885406	1.0	0.999	collinear
gene:TraesCS2B02G013800	Chr2B	6730826	6732349	-	6731587	Chr2B	4888398	4889921	-	4889159	1.0	1.0	collinear
gene:TraesCS2B02G013900	Chr2B	6749404	6750887	+	6750145	Chr2B	4949340	4950823	+	4950081	1.0	0.998	collinear
gene:TraesCS2B02G014000	Chr2B	6777582	6779337	-	6778459	Chr2B	4935112	4936867	-	4935989	1.0	1.0	collinear
gene:TraesCS2B02G014100	Chr2B	6791731	6793249	+	6792490	Chr2B	4906937	4908455	+	4907696	1.0	1.0	collinear
gene:TraesCS2B02G014200	Chr2B	6825575	6827339	-	6826457	Chr2B	4987608	4989372	-	4988490	1.0	1.0	collinear
gene:TraesCS2B02G014400	Chr2B	6899988	6901390	-	6900689	Chr2B	5052275	5053677	-	5052976	1.0	1.0	collinear
gene:TraesCS2B02G014500	Chr2B	6913099	6914800	-	6913949	Chr2B	5065386	5067087	-	5066236	1.0	1.0	collinear
gene:TraesCS2B02G014600	Chr2B	6956303	6958822	-	6957562	Chr2B	5108508	5111027	-	5109767	1.0	1.0	collinear
gene:TraesCS2B02G014700	Chr2B	6985720	6987504	-	6986612	Chr2B	5137605	5139389	-	5138497	1.0	1.0	collinear
gene:TraesCS2B02G014800	Chr2B	7043071	7043934	-	7043502	Chr2B	5756963	5757826	-	5757394	1.0	0.987	collinear
gene:TraesCS2B02G014900	Chr2B	7066657	7069681	+	7068169	Chr2B	5465686	5468666	+	5467176	0.983	0.98	collinear
gene:TraesCS2B02G015100	Chr2B	7108878	7109882	+	7109380	Chr2B	5177555	5178559	+	5178057	1.0	1.0	collinear
gene:TraesCS2B02G015200	Chr2B	7112372	7115821	-	7114096	Chr2B	5181048	5184507	-	5182777	1.0	1.0	collinear
gene:TraesCS2B02G015300	Chr2B	7146882	7149155	-	7148018	Chr2B	5501222	5503495	-	5502358	1.0	1.0	collinear
gene:TraesCS2B02G015400	Chr2B	7160657	7161649	+	7161153	Chr2B	5514991	5515983	+	5515487	1.0	1.0	collinear
gene:TraesCS2B02G015500	Chr2B	7428456	7443833	+	7436144	Chr2B	5981480	5996785	+	5989132	1.0	1.0	collinear
gene:TraesCS2B02G015600	Chr2B	7447722	7460468	-	7454095	Chr2B	6000501	6013164	-	6006832	1.0	1.0	collinear
gene:TraesCS2B02G015700	Chr2B	7565607	7579969	+	7572788	Chr2B	6117348	6131714	+	6124531	1.0	1.0	collinear
gene:TraesCS2B02G015900	Chr2B	7643087	7645223	+	7644155	Chr2B	6187566	6189702	+	6188634	1.0	0.999	collinear
gene:TraesCS2B02G016000	Chr2B	7645446	7648835	-	7647140	Chr2B	6189925	6193314	-	6191619	1.0	1.0	collinear
gene:TraesCS2B02G016100	Chr2B	7654561	7658535	+	7656548	Chr2B	6199046	6203019	+	6201032	0.999	0.999	collinear
gene:TraesCS2B02G016200	Chr2B	7661710	7662105	-	7661907	Chr2B	6206194	6206589	-	6206391	1.0	1.0	collinear
gene:TraesCS2B02G016300	Chr2B	7682563	7684162	-	7683362	Chr2B	6226717	6228316	-	6227516	1.0	1.0	collinear
gene:TraesCS2B02G016400	Chr2B	7689153	7689905	+	7689529	Chr2B	6233307	6234059	+	6233683	1.0	1.0	collinear
gene:TraesCS2B02G016500	Chr2B	7771483	7773424	-	7772453	Chr2B	6315063	6317004	-	6316033	1.0	0.999	collinear
gene:TraesCS2B02G016600	Chr2B	7776644	7778289	+	7777466	Chr2B	6320225	6321870	+	6321047	1.0	1.0	collinear
gene:TraesCS2B02G016700	Chr2B	7799305	7803764	-	7801534	Chr2B	6342526	6346985	-	6344755	1.0	0.998	collinear
gene:TraesCS2B02G016800	Chr2B	7814111	7816247	-	7815179	Chr2B	6357032	6359168	-	6358100	1.0	0.998	collinear
gene:TraesCS2B02G016900	Chr2B	7837463	7839019	+	7838241	Chr2B	6380385	6381941	+	6381163	1.0	0.999	collinear
gene:TraesCS2B02G017000	Chr2B	7855218	7856756	-	7855987	Chr2B	6397144	6398682	-	6397913	1.0	1.0	collinear
gene:TraesCS2B02G017100	Chr2B	7912589	7912843	-	7912716	Chr2B	6453732	6453986	-	6453859	1.0	1.0	collinear
gene:TraesCS2B02G017200	Chr2B	8010162	8011870	+	8011016	Chr2B	6550516	6552224	+	6551370	1.0	1.0	collinear
gene:TraesCS2B02G017300	Chr2B	8069953	8071429	-	8070691	Chr2B	6609393	6610869	-	6610131	1.0	1.0	collinear
gene:TraesCS2B02G017400	Chr2B	8078296	8082949	-	8080622	Chr2B	6617367	6622022	-	6619694	1.0	1.0	collinear
gene:TraesCS2B02G017500	Chr2B	8174824	8176508	+	8175666	Chr2B	6711772	6713456	+	6712614	1.0	1.0	collinear
gene:TraesCS2B02G017600	Chr2B	8233761	8238443	-	8236102	Chr2B	6770569	6775251	-	6772910	1.0	1.0	collinear
gene:TraesCS2B02G017700	Chr2B	8249939	8252085	-	8251012	Chr2B	6786571	6788716	-	6787643	0.999	0.998	collinear
