gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS6A02G013300	Chr6A	6562757	6569872	+	6566314	Chr6A	5017796	5024529	-	5021162	1.0	0.985	rearrangement:Chr6A_block1
gene:TraesCS6A02G013400	Chr6A	6596738	6609077	-	6602907	Chr6A	4989916	5001732	+	4995824	1.0	0.989	rearrangement:Chr6A_block1
gene:TraesCS6A02G013600	Chr6A	6721481	6725416	+	6723448	Chr6A	4752063	4755864	-	4753963	0.972	0.94	rearrangement:Chr6A_block1
gene:TraesCS6A02G013700	Chr6A	6727564	6735295	+	6731429	Chr6A	4743699	4751076	-	4747387	0.995	0.97	rearrangement:Chr6A_block1
gene:TraesCS6A02G014000	Chr6A	6804413	6805120	-	6804766	Chr6A	4724668	4725382	+	4725025	1.0	0.974	rearrangement:Chr6A_block1
gene:TraesCS6A02G014100	Chr6A	6890789	6893444	-	6892116	Chr6A	4568944	4571581	+	4570262	0.971	0.926	rearrangement:Chr6A_block1
gene:TraesCS6A02G014800	Chr6A	7173529	7176806	-	7175167	Chr6A	4467307	4470584	+	4468945	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G014900	Chr6A	7184647	7185372	-	7185009	Chr6A	4458772	4459497	+	4459134	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G015000	Chr6A	7185555	7186802	-	7186178	Chr6A	4457342	4458589	+	4457965	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G015100	Chr6A	7200746	7203756	+	7202251	Chr6A	4440488	4443498	-	4441993	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G015200	Chr6A	7394432	7395064	-	7394748	Chr6A	4255024	4255656	+	4255340	1.0	0.995	rearrangement:Chr6A_block1
gene:TraesCS6A02G015300	Chr6A	7397019	7398587	-	7397803	Chr6A	4251504	4253075	+	4252289	1.0	0.995	rearrangement:Chr6A_block1
gene:TraesCS6A02G015400	Chr6A	7595345	7597050	-	7596197	Chr6A	4072030	4073735	+	4072882	1.0	0.995	rearrangement:Chr6A_block1
gene:TraesCS6A02G015500	Chr6A	7697400	7699079	+	7698239	Chr6A	3968696	3970366	-	3969531	0.994	0.991	rearrangement:Chr6A_block1
gene:TraesCS6A02G015600	Chr6A	7723203	7724777	+	7723990	Chr6A	3944161	3945738	-	3944949	1.0	0.987	rearrangement:Chr6A_block1
gene:TraesCS6A02G015700	Chr6A	7731528	7733339	-	7732433	Chr6A	3935507	3937318	+	3936412	1.0	0.997	rearrangement:Chr6A_block1
gene:TraesCS6A02G015800	Chr6A	7969464	7977263	+	7973363	Chr6A	3736459	3742734	-	3739596	1.0	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A02G015900	Chr6A	7977652	7981420	+	7979536	Chr6A	3732059	3736043	-	3734051	1.0	0.992	rearrangement:Chr6A_block1
gene:TraesCS6A02G015958	Chr6A	7983955	7984350	+	7984152	Chr6A	3729128	3729523	-	3729325	1.0	0.997	rearrangement:Chr6A_block1
gene:TraesCS6A02G015967	Chr6A	7984451	7984930	+	7984690	Chr6A	3728547	3729027	-	3728787	1.0	0.989	rearrangement:Chr6A_block1
gene:TraesCS6A02G016000	Chr6A	7986686	7989822	+	7988254	Chr6A	3724034	3727173	-	3725603	1.0	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A02G016100	Chr6A	7991233	7992453	+	7991843	Chr6A	3721400	3722620	-	3722010	1.0	0.987	rearrangement:Chr6A_block1
gene:TraesCS6A02G016200	Chr6A	7997318	8002713	+	8000015	Chr6A	3710379	3716715	-	3713547	1.0	0.997	rearrangement:Chr6A_block1
gene:TraesCS6A02G016300	Chr6A	8010136	8011082	-	8010609	Chr6A	3701999	3702945	+	3702472	1.0	0.994	rearrangement:Chr6A_block1
gene:TraesCS6A02G016400	Chr6A	8170486	8171640	+	8171063	Chr6A	3517822	3518976	-	3518399	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G016500	Chr6A	8174985	8176124	+	8175554	Chr6A	3513875	3514985	-	3514430	0.97	0.944	rearrangement:Chr6A_block1
gene:TraesCS6A02G016600	Chr6A	8197311	8197880	-	8197595	Chr6A	3487602	3488171	+	3487886	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G016700	Chr6A	8200649	8202396	-	8201522	Chr6A	3483410	3485157	+	3484283	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G016800	Chr6A	8208530	8212635	-	8210582	Chr6A	3473171	3477276	+	3475223	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G016900	Chr6A	8387900	8389290	+	8388595	Chr6A	3298668	3300058	-	3299363	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G017000	Chr6A	8394911	8395411	-	8395161	Chr6A	3292779	3293279	+	3293029	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G017100	Chr6A	8398228	8398521	+	8398374	Chr6A	3289669	3289962	-	3289815	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G017200	Chr6A	8598582	8599796	+	8599189	Chr6A	3089863	3091077	-	3090470	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G017300	Chr6A	8608989	8610176	+	8609582	Chr6A	3079483	3080670	-	3080076	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G017400	Chr6A	8620147	8624582	-	8622364	Chr6A	3065078	3069513	+	3067295	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G017500	Chr6A	8694483	8700180	-	8697331	Chr6A	2990176	2995956	+	2993066	1.0	0.974	rearrangement:Chr6A_block1
gene:TraesCS6A02G017600	Chr6A	8712254	8712775	+	8712514	Chr6A	2977876	2978397	-	2978136	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G017700	Chr6A	8712903	8713409	+	8713156	Chr6A	2977242	2977748	-	2977495	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G017800	Chr6A	8714461	8715204	-	8714832	Chr6A	2975447	2976190	+	2975818	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G017900	Chr6A	8753392	8755186	-	8754289	Chr6A	2935961	2937755	+	2936858	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G018000	Chr6A	8791105	8792861	-	8791983	Chr6A	2898555	2900311	+	2899433	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G018100	Chr6A	8803397	8803858	-	8803627	Chr6A	2887557	2888018	+	2887787	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G018200	Chr6A	8867153	8869156	-	8868154	Chr6A	2791940	2793943	+	2792941	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G018300	Chr6A	8991545	8995187	-	8993366	Chr6A	2667754	2671396	+	2669575	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A02G018400	Chr6A	9012310	9015592	-	9013951	Chr6A	2647351	2650633	+	2648992	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G018500	Chr6A	9036553	9046148	-	9041350	Chr6A	2617207	2626802	+	2622004	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G018600	Chr6A	9049098	9053672	+	9051385	Chr6A	2609683	2614257	-	2611970	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G018700	Chr6A	9054306	9054875	+	9054590	Chr6A	2608480	2609049	-	2608764	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G018900	Chr6A	9119801	9120055	+	9119928	Chr6A	2552052	2552306	-	2552179	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G018800	Chr6A	9119486	9123059	+	9121272	Chr6A	2555054	2558629	-	2556841	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A02G019000	Chr6A	9131524	9132066	+	9131795	Chr6A	2543046	2543588	-	2543317	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G019100	Chr6A	9134502	9135071	+	9134786	Chr6A	2540041	2540610	-	2540325	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G019200	Chr6A	9185748	9187177	+	9186462	Chr6A	2488456	2489885	-	2489170	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G019300	Chr6A	9316808	9320161	+	9318484	Chr6A	2364659	2368012	-	2366335	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G019400	Chr6A	9321033	9328519	+	9324776	Chr6A	2356301	2363787	-	2360044	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G019500	Chr6A	9336042	9338334	+	9337188	Chr6A	2346486	2348778	-	2347632	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G019600	Chr6A	9338849	9341832	+	9340340	Chr6A	2342988	2345971	-	2344479	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G019700	Chr6A	9346961	9348368	+	9347664	Chr6A	2336452	2337859	-	2337155	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G019800	Chr6A	9350241	9351374	+	9350807	Chr6A	2333446	2334579	-	2334012	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G019900	Chr6A	9355625	9356338	+	9355981	Chr6A	2328482	2329195	-	2328838	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G020000	Chr6A	9365253	9365759	+	9365506	Chr6A	2319439	2319945	-	2319692	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G020100	Chr6A	9372298	9378625	-	9375461	Chr6A	2306460	2312900	+	2309680	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G020200	Chr6A	9460913	9461839	-	9461376	Chr6A	2223121	2224047	+	2223584	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G020300	Chr6A	9461378	9464929	+	9463153	Chr6A	2220031	2223582	-	2221806	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G020400	Chr6A	9482380	9486337	+	9484358	Chr6A	2197908	2201865	-	2199886	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G020500	Chr6A	9519998	9520468	+	9520233	Chr6A	2164914	2165384	-	2165149	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G020600	Chr6A	9577381	9579529	-	9578455	Chr6A	2106395	2108543	+	2107469	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G020700	Chr6A	9653592	9654985	-	9654288	Chr6A	1989550	1990943	+	1990246	1.0	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A02G020800	Chr6A	9697835	9699188	-	9698511	Chr6A	2032520	2033873	+	2033196	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G020900	Chr6A	9947088	9947723	+	9947405	Chr6A	1748369	1749004	-	1748686	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G021000	Chr6A	10065936	10066669	+	10066302	Chr6A	1630881	1631614	-	1631247	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G021100	Chr6A	10137632	10138123	-	10137877	Chr6A	1560693	1561184	+	1560938	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G021200	Chr6A	10488206	10490358	+	10489282	Chr6A	973371	975523	-	974447	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G021300	Chr6A	10491634	10496460	-	10494047	Chr6A	967269	972095	+	969682	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G021400	Chr6A	10507193	10511374	-	10509283	Chr6A	952881	957062	+	954971	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G021500	Chr6A	10517461	10518516	+	10517988	Chr6A	945726	946781	-	946253	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G021600	Chr6A	10559982	10561177	+	10560579	Chr6A	903064	904259	-	903661	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G021700	Chr6A	10918614	10919495	+	10919054	Chr6A	545141	546022	-	545581	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G021800	Chr6A	10923513	10924481	-	10923997	Chr6A	540472	541440	+	540956	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G021900	Chr6A	11006033	11007811	-	11006922	Chr6A	458630	460408	+	459519	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G022100	Chr6A	11114461	11116444	-	11115452	Chr6A	350792	352775	+	351783	0.978	0.945	rearrangement:Chr6A_block1
gene:TraesCS6A02G022200	Chr6A	11157368	11159968	+	11158668	Chr6A	1184250	1186850	+	1185550	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G022300	Chr6A	11162069	11171187	-	11166628	Chr6A	1188951	1197874	-	1193412	0.999	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A02G022400	Chr6A	11231875	11236237	-	11234056	Chr6A	1257751	1262113	-	1259932	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G022500	Chr6A	11250000	11252434	-	11251217	Chr6A	1275621	1278055	-	1276838	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G022600	Chr6A	11268350	11274440	+	11271395	Chr6A	1293631	1299721	+	1296676	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G022700	Chr6A	11280128	11280811	-	11280469	Chr6A	1305409	1306092	-	1305750	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G005100	Chr6A	1960642	1961854	+	1961248	Chr6A	10643867	10645079	-	10644473	1.0	0.997	collinear
gene:TraesCS6A02G005200	Chr6A	1972751	1975657	+	1974204	Chr6A	10616797	10619711	-	10618254	0.999	0.99	collinear
gene:TraesCS6A02G005300	Chr6A	1985120	1987834	+	1986477	Chr6A	10603336	10606039	-	10604687	0.982	0.968	collinear
gene:TraesCS6A02G005400	Chr6A	2130377	2133736	+	2132056	Chr6A	10341172	10344398	-	10342785	1.0	0.988	collinear
gene:TraesCS6A02G005500	Chr6A	2144869	2145129	-	2144999	Chr6A	10329728	10329988	+	10329858	1.0	1.0	collinear
gene:TraesCS6A02G005600	Chr6A	2177764	2180753	-	2179258	Chr6A	10295039	10297544	+	10296291	0.996	0.977	collinear
gene:TraesCS6A02G005700	Chr6A	2221023	2222302	-	2221662	Chr6A	10235769	10237051	+	10236410	1.0	0.992	collinear
gene:TraesCS6A02G005800	Chr6A	2232270	2234509	-	2233389	Chr6A	10209060	10211374	+	10210217	1.0	0.992	collinear
