gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS4B02G149500	Chr4B	222558890	222563059	-	222560974	Chr4B	224895707	224899876	+	224897791	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G149600	Chr4B	222603782	222615097	-	222609439	Chr4B	224844113	224855430	+	224849771	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G149900	Chr4B	226511444	226513027	-	226512235	Chr4B	229081159	229082742	-	229081950	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G150000	Chr4B	228435317	228439336	-	228437326	Chr4B	230989452	230993471	-	230991461	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G150100	Chr4B	229930600	229931134	+	229930867	Chr4B	232461012	232461546	+	232461279	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G150200	Chr4B	230008346	230011748	-	230010047	Chr4B	232537758	232541160	-	232539459	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G000300	Chr4B	233604	235207	-	234405	Chr4B	263104	264670	-	263887	0.958	0.922	collinear
gene:TraesCS4B02G000400	Chr4B	235554	237151	-	236352	Chr4B	265017	266614	-	265815	1.0	0.998	collinear
gene:TraesCS4B02G000500	Chr4B	536859	540040	-	538449	Chr4B	1440145	1443365	+	1441755	0.98	0.924	collinear
gene:TraesCS4B02G000600	Chr4B	556850	559568	-	558209	Chr4B	1430363	1433085	+	1431724	1.0	0.995	collinear
gene:TraesCS4B02G000700	Chr4B	593305	593700	+	593502	Chr4B	1387534	1387920	-	1387727	0.977	0.972	collinear
gene:TraesCS4B02G000800	Chr4B	606792	608698	-	607745	Chr4B	1381330	1383240	+	1382285	1.0	0.994	collinear
gene:TraesCS4B02G000900	Chr4B	621192	623232	-	622212	Chr4B	1285618	1287556	+	1286587	0.98	0.968	collinear
gene:TraesCS4B02G001000	Chr4B	639894	640937	-	640415	Chr4B	1267848	1268891	+	1268369	0.997	0.968	collinear
gene:TraesCS4B02G001100	Chr4B	652667	654439	-	653553	Chr4B	1254620	1256390	+	1255505	0.998	0.997	collinear
gene:TraesCS4B02G001200	Chr4B	804929	806039	-	805484	Chr4B	1138171	1139343	+	1138757	0.996	0.922	collinear
gene:TraesCS4B02G001300	Chr4B	807708	809435	+	808571	Chr4B	1134775	1136502	-	1135638	0.999	0.998	collinear
gene:TraesCS4B02G001400	Chr4B	811058	811978	-	811518	Chr4B	1132307	1133227	+	1132767	1.0	0.996	collinear
gene:TraesCS4B02G001500	Chr4B	824217	826230	-	825223	Chr4B	1118473	1120438	+	1119455	0.975	0.973	collinear
gene:TraesCS4B02G001600	Chr4B	1046619	1049898	-	1048258	Chr4B	922560	925841	+	924200	1.0	0.994	collinear
gene:TraesCS4B02G001700	Chr4B	1055642	1057009	+	1056325	Chr4B	907000	908373	-	907686	1.0	0.967	collinear
gene:TraesCS4B02G001800	Chr4B	1055540	1057158	-	1056349	Chr4B	906851	908475	+	907663	1.0	0.972	collinear
gene:TraesCS4B02G001900	Chr4B	1080301	1080693	-	1080497	Chr4B	883390	883779	+	883584	0.992	0.966	collinear
gene:TraesCS4B02G002000	Chr4B	1101906	1102898	+	1102402	Chr4B	861534	862550	-	862042	1.0	0.974	collinear
gene:TraesCS4B02G002100	Chr4B	1135933	1136559	+	1136246	Chr4B	829741	830367	-	830054	1.0	0.99	collinear
gene:TraesCS4B02G002200	Chr4B	1198805	1199422	-	1199113	Chr4B	779739	780368	+	780053	1.0	0.973	collinear
gene:TraesCS4B02G002300	Chr4B	1243148	1246366	-	1244757	Chr4B	745314	748559	+	746936	0.998	0.984	collinear
gene:TraesCS4B02G002400	Chr4B	1257749	1263057	+	1260403	Chr4B	726985	732315	-	729650	1.0	0.992	collinear
gene:TraesCS4B02G002500	Chr4B	1264008	1265225	-	1264616	Chr4B	724350	725564	+	724957	0.985	0.97	collinear
gene:TraesCS4B02G002600	Chr4B	1316142	1320257	+	1318199	Chr4B	669890	674025	-	671957	1.0	0.991	collinear
gene:TraesCS4B02G002700	Chr4B	1321134	1325121	-	1323127	Chr4B	665079	669017	+	667048	0.985	0.985	collinear
gene:TraesCS4B02G002800	Chr4B	1696842	1698167	+	1697504	Chr4B	2054994	2056297	+	2055645	0.969	0.944	collinear
