gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS5D02G003100	Chr5D	3012448	3013888	+	3013168	Chr5D	186887	188327	+	187607	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G003200	Chr5D	3070546	3072038	+	3071292	Chr5D	244669	246161	+	245415	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G003300	Chr5D	3135889	3136720	+	3136304	Chr5D	309849	310678	+	310263	0.997	0.997	rearrangement:Chr5D_block1
gene:TraesCS5D02G003400	Chr5D	3271656	3276929	-	3274292	Chr5D	445116	450320	-	447718	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G003500	Chr5D	3540352	3545524	+	3542938	Chr5D	711230	716402	+	713816	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G003600	Chr5D	3547588	3549314	-	3548451	Chr5D	718466	720192	-	719329	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G003700	Chr5D	3553026	3553691	+	3553358	Chr5D	723904	724569	+	724236	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G003800	Chr5D	3555525	3557419	-	3556472	Chr5D	726403	728297	-	727350	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G003900	Chr5D	3566155	3569172	-	3567663	Chr5D	736807	739824	-	738315	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G004000	Chr5D	3571184	3571678	+	3571431	Chr5D	741836	742330	+	742083	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G004100	Chr5D	3591526	3591972	+	3591749	Chr5D	762180	762626	+	762403	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G004200	Chr5D	3595737	3598046	-	3596891	Chr5D	766391	768700	-	767545	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G004300	Chr5D	3609672	3610121	+	3609896	Chr5D	780326	780775	+	780550	1.0	0.997	rearrangement:Chr5D_block1
gene:TraesCS5D02G004400	Chr5D	3632895	3634463	+	3633679	Chr5D	803696	805264	+	804480	1.0	0.998	rearrangement:Chr5D_block1
gene:TraesCS5D02G004500	Chr5D	3635856	3637346	+	3636601	Chr5D	806657	808147	+	807402	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G004600	Chr5D	3635823	3640034	-	3637928	Chr5D	806624	810835	-	808729	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G004700	Chr5D	3659254	3660822	-	3660038	Chr5D	830057	831625	-	830841	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G004800	Chr5D	3751055	3754819	-	3752937	Chr5D	921404	925168	-	923286	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G004900	Chr5D	3764987	3767616	+	3766301	Chr5D	935134	937763	+	936448	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G005000	Chr5D	3869802	3870474	+	3870138	Chr5D	4375261	4375933	-	4375597	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G005100	Chr5D	3875414	3875906	+	3875660	Chr5D	4370068	4370560	-	4370314	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G005200	Chr5D	3927655	3930733	-	3929194	Chr5D	4315837	4318915	+	4317376	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G005300	Chr5D	4040337	4056481	-	4048409	Chr5D	4192564	4208007	+	4200285	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G005400	Chr5D	4248045	4260277	-	4254161	Chr5D	3991943	4003906	+	3997924	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G005416	Chr5D	4263180	4269905	-	4266542	Chr5D	3982444	3989040	+	3985742	0.98	0.966	rearrangement:Chr5D_block1
gene:TraesCS5D02G005500	Chr5D	4308644	4312615	-	4310629	Chr5D	3941010	3944982	+	3942996	0.998	0.997	rearrangement:Chr5D_block1
gene:TraesCS5D02G005600	Chr5D	4324446	4339154	+	4331800	Chr5D	3914916	3929624	-	3922270	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G005700	Chr5D	5098667	5103878	-	5101272	Chr5D	3156024	3161235	+	3158629	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D02G005800	Chr5D	5116756	5119168	-	5117962	Chr5D	3140796	3143208	+	3142002	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D02G005900	Chr5D	5153833	5164389	-	5159111	Chr5D	3096477	3106937	+	3101707	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006000	Chr5D	5170287	5174463	-	5172375	Chr5D	3086403	3090579	+	3088491	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006100	Chr5D	5219358	5222946	-	5221152	Chr5D	3050049	3053637	+	3051843	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006200	Chr5D	5273740	5276900	-	5275320	Chr5D	2997098	3000258	+	2998678	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006300	Chr5D	5355307	5358772	+	5357039	Chr5D	2915699	2919164	-	2917431	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006400	Chr5D	5367331	5369010	+	5368170	Chr5D	2905752	2907431	-	2906591	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006500	Chr5D	5423121	5425692	+	5424406	Chr5D	2849520	2852091	-	2850805	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D02G006600	Chr5D	5557189	5565296	+	5561242	Chr5D	2711099	2719206	-	2715152	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D02G006700	Chr5D	5586931	5598362	-	5592646	Chr5D	2677127	2688542	+	2682834	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006800	Chr5D	5630638	5632381	-	5631509	Chr5D	2643723	2645466	+	2644594	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G006900	Chr5D	5792275	5795547	+	5793911	Chr5D	2482397	2485655	-	2484026	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G007000	Chr5D	5795798	5811501	-	5803649	Chr5D	2466452	2482155	+	2474303	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G007100	Chr5D	5816382	5825369	-	5820875	Chr5D	2452851	2461555	+	2457203	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G007200	Chr5D	6005545	6009431	+	6007488	Chr5D	2269245	2273131	-	2271188	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G007300	Chr5D	6086019	6087311	-	6086665	Chr5D	2192473	2193765	+	2193119	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G007400	Chr5D	6098712	6103466	-	6101089	Chr5D	2176822	2181576	+	2179199	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D02G007500	Chr5D	6117352	6123906	+	6120629	Chr5D	2156651	2163205	-	2159928	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G007600	Chr5D	6164783	6165481	-	6165132	Chr5D	2115987	2116685	+	2116336	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G007700	Chr5D	6170878	6170982	-	6170930	Chr5D	2110486	2110590	+	2110538	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G007800	Chr5D	6175689	6175876	-	6175782	Chr5D	2105592	2105779	+	2105685	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G007900	Chr5D	6177829	6178296	-	6178062	Chr5D	2103172	2103639	+	2103405	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G008000	Chr5D	6180089	6180199	-	6180144	Chr5D	2101269	2101379	+	2101324	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G008100	Chr5D	6180601	6180795	-	6180698	Chr5D	2100673	2100867	+	2100770	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G008200	Chr5D	6181929	6182994	+	6182461	Chr5D	2098474	2099539	-	2099006	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G008300	Chr5D	6186436	6187430	+	6186933	Chr5D	2094038	2095032	-	2094535	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G008400	Chr5D	6187541	6187756	-	6187648	Chr5D	2093712	2093927	+	2093819	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G008500	Chr5D	6188132	6188581	-	6188356	Chr5D	2092887	2093336	+	2093111	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G008600	Chr5D	6188190	6189290	+	6188740	Chr5D	2092178	2093278	-	2092728	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G008900	Chr5D	6192612	6192822	-	6192717	Chr5D	2088646	2088856	+	2088751	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G009000	Chr5D	6193148	6195391	-	6194269	Chr5D	2086077	2088320	+	2087198	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G009100	Chr5D	6198658	6198939	-	6198798	Chr5D	2082527	2082808	+	2082667	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G009200	Chr5D	6199751	6199987	-	6199869	Chr5D	2081479	2081715	+	2081597	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G009300	Chr5D	6200091	6200222	+	6200156	Chr5D	2081244	2081375	-	2081309	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G009400	Chr5D	6202570	6203283	+	6202926	Chr5D	2078183	2078896	-	2078539	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G009500	Chr5D	6205465	6205665	-	6205565	Chr5D	2075800	2076000	+	2075900	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G009600	Chr5D	6206106	6206234	-	6206170	Chr5D	2075231	2075359	+	2075295	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G009800	Chr5D	6208807	6208923	+	6208865	Chr5D	2072542	2072658	-	2072600	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G009900	Chr5D	6209028	6209171	+	6209099	Chr5D	2072294	2072437	-	2072365	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G010200	Chr5D	6217773	6219137	-	6218455	Chr5D	2066111	2067475	+	2066793	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G010300	Chr5D	6220148	6232655	+	6226401	Chr5D	2052594	2065100	-	2058847	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G010400	Chr5D	6233466	6233879	+	6233672	Chr5D	2051370	2051783	-	2051576	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G010500	Chr5D	6235855	6236217	+	6236036	Chr5D	2049032	2049394	-	2049213	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G010600	Chr5D	6236512	6236943	+	6236727	Chr5D	2048306	2048737	-	2048521	1.0	1.0	rearrangement:Chr5D_block1
