gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS6D02G026100	Chr6D	9960503	9960984	+	9960743	Chr6D	22242000	22242481	+	22242240	1.0	1.0	collinear
gene:TraesCS6D02G055500	Chr6D	26350315	26352137	+	26351226	Chr6D	33679310	33681132	+	33680221	1.0	0.998	collinear
gene:TraesCS6D02G055600	Chr6D	26359612	26368854	-	26364233	Chr6D	33695320	33704709	-	33700014	0.999	0.991	collinear
gene:TraesCS6D02G055700	Chr6D	26516091	26517570	+	26516830	Chr6D	33860844	33862323	+	33861583	1.0	0.993	collinear
gene:TraesCS6D02G055900	Chr6D	26750495	26751757	-	26751126	Chr6D	34087007	34088269	-	34087638	1.0	0.989	collinear
gene:TraesCS6D02G056000	Chr6D	26755471	26761458	-	26758464	Chr6D	34091986	34097977	-	34094981	1.0	0.997	collinear
gene:TraesCS6D02G056100	Chr6D	26815448	26817069	-	26816258	Chr6D	34165842	34167463	-	34166652	1.0	0.995	collinear
gene:TraesCS6D02G056200	Chr6D	26859266	26860817	-	26860041	Chr6D	34202751	34204302	-	34203526	1.0	0.995	collinear
gene:TraesCS6D02G056300	Chr6D	27026824	27030521	-	27028672	Chr6D	34331986	34335681	-	34333833	1.0	0.998	collinear
gene:TraesCS6D02G056400	Chr6D	27031651	27032841	-	27032246	Chr6D	34336703	34337893	-	34337298	1.0	0.996	collinear
gene:TraesCS6D02G056500	Chr6D	27045087	27045818	+	27045452	Chr6D	54019517	54020248	-	54019882	1.0	0.975	collinear
gene:TraesCS6D02G056600	Chr6D	27056856	27059250	+	27058053	Chr6D	34353141	34355536	+	34354338	1.0	0.988	collinear
gene:TraesCS6D02G056700	Chr6D	27118854	27119513	+	27119183	Chr6D	34408148	34408806	+	34408477	0.998	0.992	collinear
gene:TraesCS6D02G056800	Chr6D	27122327	27122824	+	27122575	Chr6D	34411620	34412132	+	34411876	1.0	0.933	collinear
gene:TraesCS6D02G056900	Chr6D	27123100	27126984	-	27125042	Chr6D	34462389	34466301	-	34464345	0.987	0.961	collinear
gene:TraesCS6D02G057000	Chr6D	27146962	27147645	+	27147303	Chr6D	34471285	34471968	+	34471626	1.0	0.99	collinear
gene:TraesCS6D02G057100	Chr6D	27201950	27202414	+	27202182	Chr6D	34507252	34507716	+	34507484	1.0	0.993	collinear
gene:TraesCS6D02G057200	Chr6D	27305553	27306028	+	27305790	Chr6D	34557953	34558440	+	34558196	1.0	0.99	collinear
gene:TraesCS6D02G057400	Chr6D	27323929	27324628	+	27324278	Chr6D	34619775	34620474	+	34620124	1.0	0.99	collinear
gene:TraesCS6D02G057500	Chr6D	27324856	27329169	-	27327012	Chr6D	34620702	34625009	-	34622855	0.999	0.994	collinear
gene:TraesCS6D02G057700	Chr6D	27421302	27423375	-	27422338	Chr6D	34743180	34745318	-	34744249	0.996	0.992	collinear
gene:TraesCS6D02G057800	Chr6D	27452143	27453660	+	27452901	Chr6D	35065343	35066860	+	35066101	1.0	0.996	collinear
gene:TraesCS6D02G057900	Chr6D	27493153	27499715	+	27496434	Chr6D	35177630	35184192	+	35180911	1.0	1.0	collinear
gene:TraesCS6D02G058000	Chr6D	27503270	27507071	-	27505170	Chr6D	35187388	35191189	-	35189288	1.0	1.0	collinear
gene:TraesCS6D02G058100	Chr6D	27509937	27513124	-	27511530	Chr6D	35194055	35197242	-	35195648	1.0	1.0	collinear
gene:TraesCS6D02G058200	Chr6D	27520417	27527535	-	27523976	Chr6D	35204537	35211655	-	35208096	1.0	1.0	collinear
gene:TraesCS6D02G058300	Chr6D	27532845	27534093	-	27533469	Chr6D	35216965	35218213	-	35217589	1.0	1.0	collinear
gene:TraesCS6D02G058400	Chr6D	27534172	27534883	-	27534527	Chr6D	35218292	35219003	-	35218647	1.0	1.0	collinear
gene:TraesCS6D02G058500	Chr6D	27537396	27538708	-	27538052	Chr6D	35221516	35222828	-	35222172	1.0	1.0	collinear
gene:TraesCS6D02G058600	Chr6D	27549292	27553823	-	27551557	Chr6D	35233103	35237401	-	35235252	1.0	1.0	collinear
gene:TraesCS6D02G058700	Chr6D	27672861	27676403	-	27674632	Chr6D	35356243	35359756	-	35357999	0.977	0.977	collinear
gene:TraesCS6D02G058800	Chr6D	27679682	27683795	-	27681738	Chr6D	35362866	35366979	-	35364922	1.0	1.0	collinear
gene:TraesCS6D02G058900	Chr6D	27685567	27690808	+	27688187	Chr6D	35368751	35373992	+	35371371	1.0	1.0	collinear
gene:TraesCS6D02G059000	Chr6D	27707533	27708480	-	27708006	Chr6D	35390717	35391664	-	35391190	1.0	1.0	collinear
gene:TraesCS6D02G059100	Chr6D	27729938	27732271	+	27731104	Chr6D	35413122	35415454	+	35414288	1.0	1.0	collinear
gene:TraesCS6D02G059200	Chr6D	27733362	27739600	-	27736481	Chr6D	35416545	35422783	-	35419664	1.0	1.0	collinear
gene:TraesCS6D02G059300	Chr6D	27819143	27820652	-	27819897	Chr6D	35500900	35502409	-	35501654	1.0	1.0	collinear
gene:TraesCS6D02G059400	Chr6D	27840233	27843311	+	27841772	Chr6D	35521811	35524889	+	35523350	1.0	1.0	collinear
gene:TraesCS6D02G059500	Chr6D	27845300	27849187	+	27847243	Chr6D	35526729	35530616	+	35528672	1.0	1.0	collinear
gene:TraesCS6D02G059700	Chr6D	28028173	28028481	-	28028327	Chr6D	35601815	35602123	-	35601969	1.0	0.996	collinear
gene:TraesCS6D02G059800	Chr6D	28029509	28029721	-	28029615	Chr6D	35603151	35603363	-	35603257	1.0	1.0	collinear
gene:TraesCS6D02G059900	Chr6D	28034312	28034668	-	28034490	Chr6D	35607956	35608312	-	35608134	1.0	0.997	collinear
gene:TraesCS6D02G060000	Chr6D	28154006	28155199	+	28154602	Chr6D	35751384	35752577	+	35751980	1.0	0.999	collinear
gene:TraesCS6D02G060100	Chr6D	28162313	28162627	-	28162470	Chr6D	35759432	35759746	-	35759589	1.0	1.0	collinear
gene:TraesCS6D02G060200	Chr6D	28243049	28246438	-	28244743	Chr6D	35840093	35843493	-	35841793	1.0	0.984	collinear
gene:TraesCS6D02G060400	Chr6D	28295207	28301806	-	28298506	Chr6D	36105896	36112493	-	36109194	0.999	0.995	collinear
gene:TraesCS6D02G060500	Chr6D	28301828	28305178	-	28303503	Chr6D	36112515	36115863	-	36114189	0.992	0.967	collinear
gene:TraesCS6D02G060600	Chr6D	28309343	28309706	-	28309524	Chr6D	36120032	36120395	-	36120213	1.0	1.0	collinear
gene:TraesCS6D02G060700	Chr6D	28409038	28411475	-	28410256	Chr6D	36271677	36274117	-	36272897	1.0	0.995	collinear
gene:TraesCS6D02G060800	Chr6D	28413158	28416084	-	28414621	Chr6D	36275769	36278703	-	36277236	1.0	0.994	collinear
gene:TraesCS6D02G061100	Chr6D	28653826	28658412	-	28656119	Chr6D	41257608	41262193	+	41259900	1.0	0.996	collinear
gene:TraesCS6D02G061200	Chr6D	28680053	28683632	-	28681842	Chr6D	41229209	41232795	+	41231002	1.0	0.994	collinear
