gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS1A02G004200	Chr1A	2540491	2540958	-	2540724	Chr1A	7332455	7332922	-	7332688	1.0	0.997	collinear
gene:TraesCS1A02G004400	Chr1A	2642460	2648016	-	2645238	Chr1A	7454635	7460202	-	7457418	1.0	0.99	collinear
gene:TraesCS1A02G004500	Chr1A	2661957	2667052	-	2664504	Chr1A	7474742	7480400	-	7477571	1.0	0.993	collinear
gene:TraesCS1A02G004600	Chr1A	2837094	2843854	-	2840474	Chr1A	7702520	7709258	-	7705889	1.0	0.986	collinear
gene:TraesCS1A02G004700	Chr1A	2847902	2850951	+	2849426	Chr1A	7713274	7716323	+	7714798	1.0	0.985	collinear
gene:TraesCS1A02G004800	Chr1A	2934676	2938176	+	2936426	Chr1A	7772443	7775940	+	7774191	0.998	0.994	collinear
gene:TraesCS1A02G004900	Chr1A	2942044	2945027	+	2943535	Chr1A	7779823	7782329	+	7781076	1.0	0.993	collinear
gene:TraesCS1A02G005400	Chr1A	3117194	3118502	+	3117848	Chr1A	7860121	7861446	+	7860783	0.985	0.913	collinear
gene:TraesCS1A02G005600	Chr1A	3255618	3262577	-	3259097	Chr1A	7931355	7937835	-	7934595	0.941	0.925	collinear
gene:TraesCS1A02G005700	Chr1A	3377838	3383699	+	3380768	Chr1A	7993364	7999435	+	7996399	0.985	0.953	collinear
gene:TraesCS1A02G005800	Chr1A	3386287	3391808	-	3389047	Chr1A	8003211	8008689	-	8005950	1.0	0.989	collinear
gene:TraesCS1A02G005900	Chr1A	3446931	3450200	+	3448565	Chr1A	8044671	8047948	+	8046309	0.987	0.954	collinear
gene:TraesCS1A02G006000	Chr1A	3451854	3454772	-	3453313	Chr1A	8060647	8063552	-	8062099	0.995	0.987	collinear
gene:TraesCS1A02G006400	Chr1A	3531339	3532796	-	3532067	Chr1A	7787395	7788855	+	7788125	1.0	0.916	collinear
gene:TraesCS1A02G006500	Chr1A	3579010	3582502	-	3580756	Chr1A	8326634	8330066	-	8328350	0.981	0.94	collinear
gene:TraesCS1A02G007000	Chr1A	3677964	3679612	-	3678788	Chr1A	8341817	8343465	-	8342641	1.0	0.993	collinear
gene:TraesCS1A02G007100	Chr1A	3698525	3700965	-	3699745	Chr1A	8349511	8351951	-	8350731	1.0	0.988	collinear
gene:TraesCS1A02G007200	Chr1A	3776339	3777238	+	3776788	Chr1A	8386943	8387908	+	8387425	1.0	0.915	collinear
gene:TraesCS1A02G007344	Chr1A	3910395	3911267	+	3910831	Chr1A	8491411	8492283	+	8491847	0.998	0.974	collinear
gene:TraesCS1A02G007400	Chr1A	4033339	4034196	+	4033767	Chr1A	8527852	8528709	+	8528280	1.0	0.99	collinear
gene:TraesCS1A02G007405	Chr1A	4041324	4042181	+	4041752	Chr1A	8520171	8521028	+	8520599	1.0	0.986	collinear
gene:TraesCS1A02G007500	Chr1A	4045713	4048684	+	4047198	Chr1A	8535357	8538391	+	8536874	0.979	0.925	collinear
gene:TraesCS1A02G007600	Chr1A	4047966	4048290	-	4048128	Chr1A	8537683	8538019	-	8537851	1.0	0.961	collinear
gene:TraesCS1A02G007700	Chr1A	4053221	4053823	+	4053522	Chr1A	8542433	8543035	+	8542734	1.0	0.995	collinear
gene:TraesCS1A02G007800	Chr1A	4054742	4054960	+	4054851	Chr1A	8543994	8544212	+	8544103	1.0	0.958	collinear
gene:TraesCS1A02G007900	Chr1A	4063197	4063406	+	4063301	Chr1A	8741364	8741573	+	8741468	1.0	0.976	collinear
gene:TraesCS1A02G008600	Chr1A	5023873	5029289	-	5026581	Chr1A	9618029	9623535	-	9620782	1.0	0.982	collinear
gene:TraesCS1A02G008900	Chr1A	5233610	5235545	+	5234577	Chr1A	9860541	9862542	+	9861541	1.0	0.978	collinear
gene:TraesCS1A02G009000	Chr1A	5491027	5495112	+	5493069	Chr1A	10090936	10095021	+	10092978	1.0	0.981	collinear
gene:TraesCS1A02G010600	Chr1A	6438286	6439101	-	6438693	Chr1A	10190939	10191461	-	10191200	0.96	0.947	collinear
gene:TraesCS1A02G010900	Chr1A	6517423	6518340	+	6517881	Chr1A	10250721	10251638	+	10251179	1.0	0.991	collinear
gene:TraesCS1A02G010905	Chr1A	6561797	6562688	+	6562242	Chr1A	10279302	10280186	+	10279744	0.976	0.937	collinear
gene:TraesCS1A02G011400	Chr1A	6760744	6764265	-	6762504	Chr1A	10410744	10414146	-	10412445	0.984	0.977	collinear
gene:TraesCS1A02G011600	Chr1A	6766340	6766555	-	6766447	Chr1A	10415052	10415267	-	10415159	1.0	0.949	collinear
gene:TraesCS1A02G011700	Chr1A	6773469	6773978	-	6773723	Chr1A	10445468	10445971	-	10445719	0.982	0.959	collinear
gene:TraesCS1A02G012500	Chr1A	7178200	7184960	+	7181580	Chr1A	10496099	10502855	+	10499477	0.996	0.976	collinear
gene:TraesCS1A02G012600	Chr1A	7185497	7186507	+	7186002	Chr1A	10503382	10504392	+	10503887	1.0	0.982	collinear
gene:TraesCS1A02G012700	Chr1A	7228719	7229943	-	7229331	Chr1A	10542944	10544181	-	10543562	1.0	0.978	collinear
gene:TraesCS1A02G012800	Chr1A	7274801	7275803	+	7275302	Chr1A	10554012	10555014	+	10554513	1.0	0.992	collinear
gene:TraesCS1A02G012900	Chr1A	7276861	7279534	+	7278197	Chr1A	10555984	10558524	+	10557254	0.917	0.911	collinear
gene:TraesCS1A02G013000	Chr1A	7281836	7294634	+	7288235	Chr1A	10559657	10571776	+	10565716	0.985	0.975	collinear
gene:TraesCS1A02G013100	Chr1A	7311700	7312269	+	7311984	Chr1A	10594401	10594988	+	10594694	0.996	0.935	collinear
gene:TraesCS1A02G013200	Chr1A	7315101	7325769	+	7320435	Chr1A	10599724	10614474	+	10607099	0.987	0.978	collinear
gene:TraesCS1A02G013400	Chr1A	7525852	7526447	-	7526149	Chr1A	10798648	10799245	-	10798946	1.0	0.996	collinear
gene:TraesCS1A02G013500	Chr1A	7536155	7536445	+	7536300	Chr1A	10815902	10816192	+	10816047	1.0	0.986	collinear
gene:TraesCS1A02G013600	Chr1A	7642614	7643473	+	7643043	Chr1A	10902985	10903855	+	10903420	1.0	0.982	collinear
gene:TraesCS1A02G013700	Chr1A	7651464	7654123	-	7652793	Chr1A	10981430	10984262	+	10982846	0.995	0.976	collinear
gene:TraesCS1A02G013800	Chr1A	7657145	7669998	-	7663571	Chr1A	10960664	10973284	+	10966974	1.0	0.986	collinear
gene:TraesCS1A02G013900	Chr1A	7675688	7677264	-	7676476	Chr1A	10955127	10956701	+	10955914	0.998	0.996	collinear
gene:TraesCS1A02G014300	Chr1A	7811031	7813406	+	7812218	Chr1A	11082334	11084709	+	11083521	1.0	0.979	collinear
gene:TraesCS1A02G014400	Chr1A	7830271	7830939	+	7830605	Chr1A	11334489	11335163	-	11334826	1.0	0.98	collinear
gene:TraesCS1A02G014500	Chr1A	7834685	7837216	+	7835950	Chr1A	11326983	11329514	-	11328248	1.0	0.98	collinear
gene:TraesCS1A02G014900	Chr1A	8141960	8144500	-	8143230	Chr1A	11427255	11429795	-	11428525	1.0	0.994	collinear
gene:TraesCS1A02G015000	Chr1A	8157346	8159856	-	8158601	Chr1A	11442225	11444735	-	11443480	1.0	1.0	collinear
gene:TraesCS1A02G015100	Chr1A	8238257	8239411	-	8238834	Chr1A	11549242	11550396	-	11549819	1.0	1.0	collinear
gene:TraesCS1A02G015200	Chr1A	8239469	8244826	-	8242147	Chr1A	11550454	11555823	-	11553138	1.0	0.999	collinear
gene:TraesCS1A02G015300	Chr1A	8247217	8251270	+	8249243	Chr1A	11558213	11562266	+	11560239	1.0	1.0	collinear
gene:TraesCS1A02G015378	Chr1A	8260051	8261991	+	8261021	Chr1A	11571039	11572998	+	11572018	1.0	0.989	collinear
gene:TraesCS1A02G015400	Chr1A	8264166	8266341	-	8265253	Chr1A	11575173	11577348	-	11576260	1.0	0.999	collinear
gene:TraesCS1A02G015500	Chr1A	8291349	8292883	-	8292116	Chr1A	11601887	11603421	-	11602654	1.0	1.0	collinear
gene:TraesCS1A02G015600	Chr1A	8295508	8297343	+	8296425	Chr1A	11606046	11607881	+	11606963	1.0	1.0	collinear
gene:TraesCS1A02G015700	Chr1A	8311562	8313243	+	8312402	Chr1A	11622100	11623781	+	11622940	1.0	1.0	collinear
gene:TraesCS1A02G015800	Chr1A	8320695	8322586	+	8321640	Chr1A	11631233	11633124	+	11632178	1.0	1.0	collinear
gene:TraesCS1A02G015900	Chr1A	8325715	8329799	+	8327757	Chr1A	11636253	11640337	+	11638295	1.0	1.0	collinear
gene:TraesCS1A02G016000	Chr1A	8331822	8334602	+	8333212	Chr1A	11642360	11645140	+	11643750	1.0	1.0	collinear
gene:TraesCS1A02G016100	Chr1A	8341907	8344730	+	8343318	Chr1A	11652445	11655268	+	11653856	1.0	1.0	collinear
gene:TraesCS1A02G016203	Chr1A	8611945	8615970	-	8613957	Chr1A	11924759	11928784	-	11926771	1.0	1.0	collinear
gene:TraesCS1A02G016200	Chr1A	8628133	8633964	-	8631048	Chr1A	11940947	11946778	-	11943862	1.0	1.0	collinear
gene:TraesCS1A02G016300	Chr1A	8665006	8669951	+	8667478	Chr1A	11976970	11981917	+	11979443	1.0	1.0	collinear
gene:TraesCS1A02G016400	Chr1A	8715361	8719129	-	8717245	Chr1A	12027004	12030772	-	12028888	1.0	1.0	collinear
gene:TraesCS1A02G016500	Chr1A	8732467	8732691	+	8732579	Chr1A	12043989	12044213	+	12044101	1.0	1.0	collinear
gene:TraesCS1A02G016600	Chr1A	9089751	9092824	+	9091287	Chr1A	12397616	12400689	+	12399152	1.0	1.0	collinear
gene:TraesCS1A02G016800	Chr1A	9103014	9104091	-	9103552	Chr1A	12414454	12415531	-	12414992	1.0	1.0	collinear
gene:TraesCS1A02G016900	Chr1A	9104841	9110639	-	9107740	Chr1A	12416281	12422079	-	12419180	1.0	1.0	collinear
gene:TraesCS1A02G017000	Chr1A	9119143	9123202	+	9121172	Chr1A	12430801	12434472	+	12432636	0.92	0.92	collinear
gene:TraesCS1A02G017100	Chr1A	9125924	9126091	+	9126007	Chr1A	12437194	12437361	+	12437277	1.0	1.0	collinear
gene:TraesCS1A02G017200	Chr1A	9126999	9129494	-	9128246	Chr1A	12438269	12440764	-	12439516	1.0	0.999	collinear
gene:TraesCS1A02G017300	Chr1A	9156307	9157322	+	9156814	Chr1A	12495414	12496431	+	12495922	0.998	0.986	collinear
gene:TraesCS1A02G017400	Chr1A	9194440	9195385	+	9194912	Chr1A	12545153	12546098	+	12545625	1.0	0.995	collinear
gene:TraesCS1A02G017600	Chr1A	9219941	9221744	-	9220842	Chr1A	12671122	12672922	-	12672022	0.998	0.991	collinear
gene:TraesCS1A02G017700	Chr1A	9232851	9236545	-	9234698	Chr1A	12679058	12682548	-	12680803	0.999	0.964	collinear
gene:TraesCS1A02G017800	Chr1A	9340848	9344270	+	9342559	Chr1A	12779666	12783088	+	12781377	1.0	0.998	collinear
gene:TraesCS1A02G017900	Chr1A	9355372	9357968	-	9356670	Chr1A	12793843	12796448	-	12795145	0.998	0.969	collinear
gene:TraesCS1A02G018000	Chr1A	9359231	9363721	+	9361476	Chr1A	13661924	13666449	+	13664186	0.993	0.959	collinear
gene:TraesCS1A02G018100	Chr1A	9369967	9375647	-	9372807	Chr1A	12805761	12808431	-	12807096	0.997	0.995	collinear
gene:TraesCS1A02G018200	Chr1A	9468842	9469968	+	9469405	Chr1A	12848899	12850025	+	12849462	1.0	0.995	collinear
gene:TraesCS1A02G018700	Chr1A	9561507	9563163	-	9562335	Chr1A	13669158	13670803	-	13669980	0.993	0.971	collinear
gene:TraesCS1A02G018800	Chr1A	9572396	9575377	-	9573886	Chr1A	13680082	13683058	-	13681570	1.0	0.981	collinear
gene:TraesCS1A02G018900	Chr1A	9579534	9583651	-	9581592	Chr1A	13687455	13690949	-	13689202	0.994	0.981	collinear
gene:TraesCS1A02G019000	Chr1A	9586486	9589430	-	9587958	Chr1A	13693784	13696728	-	13695256	1.0	0.993	collinear
gene:TraesCS1A02G019100	Chr1A	9597803	9600713	-	9599258	Chr1A	13705140	13707797	-	13706468	0.98	0.976	collinear
gene:TraesCS1A02G019200	Chr1A	9642195	9644901	-	9643548	Chr1A	13777520	13780245	-	13778882	0.999	0.969	collinear
gene:TraesCS1A02G019400	Chr1A	9762052	9764101	+	9763076	Chr1A	13799442	13801491	+	13800466	1.0	0.995	collinear
gene:TraesCS1A02G019500	Chr1A	9772102	9773591	+	9772846	Chr1A	13813862	13815351	+	13814606	1.0	0.978	collinear
gene:TraesCS1A02G019600	Chr1A	9787090	9788709	-	9787899	Chr1A	13828672	13830279	-	13829475	0.992	0.967	collinear
gene:TraesCS1A02G019700	Chr1A	9855921	9858405	+	9857163	Chr1A	13923674	13925875	+	13924774	0.999	0.932	collinear
gene:TraesCS1A02G019900	Chr1A	9968704	9972586	+	9970645	Chr1A	13934275	13938017	+	13936146	0.994	0.953	collinear
gene:TraesCS1A02G020000	Chr1A	9979714	9980736	+	9980225	Chr1A	13946785	13947806	+	13947295	1.0	0.995	collinear
gene:TraesCS1A02G020100	Chr1A	9984176	9985446	+	9984811	Chr1A	13951284	13952554	+	13951919	1.0	0.994	collinear
gene:TraesCS1A02G020153	Chr1A	9993873	9994398	-	9994135	Chr1A	13959768	13960294	-	13960031	1.0	0.992	collinear
gene:TraesCS1A02G020200	Chr1A	10004889	10007706	-	10006297	Chr1A	13970785	13973622	-	13972203	1.0	0.988	collinear
gene:TraesCS1A02G020300	Chr1A	10047783	10050350	-	10049066	Chr1A	13997705	14000274	-	13998989	0.999	0.981	collinear
gene:TraesCS1A02G020400	Chr1A	10051720	10058221	-	10054970	Chr1A	14003491	14009905	-	14006698	0.998	0.988	collinear
