gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS4A02G059000	Chr4A	54106535	54110051	-	54108293	Chr4A	66274851	66278367	+	66276609	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G059100	Chr4A	54404601	54406169	-	54405385	Chr4A	65991506	65993074	+	65992290	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A02G059200	Chr4A	55377186	55380060	-	55378623	Chr4A	64999239	65002109	+	65000674	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G059300	Chr4A	55389614	55398958	-	55394286	Chr4A	64982148	64990377	+	64986262	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A02G059400	Chr4A	55572600	55575346	+	55573973	Chr4A	64783363	64786104	-	64784733	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G059500	Chr4A	55912521	55919370	+	55915945	Chr4A	64418180	64425029	-	64421604	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G059600	Chr4A	56143732	56145991	+	56144861	Chr4A	64205152	64207409	-	64206280	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G059700	Chr4A	56251413	56254420	-	56252916	Chr4A	64089438	64092444	+	64090941	0.999	0.995	rearrangement:Chr4A_block1
gene:TraesCS4A02G059800	Chr4A	56260273	56262853	+	56261563	Chr4A	64080913	64083491	-	64082202	0.998	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G059900	Chr4A	56266262	56271389	-	56268825	Chr4A	64072377	64077503	+	64074940	0.999	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G060000	Chr4A	56471847	56483645	-	56477746	Chr4A	63859010	63870486	+	63864748	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G060100	Chr4A	56496985	56501161	-	56499073	Chr4A	63841662	63845847	+	63843754	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G060200	Chr4A	56501607	56506002	-	56503804	Chr4A	63836822	63841216	+	63839019	0.999	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G060300	Chr4A	56509445	56511293	-	56510369	Chr4A	63831531	63833379	+	63832455	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G060400	Chr4A	57163130	57167196	+	57165163	Chr4A	63120245	63124311	-	63122278	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G060500	Chr4A	57407998	57410036	+	57409017	Chr4A	62886175	62888212	-	62887193	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G060600	Chr4A	57434580	57435348	+	57434964	Chr4A	62861424	62862192	-	62861808	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G060700	Chr4A	57517094	57521065	+	57519079	Chr4A	62775675	62779647	-	62777661	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A02G060800	Chr4A	57812929	57815478	+	57814203	Chr4A	62473303	62475852	-	62474577	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G060900	Chr4A	58110287	58111967	-	58111127	Chr4A	62156885	62158565	+	62157725	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G061000	Chr4A	58112129	58115919	-	58114024	Chr4A	62152933	62156723	+	62154828	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G076800	Chr4A	75832041	75841630	+	75836835	Chr4A	69556986	69566571	-	69561778	1.0	0.999	rearrangement:Chr4A_block1
