gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS7B02G000100	Chr7B	32906	36770	-	34838	Chr7B	43822	47686	-	45754	1.0	0.999	collinear
gene:TraesCS7B02G000200	Chr7B	43388	51239	-	47313	Chr7B	54201	62058	-	58129	1.0	1.0	collinear
gene:TraesCS7B02G000300	Chr7B	113161	115194	+	114177	Chr7B	123531	125564	+	124547	1.0	0.999	collinear
gene:TraesCS7B02G000400	Chr7B	115309	119981	-	117645	Chr7B	125679	130349	-	128014	0.999	0.999	collinear
gene:TraesCS7B02G000500	Chr7B	120989	122254	+	121621	Chr7B	131357	132623	+	131990	1.0	0.999	collinear
gene:TraesCS7B02G000600	Chr7B	222384	224848	+	223616	Chr7B	231304	233471	+	232387	1.0	1.0	collinear
gene:TraesCS7B02G000700	Chr7B	229098	230197	+	229647	Chr7B	237722	238821	+	238271	1.0	1.0	collinear
gene:TraesCS7B02G000800	Chr7B	230612	231250	+	230931	Chr7B	239236	239874	+	239555	1.0	1.0	collinear
gene:TraesCS7B02G000900	Chr7B	257266	259314	+	258290	Chr7B	265621	267531	+	266576	0.932	0.927	collinear
gene:TraesCS7B02G001000	Chr7B	261171	262954	+	262062	Chr7B	269392	271175	+	270283	1.0	1.0	collinear
gene:TraesCS7B02G001100	Chr7B	263907	265477	+	264692	Chr7B	272128	273698	+	272913	1.0	1.0	collinear
gene:TraesCS7B02G001200	Chr7B	267438	269851	-	268644	Chr7B	275657	278070	-	276863	1.0	1.0	collinear
gene:TraesCS7B02G001300	Chr7B	287169	292385	+	289777	Chr7B	295281	300497	+	297889	1.0	1.0	collinear
gene:TraesCS7B02G001400	Chr7B	421705	425790	+	423747	Chr7B	429219	433304	+	431261	1.0	1.0	collinear
gene:TraesCS7B02G001500	Chr7B	426179	431580	-	428879	Chr7B	433693	439094	-	436393	1.0	1.0	collinear
gene:TraesCS7B02G001600	Chr7B	603142	606645	+	604893	Chr7B	610200	613703	+	611951	1.0	1.0	collinear
gene:TraesCS7B02G001700	Chr7B	640963	642786	+	641874	Chr7B	647260	649083	+	648171	1.0	1.0	collinear
gene:TraesCS7B02G001800	Chr7B	672871	673573	-	673222	Chr7B	678948	679650	-	679299	1.0	1.0	collinear
gene:TraesCS7B02G002000	Chr7B	781958	782812	-	782385	Chr7B	787969	788823	-	788396	1.0	1.0	collinear
gene:TraesCS7B02G002100	Chr7B	801066	801998	+	801532	Chr7B	807084	808016	+	807550	1.0	1.0	collinear
gene:TraesCS7B02G002200	Chr7B	848013	850214	+	849113	Chr7B	853726	855927	+	854826	1.0	0.999	collinear
gene:TraesCS7B02G002300	Chr7B	882348	891020	-	886684	Chr7B	894791	905331	-	900061	1.0	1.0	collinear
gene:TraesCS7B02G002400	Chr7B	1020557	1021684	+	1021120	Chr7B	1035123	1036250	+	1035686	1.0	1.0	collinear
gene:TraesCS7B02G002600	Chr7B	1037429	1039865	-	1038647	Chr7B	1051995	1054431	-	1053213	1.0	1.0	collinear
gene:TraesCS7B02G002700	Chr7B	1065102	1069333	-	1067217	Chr7B	1079457	1083688	-	1081572	1.0	1.0	collinear
gene:TraesCS7B02G002500	Chr7B	1033399	1103911	-	1068655	Chr7B	1047965	1118093	-	1083029	1.0	1.0	collinear
gene:TraesCS7B02G002800	Chr7B	1154155	1155583	+	1154869	Chr7B	1166921	1168349	+	1167635	1.0	1.0	collinear
gene:TraesCS7B02G002900	Chr7B	1202960	1208805	-	1205882	Chr7B	1209745	1215590	-	1212667	1.0	1.0	collinear
gene:TraesCS7B02G003000	Chr7B	1254479	1262607	-	1258543	Chr7B	1260749	1268627	-	1264688	1.0	1.0	collinear
gene:TraesCS7B02G003100	Chr7B	1269606	1276585	-	1273095	Chr7B	1275626	1282605	-	1279115	1.0	1.0	collinear
