gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS3B02G049900	Chr3B	25121718	25122173	-	25121945	Chr3B	35961343	35961798	+	35961570	1.0	0.951	collinear
gene:TraesCS3B02G055600	Chr3B	29378551	29381248	+	29379899	Chr3B	38413791	38416488	+	38415139	1.0	0.996	collinear
gene:TraesCS3B02G055700	Chr3B	29415739	29418921	-	29417330	Chr3B	38455055	38458231	-	38456643	1.0	0.991	collinear
gene:TraesCS3B02G055835	Chr3B	29521586	29530365	-	29525975	Chr3B	38509006	38514138	-	38511572	0.983	0.956	collinear
gene:TraesCS3B02G056500	Chr3B	29712085	29719237	+	29715661	Chr3B	39017355	39024330	+	39020842	0.999	0.971	collinear
gene:TraesCS3B02G056600	Chr3B	29721933	29735756	+	29728844	Chr3B	39026831	39040650	+	39033740	1.0	0.992	collinear
gene:TraesCS3B02G056900	Chr3B	29756016	29758858	+	29757437	Chr3B	39060978	39063806	+	39062392	1.0	0.983	collinear
gene:TraesCS3B02G057000	Chr3B	29774697	29783219	+	29778958	Chr3B	39068179	39076698	+	39072438	0.997	0.988	collinear
gene:TraesCS3B02G057500	Chr3B	29996237	30005851	-	30001044	Chr3B	38487183	38502108	-	38494645	0.974	0.95	collinear
gene:TraesCS3B02G057700	Chr3B	30089884	30092989	-	30091436	Chr3B	38557228	38560097	-	38558662	1.0	0.971	collinear
gene:TraesCS3B02G057800	Chr3B	30135043	30135924	+	30135483	Chr3B	38569661	38570538	+	38570099	0.993	0.917	collinear
gene:TraesCS3B02G058400	Chr3B	30407309	30410742	+	30409025	Chr3B	38539181	38542856	-	38541018	0.999	0.989	collinear
gene:TraesCS3B02G059017	Chr3B	30529120	30534524	+	30531822	Chr3B	39963181	39967829	+	39965505	0.996	0.97	collinear
