gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS5A02G116100	Chr5A	237460197	237478612	-	237469404	Chr5A	265245782	265264196	+	265254989	1.0	0.999	rearrangement:Chr5A_block2
gene:TraesCS5A02G116200	Chr5A	237953442	237953745	+	237953593	Chr5A	264774360	264774663	-	264774511	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G116400	Chr5A	238691766	238692051	+	238691908	Chr5A	264043775	264044060	-	264043917	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G116500	Chr5A	238694126	238699137	+	238696631	Chr5A	264036689	264041700	-	264039194	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G116600	Chr5A	238790277	238790595	-	238790436	Chr5A	263945523	263945841	+	263945682	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G116700	Chr5A	238820336	238821053	+	238820694	Chr5A	263915065	263915782	-	263915423	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G116800	Chr5A	238821248	238821841	-	238821544	Chr5A	263914277	263914870	+	263914573	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G116900	Chr5A	238822206	238822644	+	238822425	Chr5A	263913474	263913912	-	263913693	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G117100	Chr5A	238822947	238830497	+	238826722	Chr5A	263905621	263913171	-	263909396	0.998	0.997	rearrangement:Chr5A_block2
gene:TraesCS5A02G117000	Chr5A	238828456	238828758	-	238828607	Chr5A	263907357	263907659	+	263907508	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G117200	Chr5A	238847111	238849203	-	238848157	Chr5A	263887091	263889183	+	263888137	1.0	0.998	rearrangement:Chr5A_block2
gene:TraesCS5A02G117300	Chr5A	238860045	238860455	-	238860250	Chr5A	263875836	263876249	+	263876042	1.0	0.992	rearrangement:Chr5A_block2
gene:TraesCS5A02G117400	Chr5A	238900801	238901760	+	238901280	Chr5A	263834530	263835489	-	263835009	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G117500	Chr5A	239118833	239124161	+	239121497	Chr5A	263612932	263618246	-	263615589	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G117600	Chr5A	239396439	239410643	+	239403541	Chr5A	263329238	263343100	-	263336169	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G117700	Chr5A	239526892	239533263	+	239530077	Chr5A	263208724	263215095	-	263211909	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G117800	Chr5A	241270109	241292666	+	241281387	Chr5A	261461486	261483539	-	261472512	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117900	Chr5A	241455231	241455617	+	241455424	Chr5A	261299920	261300306	-	261300113	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118000	Chr5A	241756418	241756621	-	241756519	Chr5A	261002892	261003095	+	261002993	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118100	Chr5A	241763882	241764085	-	241763983	Chr5A	260995428	260995631	+	260995529	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118200	Chr5A	242531195	242538426	-	242534810	Chr5A	260228951	260236184	+	260232567	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118300	Chr5A	242843056	242856337	+	242849696	Chr5A	259909284	259922593	-	259915938	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A02G118400	Chr5A	242947146	242947370	+	242947258	Chr5A	259818539	259818763	-	259818651	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G187100	Chr5A	389052380	389060906	+	389056643	Chr5A	408290301	408298388	-	408294344	0.979	0.979	rearrangement:Chr5A_block4
gene:TraesCS5A02G187200	Chr5A	389061691	389064458	-	389063074	Chr5A	408286748	408289515	+	408288131	1.0	1.0	rearrangement:Chr5A_block4
gene:TraesCS5A02G187300	Chr5A	389069720	389073100	+	389071410	Chr5A	408278360	408281740	-	408280050	1.0	1.0	rearrangement:Chr5A_block4
gene:TraesCS5A02G187400	Chr5A	389131980	389133955	-	389132967	Chr5A	408217268	408219243	+	408218255	1.0	1.0	rearrangement:Chr5A_block4
gene:TraesCS5A02G187500	Chr5A	389153524	389154678	+	389154101	Chr5A	408196545	408197699	-	408197122	1.0	1.0	rearrangement:Chr5A_block4
gene:TraesCS5A02G187600	Chr5A	389159558	389163387	+	389161472	Chr5A	408187830	408191659	-	408189744	1.0	1.0	rearrangement:Chr5A_block4
gene:TraesCS5A02G187700	Chr5A	389165768	389167324	-	389166546	Chr5A	408183893	408185449	+	408184671	1.0	1.0	rearrangement:Chr5A_block4
gene:TraesCS5A02G187800	Chr5A	389635768	389637484	-	389636626	Chr5A	407718082	407719798	+	407718940	1.0	1.0	rearrangement:Chr5A_block4
