gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS7A02G237000	Chr7A	211201975	211209061	+	211205518	Chr7A	170809865	170816949	+	170813407	1.0	0.997	rearrangement:Chr7A_block1
gene:TraesCS7A02G237100	Chr7A	211211974	211218368	+	211215171	Chr7A	170819845	170826086	+	170822965	0.996	0.982	rearrangement:Chr7A_block1
gene:TraesCS7A02G237200	Chr7A	211238180	211238863	-	211238521	Chr7A	170845892	170846584	-	170846238	1.0	0.965	rearrangement:Chr7A_block1
gene:TraesCS7A02G237500	Chr7A	211272913	211274127	-	211273520	Chr7A	170880567	170881780	-	170881173	0.999	0.981	rearrangement:Chr7A_block1
gene:TraesCS7A02G237600	Chr7A	211275773	211276027	-	211275900	Chr7A	170883426	170883680	-	170883553	1.0	0.984	rearrangement:Chr7A_block1
gene:TraesCS7A02G237800	Chr7A	211292151	211294208	+	211293179	Chr7A	170899828	170901886	+	170900857	1.0	0.993	rearrangement:Chr7A_block1
gene:TraesCS7A02G237900	Chr7A	211343560	211344618	-	211344089	Chr7A	170951105	170952163	-	170951634	0.999	0.985	rearrangement:Chr7A_block1
gene:TraesCS7A02G238000	Chr7A	211363686	211364438	-	211364062	Chr7A	170971164	170971916	-	170971540	1.0	0.988	rearrangement:Chr7A_block1
gene:TraesCS7A02G238100	Chr7A	211364933	211365272	-	211365102	Chr7A	170972411	170972750	-	170972580	1.0	0.984	rearrangement:Chr7A_block1
gene:TraesCS7A02G238200	Chr7A	211365403	211365636	+	211365519	Chr7A	170972881	170973114	+	170972997	1.0	0.982	rearrangement:Chr7A_block1
gene:TraesCS7A02G238300	Chr7A	211378606	211378920	+	211378763	Chr7A	170986112	170986425	+	170986268	1.0	0.987	rearrangement:Chr7A_block1
gene:TraesCS7A02G238400	Chr7A	211412376	211413176	+	211412776	Chr7A	171019937	171020737	+	171020337	1.0	0.995	rearrangement:Chr7A_block1
gene:TraesCS7A02G238500	Chr7A	211637519	211641318	+	211639418	Chr7A	171263891	171267689	+	171265790	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A02G238600	Chr7A	211641638	211643242	-	211642440	Chr7A	171268008	171269612	-	171268810	1.0	0.998	rearrangement:Chr7A_block1
gene:TraesCS7A02G238700	Chr7A	211705679	211713491	-	211709585	Chr7A	171340704	171348517	-	171344610	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A02G238900	Chr7A	211729719	211735068	+	211732393	Chr7A	171367690	171372823	+	171370256	0.997	0.991	rearrangement:Chr7A_block1
gene:TraesCS7A02G294200	Chr7A	379027376	379031797	+	379029586	Chr7A	407114485	407118905	-	407116695	0.999	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G294300	Chr7A	379903374	379926992	+	379915183	Chr7A	406224512	406248158	-	406236335	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G294400	Chr7A	379927648	379928002	-	379927825	Chr7A	406223502	406223856	+	406223679	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G294500	Chr7A	380175057	380183588	-	380179322	Chr7A	405962612	405971088	+	405966850	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G294600	Chr7A	380282885	380285683	+	380284284	Chr7A	405860742	405863527	-	405862134	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G294700	Chr7A	380515027	380516954	-	380515990	Chr7A	405629001	405630929	+	405629965	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G294800	Chr7A	380885103	380893978	-	380889540	Chr7A	405257346	405266034	+	405261690	1.0	0.986	rearrangement:Chr7A_block2
gene:TraesCS7A02G294900	Chr7A	381242292	381255063	+	381248677	Chr7A	404890378	404902695	-	404896536	1.0	1.0	rearrangement:Chr7A_block2
gene:TraesCS7A02G000200	Chr7A	242359	246258	-	244308	Chr7A	6616849	6620830	-	6618839	1.0	0.992	collinear
gene:TraesCS7A02G000300	Chr7A	250565	253987	+	252276	Chr7A	6625128	6628504	+	6626816	0.959	0.955	collinear
gene:TraesCS7A02G000400	Chr7A	289316	290626	+	289971	Chr7A	6647438	6648734	+	6648086	1.0	0.997	collinear
gene:TraesCS7A02G000936	Chr7A	643174	655611	-	649392	Chr7A	6842338	6854773	-	6848555	1.0	0.997	collinear
gene:TraesCS7A02G001000	Chr7A	665160	680522	-	672841	Chr7A	6865360	6878363	-	6871861	1.0	0.999	collinear
gene:TraesCS7A02G001100	Chr7A	760723	764116	-	762419	Chr7A	6958017	6961410	-	6959713	1.0	1.0	collinear
gene:TraesCS7A02G001121	Chr7A	785611	786054	-	785832	Chr7A	6982922	6983365	-	6983143	1.0	1.0	collinear
gene:TraesCS7A02G001200	Chr7A	976470	983181	+	979825	Chr7A	7171452	7178163	+	7174807	1.0	1.0	collinear
gene:TraesCS7A02G001300	Chr7A	1128397	1129068	+	1128732	Chr7A	7322590	7323261	+	7322925	1.0	1.0	collinear
gene:TraesCS7A02G001400	Chr7A	1180399	1182394	+	1181396	Chr7A	7361305	7363300	+	7362302	1.0	0.999	collinear
gene:TraesCS7A02G001500	Chr7A	1273203	1274422	+	1273812	Chr7A	7471336	7472555	+	7471945	1.0	1.0	collinear
gene:TraesCS7A02G001600	Chr7A	1277396	1277831	-	1277613	Chr7A	7475529	7475964	-	7475746	1.0	1.0	collinear
gene:TraesCS7A02G001700	Chr7A	1280349	1295461	-	1287905	Chr7A	7478482	7493594	-	7486038	1.0	0.999	collinear
gene:TraesCS7A02G001800	Chr7A	1316001	1316821	-	1316411	Chr7A	7513591	7514411	-	7514001	1.0	1.0	collinear
gene:TraesCS7A02G001900	Chr7A	1320275	1322055	-	1321165	Chr7A	7517865	7519645	-	7518755	1.0	1.0	collinear
gene:TraesCS7A02G002000	Chr7A	1370689	1376752	+	1373720	Chr7A	7568096	7573756	+	7570926	1.0	1.0	collinear
gene:TraesCS7A02G002100	Chr7A	1404698	1409905	+	1407301	Chr7A	7601506	7606713	+	7604109	1.0	1.0	collinear
gene:TraesCS7A02G002300	Chr7A	1416905	1421077	+	1418991	Chr7A	7613713	7617885	+	7615799	1.0	1.0	collinear
gene:TraesCS7A02G002358	Chr7A	1439365	1440141	+	1439753	Chr7A	7636172	7636948	+	7636560	1.0	1.0	collinear
gene:TraesCS7A02G002400	Chr7A	1459383	1462064	+	1460723	Chr7A	7655692	7658374	+	7657033	1.0	0.995	collinear
gene:TraesCS7A02G002500	Chr7A	1496490	1507739	-	1502114	Chr7A	7693090	7704340	-	7698715	1.0	1.0	collinear
gene:TraesCS7A02G002600	Chr7A	1521562	1524436	+	1522999	Chr7A	7717935	7720805	+	7719370	0.998	0.997	collinear
gene:TraesCS7A02G002700	Chr7A	1690697	1692368	+	1691532	Chr7A	7918909	7920581	+	7919745	1.0	0.998	collinear
gene:TraesCS7A02G002800	Chr7A	1695250	1700497	+	1697873	Chr7A	7923463	7928717	+	7926090	0.999	0.987	collinear
gene:TraesCS7A02G003000	Chr7A	1712778	1718449	+	1715613	Chr7A	7951390	7957065	+	7954227	1.0	0.996	collinear
gene:TraesCS7A02G003100	Chr7A	1718979	1724204	-	1721591	Chr7A	7957595	7962880	-	7960237	1.0	0.984	collinear
gene:TraesCS7A02G003200	Chr7A	1742688	1748575	-	1745631	Chr7A	7986794	7992743	-	7989768	0.969	0.966	collinear
gene:TraesCS7A02G003600	Chr7A	1848902	1852313	-	1850607	Chr7A	8223514	8226858	-	8225186	0.955	0.903	collinear
gene:TraesCS7A02G003700	Chr7A	1856666	1859059	+	1857862	Chr7A	8311015	8313288	+	8312151	0.999	0.928	collinear
gene:TraesCS7A02G003800	Chr7A	1859674	1863710	-	1861692	Chr7A	8313906	8317928	-	8315917	0.986	0.981	collinear
gene:TraesCS7A02G004000	Chr7A	1982279	1991986	+	1987132	Chr7A	8356281	8366204	+	8361242	0.998	0.987	collinear
gene:TraesCS7A02G004400	Chr7A	2551358	2554208	-	2552783	Chr7A	8932720	8935564	-	8934142	0.996	0.961	collinear
gene:TraesCS7A02G004700	Chr7A	2604148	2604504	+	2604326	Chr7A	8809766	8810122	+	8809944	1.0	0.969	collinear
gene:TraesCS7A02G006200	Chr7A	2999763	3005170	-	3002466	Chr7A	8908522	8913918	-	8911220	0.98	0.912	collinear
gene:TraesCS7A02G007800	Chr7A	3542397	3543917	-	3543157	Chr7A	8423159	8424691	-	8423925	1.0	0.98	collinear
gene:TraesCS7A02G007900	Chr7A	3580873	3585505	+	3583189	Chr7A	8471161	8475792	+	8473476	0.994	0.954	collinear
gene:TraesCS7A02G008300	Chr7A	3779199	3783131	+	3781165	Chr7A	9963498	9967358	+	9965428	0.998	0.988	collinear
gene:TraesCS7A02G008500	Chr7A	3839735	3844561	-	3842148	Chr7A	9998912	10003662	-	10001287	0.977	0.971	collinear
gene:TraesCS7A02G008600	Chr7A	3845648	3850869	-	3848258	Chr7A	10005300	10010539	-	10007919	1.0	0.988	collinear
gene:TraesCS7A02G008700	Chr7A	3851015	3853082	+	3852048	Chr7A	10010685	10012743	+	10011714	1.0	0.997	collinear
gene:TraesCS7A02G008800	Chr7A	3858931	3862202	-	3860566	Chr7A	10018462	10021801	-	10020131	1.0	0.997	collinear
gene:TraesCS7A02G008900	Chr7A	3906483	3911596	-	3909039	Chr7A	10051367	10056273	-	10053820	0.947	0.935	collinear
gene:TraesCS7A02G009100	Chr7A	3982822	3986635	-	3984728	Chr7A	10083925	10087726	-	10085825	1.0	0.992	collinear
gene:TraesCS7A02G009200	Chr7A	4014507	4017160	-	4015833	Chr7A	10109298	10111953	-	10110625	1.0	0.964	collinear
gene:TraesCS7A02G009300	Chr7A	4020726	4021894	+	4021310	Chr7A	10115506	10116672	+	10116089	1.0	0.985	collinear
gene:TraesCS7A02G009400	Chr7A	4067455	4072522	-	4069988	Chr7A	10161944	10167015	-	10164479	1.0	0.989	collinear
gene:TraesCS7A02G009500	Chr7A	4206019	4209108	-	4207563	Chr7A	10239659	10242706	-	10241182	0.998	0.992	collinear
gene:TraesCS7A02G009600	Chr7A	4251676	4255084	-	4253380	Chr7A	10260169	10263608	-	10261888	1.0	0.993	collinear
gene:TraesCS7A02G009700	Chr7A	4327689	4330356	-	4329022	Chr7A	10318307	10320974	-	10319640	1.0	0.989	collinear
gene:TraesCS7A02G009800	Chr7A	4429532	4435570	-	4432551	Chr7A	10414519	10418425	-	10416472	0.977	0.973	collinear
gene:TraesCS7A02G009900	Chr7A	4472189	4483221	-	4477705	Chr7A	10449669	10459263	-	10454466	0.98	0.977	collinear
gene:TraesCS7A02G010000	Chr7A	4528469	4531271	-	4529870	Chr7A	10558910	10561638	-	10560274	1.0	0.995	collinear
gene:TraesCS7A02G010100	Chr7A	4555704	4559858	-	4557781	Chr7A	10584729	10589359	-	10587044	0.999	0.996	collinear
gene:TraesCS7A02G010200	Chr7A	4625252	4629547	+	4627399	Chr7A	10638908	10643193	+	10641050	1.0	0.984	collinear
gene:TraesCS7A02G010300	Chr7A	4685333	4687935	-	4686634	Chr7A	10715336	10717937	-	10716636	1.0	0.998	collinear
gene:TraesCS7A02G010400	Chr7A	4742410	4745345	+	4743877	Chr7A	10779279	10781989	+	10780634	0.915	0.908	collinear
