gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS5B02G001600	Chr5B	2558977	2563902	-	2561439	Chr5B	4909728	4914487	+	4912107	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G001700	Chr5B	2570828	2574624	-	2572726	Chr5B	4899000	4902802	+	4900901	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G001800	Chr5B	2581312	2585281	+	2583296	Chr5B	4888342	4892311	-	4890326	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G001900	Chr5B	2612913	2614391	-	2613652	Chr5B	4859559	4861037	+	4860298	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002000	Chr5B	2805491	2806938	+	2806214	Chr5B	4647566	4649013	-	4648289	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002100	Chr5B	2883487	2884992	+	2884239	Chr5B	4570329	4571834	-	4571081	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002200	Chr5B	3449225	3449773	-	3449499	Chr5B	3979297	3979845	+	3979571	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002300	Chr5B	3474782	3475968	+	3475375	Chr5B	3953100	3954286	-	3953693	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002400	Chr5B	3849532	3862578	-	3856055	Chr5B	3568617	3580770	+	3574693	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002500	Chr5B	3867064	3867802	-	3867433	Chr5B	3563393	3564131	+	3563762	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002600	Chr5B	3917424	3923351	-	3920387	Chr5B	3493337	3499264	+	3496300	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002700	Chr5B	4059784	4060323	-	4060053	Chr5B	3356631	3357170	+	3356900	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G002800	Chr5B	4061095	4061457	+	4061276	Chr5B	3355497	3355859	-	3355678	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B02G001300	Chr5B	1579405	1579728	+	1579566	Chr5B	9208789	9209112	-	9208950	1.0	0.993	rearrangement:Chr5B_block2
gene:TraesCS5B02G002900	Chr5B	4546069	4552406	-	4549237	Chr5B	6335410	6341542	-	6338476	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G003000	Chr5B	4594584	4597569	-	4596076	Chr5B	6383667	6386652	-	6385159	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G003100	Chr5B	4831068	4833559	+	4832313	Chr5B	6795919	6798410	+	6797164	1.0	0.999	rearrangement:Chr5B_block2
gene:TraesCS5B02G003200	Chr5B	4867071	4871723	-	4869397	Chr5B	6832188	6836840	-	6834514	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G003300	Chr5B	5045123	5051057	+	5048090	Chr5B	7007790	7013725	+	7010757	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G003400	Chr5B	5052970	5056002	-	5054486	Chr5B	7015499	7018531	-	7017015	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G003500	Chr5B	5057454	5057948	+	5057701	Chr5B	7019983	7020477	+	7020230	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G003600	Chr5B	5062881	5065255	+	5064068	Chr5B	7025257	7027631	+	7026444	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G003700	Chr5B	5071378	5072952	-	5072165	Chr5B	7033748	7035322	-	7034535	1.0	1.0	rearrangement:Chr5B_block2
gene:TraesCS5B02G003900	Chr5B	5417279	5421527	+	5419403	Chr5B	7734866	7739112	+	7736989	1.0	0.998	rearrangement:Chr5B_block2
