gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS2D02G000100	Chr2D	31254	37172	+	34213	Chr2D	2243391	2249309	-	2246350	1.0	1.0	collinear
gene:TraesCS2D02G000200	Chr2D	39478	40878	-	40178	Chr2D	2239906	2241306	+	2240606	1.0	0.999	collinear
gene:TraesCS2D02G000300	Chr2D	58039	62377	-	60208	Chr2D	2218402	2222743	+	2220572	0.999	0.996	collinear
gene:TraesCS2D02G000400	Chr2D	261645	262190	+	261917	Chr2D	2019942	2020487	-	2020214	1.0	1.0	collinear
gene:TraesCS2D02G000500	Chr2D	273562	277000	+	275281	Chr2D	2005813	2009251	-	2007532	1.0	1.0	collinear
gene:TraesCS2D02G000600	Chr2D	278541	286171	-	282356	Chr2D	1996635	2004272	+	2000453	1.0	0.999	collinear
gene:TraesCS2D02G000700	Chr2D	370037	371169	-	370603	Chr2D	2293929	2295061	-	2294495	1.0	1.0	collinear
gene:TraesCS2D02G000800	Chr2D	386164	389633	+	387898	Chr2D	2307657	2311126	+	2309391	1.0	1.0	collinear
gene:TraesCS2D02G000900	Chr2D	396204	398760	+	397482	Chr2D	2317697	2320253	+	2318975	1.0	1.0	collinear
gene:TraesCS2D02G001000	Chr2D	460961	479644	+	470302	Chr2D	2381245	2399714	+	2390479	1.0	1.0	collinear
gene:TraesCS2D02G001100	Chr2D	508313	509233	+	508773	Chr2D	2427537	2428457	+	2427997	1.0	1.0	collinear
gene:TraesCS2D02G001200	Chr2D	514511	516352	+	515431	Chr2D	2433409	2435250	+	2434329	1.0	1.0	collinear
gene:TraesCS2D02G001300	Chr2D	672180	675387	+	673783	Chr2D	2590968	2594175	+	2592571	1.0	1.0	collinear
gene:TraesCS2D02G001400	Chr2D	676084	679951	-	678017	Chr2D	2594872	2598739	-	2596805	1.0	1.0	collinear
gene:TraesCS2D02G001500	Chr2D	682076	684242	+	683159	Chr2D	2600865	2603031	+	2601948	1.0	1.0	collinear
gene:TraesCS2D02G001600	Chr2D	1522616	1526387	-	1524501	Chr2D	3602585	3606356	-	3604470	1.0	1.0	collinear
gene:TraesCS2D02G001700	Chr2D	1587835	1590219	+	1589027	Chr2D	3662456	3664840	+	3663648	1.0	1.0	collinear
gene:TraesCS2D02G001800	Chr2D	1601514	1610005	+	1605759	Chr2D	3675905	3684021	+	3679963	1.0	0.999	collinear
gene:TraesCS2D02G001900	Chr2D	1621473	1622372	+	1621922	Chr2D	3695193	3696092	+	3695642	1.0	1.0	collinear
gene:TraesCS2D02G002000	Chr2D	1637801	1638394	+	1638097	Chr2D	3710887	3711480	+	3711183	1.0	1.0	collinear
gene:TraesCS2D02G002100	Chr2D	1659498	1660097	+	1659797	Chr2D	3732391	3732990	+	3732690	1.0	1.0	collinear
gene:TraesCS2D02G002200	Chr2D	1912608	1922943	-	1917775	Chr2D	3994928	4005264	-	4000096	1.0	1.0	collinear
gene:TraesCS2D02G002300	Chr2D	1958491	1962796	-	1960643	Chr2D	4039843	4044148	-	4041995	1.0	1.0	collinear
gene:TraesCS2D02G002400	Chr2D	1991646	1993786	+	1992716	Chr2D	4072069	4074209	+	4073139	1.0	1.0	collinear
gene:TraesCS2D02G002500	Chr2D	2014157	2015713	+	2014935	Chr2D	4094580	4096136	+	4095358	1.0	1.0	collinear
gene:TraesCS2D02G002600	Chr2D	2045570	2048979	+	2047274	Chr2D	4125709	4129118	+	4127413	1.0	1.0	collinear
gene:TraesCS2D02G002700	Chr2D	2115323	2115619	+	2115471	Chr2D	4194941	4195237	+	4195089	1.0	1.0	collinear
gene:TraesCS2D02G002800	Chr2D	2137360	2144694	-	2141027	Chr2D	4216978	4224312	-	4220645	1.0	1.0	collinear
gene:TraesCS2D02G002900	Chr2D	2197455	2197754	+	2197604	Chr2D	4276815	4277114	+	4276964	1.0	1.0	collinear
gene:TraesCS2D02G003000	Chr2D	2222670	2223061	+	2222865	Chr2D	4301446	4301837	+	4301641	1.0	1.0	collinear
gene:TraesCS2D02G003100	Chr2D	2238178	2238867	+	2238522	Chr2D	4316020	4316709	+	4316364	1.0	1.0	collinear
gene:TraesCS2D02G003200	Chr2D	2257606	2263626	+	2260616	Chr2D	4336001	4342021	+	4339011	1.0	1.0	collinear
gene:TraesCS2D02G003400	Chr2D	2322337	2328568	-	2325452	Chr2D	4400510	4406741	-	4403625	1.0	1.0	collinear
gene:TraesCS2D02G003500	Chr2D	2341476	2345460	+	2343468	Chr2D	4419403	4423387	+	4421395	1.0	1.0	collinear
gene:TraesCS2D02G003600	Chr2D	2357775	2359541	+	2358658	Chr2D	4434624	4436390	+	4435507	1.0	1.0	collinear
gene:TraesCS2D02G003700	Chr2D	2362426	2363179	+	2362802	Chr2D	4439275	4440028	+	4439651	1.0	1.0	collinear
gene:TraesCS2D02G003800	Chr2D	2439831	2443271	-	2441551	Chr2D	4509446	4512886	-	4511166	1.0	1.0	collinear
