gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS4B02G013100	Chr4B	8980605	8983985	-	8982295	Chr4B	3979635	3983013	+	3981324	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G013200	Chr4B	9385719	9388103	+	9386911	Chr4B	3613098	3615482	-	3614290	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G013300	Chr4B	9430053	9434306	+	9432179	Chr4B	3567283	3571536	-	3569409	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G013400	Chr4B	9514869	9518509	-	9516689	Chr4B	3481815	3485455	+	3483635	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G013500	Chr4B	9676275	9683977	+	9680126	Chr4B	3319335	3327037	-	3323186	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G013600	Chr4B	9690780	9692495	+	9691637	Chr4B	3310819	3312534	-	3311676	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G013700	Chr4B	9694317	9696626	+	9695471	Chr4B	3306688	3308997	-	3307842	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G013800	Chr4B	9703654	9707997	-	9705825	Chr4B	3295480	3299823	+	3297651	1.0	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B02G014000	Chr4B	9946047	9947816	-	9946931	Chr4B	2831040	2832809	+	2831924	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G014100	Chr4B	9949855	9952899	-	9951377	Chr4B	2824697	2827740	+	2826218	0.999	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B02G014200	Chr4B	9954306	9958428	+	9956367	Chr4B	2819169	2823290	-	2821229	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G014300	Chr4B	10436761	10437632	+	10437196	Chr4B	2345855	2346726	-	2346290	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G014400	Chr4B	10516551	10518922	+	10517736	Chr4B	2265500	2267871	-	2266685	1.0	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B02G014500	Chr4B	10523460	10525718	-	10524589	Chr4B	2258973	2261231	+	2260102	1.0	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B02G014700	Chr4B	10588066	10592794	+	10590430	Chr4B	2190263	2194991	-	2192627	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B02G014800	Chr4B	10592698	10594475	-	10593586	Chr4B	2188879	2190163	+	2189521	0.921	0.918	rearrangement:Chr4B_block1
gene:TraesCS4B02G014900	Chr4B	10608188	10609555	-	10608871	Chr4B	2182180	2183547	+	2182863	1.0	0.998	rearrangement:Chr4B_block1
gene:TraesCS4B02G015000	Chr4B	10610295	10613265	-	10611780	Chr4B	2178479	2181448	+	2179963	1.0	0.998	rearrangement:Chr4B_block1
