gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS3D02G014900	Chr3D	5173752	5176386	-	5175069	Chr3D	16988192	16990828	-	16989510	0.999	0.931	rearrangement:Chr3D_block2
gene:TraesCS3D02G024500	Chr3D	8285216	8287818	+	8286517	Chr3D	18194457	18197123	+	18195790	0.997	0.944	rearrangement:Chr3D_block2
gene:TraesCS3D02G024800	Chr3D	8364692	8366020	+	8365356	Chr3D	18045517	18046849	-	18046183	0.999	0.917	rearrangement:Chr3D_block2
gene:TraesCS3D02G025400	Chr3D	8697064	8702401	-	8699732	Chr3D	17839827	17845114	+	17842470	0.995	0.968	rearrangement:Chr3D_block2
gene:TraesCS3D02G025600	Chr3D	8838316	8847966	-	8843141	Chr3D	17782772	17792139	+	17787455	0.983	0.959	rearrangement:Chr3D_block2
gene:TraesCS3D02G025900	Chr3D	8887680	8889290	+	8888485	Chr3D	17704421	17706022	-	17705221	0.992	0.939	rearrangement:Chr3D_block2
gene:TraesCS3D02G026100	Chr3D	8927077	8928954	+	8928015	Chr3D	17556862	17558710	-	17557786	0.971	0.924	rearrangement:Chr3D_block2
gene:TraesCS3D02G026200	Chr3D	8935611	8937215	+	8936413	Chr3D	17550953	17552554	-	17551753	0.998	0.973	rearrangement:Chr3D_block2
gene:TraesCS3D02G026400	Chr3D	8971249	8975091	-	8973170	Chr3D	17540360	17543767	+	17542063	1.0	0.98	rearrangement:Chr3D_block2
gene:TraesCS3D02G027300	Chr3D	9291380	9293047	+	9292213	Chr3D	17258585	17260208	-	17259396	0.948	0.901	rearrangement:Chr3D_block2
gene:TraesCS3D02G027400	Chr3D	9312660	9315268	+	9313964	Chr3D	17166663	17169289	-	17167976	0.998	0.981	rearrangement:Chr3D_block2
gene:TraesCS3D02G027500	Chr3D	9318382	9319369	+	9318875	Chr3D	17162559	17163547	-	17163053	1.0	0.994	rearrangement:Chr3D_block2
