gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS1B02G000100	Chr1B	168082	173741	-	170911	Chr1B	165002	170513	-	167757	1.0	0.989	collinear
gene:TraesCS1B02G000200	Chr1B	459792	466556	-	463174	Chr1B	445744	452241	-	448992	1.0	1.0	collinear
gene:TraesCS1B02G000300	Chr1B	711793	713476	+	712634	Chr1B	688664	690347	+	689505	1.0	1.0	collinear
gene:TraesCS1B02G000400	Chr1B	721433	726438	-	723935	Chr1B	698304	703309	-	700806	1.0	1.0	collinear
gene:TraesCS1B02G000500	Chr1B	882170	885188	-	883679	Chr1B	857159	860177	-	858668	1.0	0.999	collinear
gene:TraesCS1B02G000600	Chr1B	1198799	1199794	+	1199296	Chr1B	1172929	1173924	+	1173426	1.0	1.0	collinear
gene:TraesCS1B02G000700	Chr1B	1201460	1203257	+	1202358	Chr1B	1175452	1177249	+	1176350	1.0	1.0	collinear
gene:TraesCS1B02G000800	Chr1B	1203582	1207214	-	1205398	Chr1B	1177573	1181205	-	1179389	1.0	1.0	collinear
gene:TraesCS1B02G000900	Chr1B	1208687	1213090	-	1210888	Chr1B	1182717	1186821	-	1184769	0.922	0.922	collinear
gene:TraesCS1B02G001000	Chr1B	1248713	1255880	+	1252296	Chr1B	1218674	1225805	+	1222239	0.992	0.992	collinear
gene:TraesCS1B02G001100	Chr1B	1258800	1260681	+	1259740	Chr1B	1228725	1230590	+	1229657	1.0	1.0	collinear
gene:TraesCS1B02G001200	Chr1B	1265734	1266622	-	1266178	Chr1B	1235606	1236494	-	1236050	1.0	1.0	collinear
gene:TraesCS1B02G001400	Chr1B	1272755	1344907	-	1308831	Chr1B	1242627	1314802	-	1278714	1.0	1.0	collinear
gene:TraesCS1B02G001500	Chr1B	1416127	1418511	+	1417319	Chr1B	1362265	1364649	+	1363457	1.0	1.0	collinear
gene:TraesCS1B02G001600	Chr1B	1419308	1422174	-	1420741	Chr1B	1365446	1368312	-	1366879	0.996	0.99	collinear
gene:TraesCS1B02G001700	Chr1B	1423557	1426829	-	1425193	Chr1B	1369319	1372420	-	1370869	0.998	0.984	collinear
gene:TraesCS1B02G001800	Chr1B	1430072	1436355	-	1433213	Chr1B	1405789	1412089	+	1408939	0.996	0.974	collinear
gene:TraesCS1B02G001900	Chr1B	1469939	1473067	+	1471503	Chr1B	1415406	1418495	+	1416950	1.0	0.987	collinear
gene:TraesCS1B02G002000	Chr1B	1522754	1534577	-	1528665	Chr1B	1544921	1556483	-	1550702	0.992	0.969	collinear
gene:TraesCS1B02G005200	Chr1B	3200087	3213520	+	3206803	Chr1B	2080779	2093889	+	2087334	0.996	0.99	collinear
gene:TraesCS1B02G005300	Chr1B	3269195	3273714	+	3271454	Chr1B	2149169	2153474	+	2151321	1.0	1.0	collinear
gene:TraesCS1B02G005400	Chr1B	3562921	3563202	-	3563061	Chr1B	5005654	5005935	+	5005794	1.0	1.0	collinear
gene:TraesCS1B02G005500	Chr1B	3574035	3575832	-	3574933	Chr1B	4993023	4994820	+	4993921	1.0	1.0	collinear
gene:TraesCS1B02G005600	Chr1B	3655656	3658361	+	3657008	Chr1B	4919155	4921860	-	4920507	1.0	1.0	collinear
gene:TraesCS1B02G006000	Chr1B	3881677	3884665	+	3883171	Chr1B	4695588	4698576	-	4697082	1.0	0.992	collinear
gene:TraesCS1B02G006100	Chr1B	3894103	3896004	+	3895053	Chr1B	4684247	4686148	-	4685197	1.0	0.999	collinear
gene:TraesCS1B02G006200	Chr1B	3907235	3909968	+	3908601	Chr1B	4671032	4673764	-	4672398	0.999	0.987	collinear
gene:TraesCS1B02G006300	Chr1B	3923636	3931437	+	3927536	Chr1B	4649024	4656825	-	4652924	1.0	0.999	collinear
gene:TraesCS1B02G006400	Chr1B	3935552	3939101	+	3937326	Chr1B	4641598	4644909	-	4643253	1.0	1.0	collinear
gene:TraesCS1B02G006500	Chr1B	3942367	3945848	+	3944107	Chr1B	4634852	4638333	-	4636592	1.0	1.0	collinear
gene:TraesCS1B02G006600	Chr1B	3946949	3949045	-	3947997	Chr1B	4631655	4633751	+	4632703	1.0	1.0	collinear
gene:TraesCS1B02G006700	Chr1B	3952346	3954184	+	3953265	Chr1B	4626516	4628354	-	4627435	1.0	1.0	collinear
gene:TraesCS1B02G006800	Chr1B	3964540	3968018	+	3966279	Chr1B	4612663	4616141	-	4614402	1.0	1.0	collinear
gene:TraesCS1B02G006900	Chr1B	4053604	4072837	+	4063220	Chr1B	4509677	4528469	-	4519073	1.0	1.0	collinear
gene:TraesCS1B02G007000	Chr1B	4084892	4090923	+	4087907	Chr1B	4484267	4490298	-	4487282	1.0	1.0	collinear
gene:TraesCS1B02G007100	Chr1B	4097642	4099049	+	4098345	Chr1B	4476143	4477550	-	4476846	1.0	1.0	collinear
gene:TraesCS1B02G007200	Chr1B	4109172	4112312	+	4110742	Chr1B	4462880	4466020	-	4464450	1.0	1.0	collinear
gene:TraesCS1B02G007300	Chr1B	4143562	4146861	+	4145211	Chr1B	4428826	4432125	-	4430475	1.0	1.0	collinear
gene:TraesCS1B02G007400	Chr1B	4150736	4154830	+	4152783	Chr1B	4420857	4424951	-	4422904	1.0	0.999	collinear
gene:TraesCS1B02G007500	Chr1B	4205029	4208343	+	4206686	Chr1B	4367642	4370956	-	4369299	1.0	1.0	collinear
gene:TraesCS1B02G007600	Chr1B	4219905	4221185	+	4220545	Chr1B	4354785	4356065	-	4355425	1.0	1.0	collinear
gene:TraesCS1B02G007700	Chr1B	4222340	4225375	-	4223857	Chr1B	4350595	4353630	+	4352112	1.0	1.0	collinear
gene:TraesCS1B02G007800	Chr1B	4320651	4326770	-	4323710	Chr1B	4250292	4256411	+	4253351	1.0	1.0	collinear
gene:TraesCS1B02G007900	Chr1B	4340022	4343180	+	4341601	Chr1B	4233876	4237034	-	4235455	1.0	0.999	collinear
gene:TraesCS1B02G008000	Chr1B	4345220	4352718	-	4348969	Chr1B	4224358	4231856	+	4228107	1.0	1.0	collinear
gene:TraesCS1B02G008100	Chr1B	4463768	4464866	+	4464317	Chr1B	4056644	4057741	-	4057192	0.999	0.997	collinear
gene:TraesCS1B02G008200	Chr1B	4475908	4479190	+	4477549	Chr1B	4042474	4045756	-	4044115	1.0	0.997	collinear
gene:TraesCS1B02G008300	Chr1B	4480185	4481605	-	4480895	Chr1B	4040059	4041479	+	4040769	1.0	1.0	collinear
gene:TraesCS1B02G008400	Chr1B	4481925	4483673	-	4482799	Chr1B	4037991	4039739	+	4038865	1.0	0.998	collinear
gene:TraesCS1B02G008500	Chr1B	4506843	4510847	-	4508845	Chr1B	4010818	4014822	+	4012820	1.0	0.997	collinear
gene:TraesCS1B02G008600	Chr1B	4516817	4520149	-	4518483	Chr1B	4001513	4004845	+	4003179	1.0	0.999	collinear
gene:TraesCS1B02G008700	Chr1B	4529176	4530521	-	4529848	Chr1B	3991197	3992542	+	3991869	1.0	0.999	collinear
gene:TraesCS1B02G008800	Chr1B	4532497	4534896	-	4533696	Chr1B	3986804	3989203	+	3988003	1.0	0.998	collinear
gene:TraesCS1B02G008900	Chr1B	4539577	4543678	-	4541627	Chr1B	3978022	3982123	+	3980072	1.0	1.0	collinear
gene:TraesCS1B02G008952	Chr1B	4549817	4550131	-	4549974	Chr1B	3971569	3971883	+	3971726	1.0	1.0	collinear
gene:TraesCS1B02G009000	Chr1B	4558157	4561563	-	4559860	Chr1B	3960137	3963542	+	3961839	0.999	0.998	collinear
gene:TraesCS1B02G009100	Chr1B	4579004	4580518	-	4579761	Chr1B	3941498	3943012	+	3942255	1.0	0.998	collinear
gene:TraesCS1B02G009200	Chr1B	4586788	4591608	-	4589198	Chr1B	3929428	3934248	+	3931838	1.0	0.999	collinear
gene:TraesCS1B02G009300	Chr1B	4595787	4597245	-	4596516	Chr1B	3923789	3925249	+	3924519	1.0	0.958	collinear
gene:TraesCS1B02G010400	Chr1B	4965664	4966572	+	4966118	Chr1B	3060510	3061418	-	3060964	1.0	0.997	collinear
gene:TraesCS1B02G010500	Chr1B	4991748	4992641	-	4992194	Chr1B	3018925	3019818	-	3019371	1.0	0.979	collinear
gene:TraesCS1B02G010600	Chr1B	5003864	5004817	-	5004340	Chr1B	3034945	3035899	-	3035422	1.0	0.978	collinear
gene:TraesCS1B02G010700	Chr1B	5056936	5058000	+	5057468	Chr1B	2854778	2855838	-	2855308	0.996	0.978	collinear
gene:TraesCS1B02G010900	Chr1B	5137077	5138111	+	5137594	Chr1B	2747157	2748143	-	2747650	0.953	0.952	collinear
gene:TraesCS1B02G011000	Chr1B	5142047	5142922	+	5142484	Chr1B	2742346	2743221	-	2742783	1.0	1.0	collinear
gene:TraesCS1B02G011100	Chr1B	5157094	5160358	+	5158726	Chr1B	2725202	2728466	-	2726834	1.0	0.999	collinear
gene:TraesCS1B02G011200	Chr1B	5159471	5159817	-	5159644	Chr1B	2725743	2726089	+	2725916	1.0	1.0	collinear
gene:TraesCS1B02G011300	Chr1B	5175575	5176186	+	5175880	Chr1B	2709370	2709981	-	2709675	1.0	0.998	collinear
gene:TraesCS1B02G011400	Chr1B	5177355	5177573	+	5177464	Chr1B	2707984	2708202	-	2708093	1.0	0.995	collinear
gene:TraesCS1B02G011471	Chr1B	5381333	5381602	-	5381467	Chr1B	2512513	2512765	+	2512639	0.937	0.929	collinear
gene:TraesCS1B02G012900	Chr1B	6281521	6283818	+	6282669	Chr1B	5605944	5608236	+	5607090	0.997	0.995	collinear
gene:TraesCS1B02G013000	Chr1B	6284924	6285606	+	6285265	Chr1B	5609343	5610025	+	5609684	1.0	0.991	collinear
gene:TraesCS1B02G013100	Chr1B	6311226	6312457	-	6311841	Chr1B	5648703	5649934	-	5649318	1.0	0.996	collinear
gene:TraesCS1B02G013200	Chr1B	6327243	6327756	+	6327499	Chr1B	5664372	5664885	+	5664628	1.0	0.995	collinear
gene:TraesCS1B02G013300	Chr1B	6340632	6342219	+	6341425	Chr1B	5678577	5680176	+	5679376	1.0	0.991	collinear
gene:TraesCS1B02G013500	Chr1B	6436426	6437481	-	6436953	Chr1B	5762472	5763527	-	5762999	1.0	0.997	collinear
gene:TraesCS1B02G013600	Chr1B	6443685	6444927	-	6444306	Chr1B	5769731	5770976	-	5770353	1.0	1.0	collinear
gene:TraesCS1B02G013700	Chr1B	6456473	6456724	+	6456598	Chr1B	5782072	5782323	+	5782197	1.0	1.0	collinear
gene:TraesCS1B02G013800	Chr1B	6462742	6463043	+	6462892	Chr1B	5788337	5788638	+	5788487	1.0	0.993	collinear
gene:TraesCS1B02G013900	Chr1B	6473815	6477799	+	6475807	Chr1B	5799383	5803367	+	5801375	1.0	1.0	collinear
gene:TraesCS1B02G014000	Chr1B	6479152	6482613	+	6480882	Chr1B	5804490	5807951	+	5806220	1.0	1.0	collinear
gene:TraesCS1B02G014100	Chr1B	6485068	6487122	-	6486095	Chr1B	5810406	5812460	-	5811433	1.0	1.0	collinear
gene:TraesCS1B02G014200	Chr1B	6691726	6693268	-	6692497	Chr1B	6037139	6038681	-	6037910	1.0	1.0	collinear
gene:TraesCS1B02G014300	Chr1B	6745825	6747256	-	6746540	Chr1B	6089569	6091000	-	6090284	1.0	0.998	collinear
gene:TraesCS1B02G014400	Chr1B	7032756	7039544	-	7036150	Chr1B	6363849	6370638	-	6367243	1.0	0.997	collinear
gene:TraesCS1B02G014500	Chr1B	7040245	7047567	+	7043906	Chr1B	6371116	6378064	+	6374590	1.0	0.995	collinear
gene:TraesCS1B02G014600	Chr1B	7128584	7130175	-	7129379	Chr1B	6484026	6485619	-	6484822	1.0	0.997	collinear
gene:TraesCS1B02G014700	Chr1B	7143675	7144968	+	7144321	Chr1B	6501523	6502816	+	6502169	1.0	0.996	collinear
gene:TraesCS1B02G015300	Chr1B	7337194	7338438	+	7337816	Chr1B	5433821	5435065	+	5434443	1.0	0.983	collinear
gene:TraesCS1B02G015400	Chr1B	7457067	7457459	-	7457263	Chr1B	5538756	5539147	-	5538951	0.997	0.984	collinear
