gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS7D02G000100	Chr7D	207994	212443	-	210218	Chr7D	393227	397676	-	395451	1.0	1.0	collinear
gene:TraesCS7D02G000200	Chr7D	242065	245782	+	243923	Chr7D	427348	431065	+	429206	1.0	1.0	collinear
gene:TraesCS7D02G000300	Chr7D	337014	337852	+	337433	Chr7D	522397	523235	+	522816	1.0	1.0	collinear
gene:TraesCS7D02G000400	Chr7D	365927	369790	-	367858	Chr7D	550366	554230	-	552298	1.0	0.996	collinear
gene:TraesCS7D02G000500	Chr7D	371892	373182	-	372537	Chr7D	556332	557622	-	556977	1.0	1.0	collinear
gene:TraesCS7D02G000600	Chr7D	478788	482688	-	480738	Chr7D	662939	666839	-	664889	1.0	1.0	collinear
gene:TraesCS7D02G000700	Chr7D	708561	711512	-	710036	Chr7D	893170	896121	-	894645	1.0	1.0	collinear
gene:TraesCS7D02G000800	Chr7D	981342	987541	-	984441	Chr7D	1180366	1186565	-	1183465	1.0	1.0	collinear
gene:TraesCS7D02G000900	Chr7D	1014669	1018126	-	1016397	Chr7D	1213435	1216892	-	1215163	1.0	1.0	collinear
gene:TraesCS7D02G001000	Chr7D	1076583	1077770	-	1077176	Chr7D	1274391	1275578	-	1274984	1.0	1.0	collinear
gene:TraesCS7D02G001100	Chr7D	1088627	1091627	-	1090127	Chr7D	1286326	1289302	-	1287814	0.992	0.99	collinear
gene:TraesCS7D02G001200	Chr7D	1125501	1138472	-	1131986	Chr7D	1323106	1336077	-	1329591	1.0	1.0	collinear
gene:TraesCS7D02G001300	Chr7D	1185845	1187461	-	1186653	Chr7D	1382357	1383973	-	1383165	1.0	0.999	collinear
gene:TraesCS7D02G001400	Chr7D	1257398	1258902	-	1258150	Chr7D	1453169	1454673	-	1453921	1.0	1.0	collinear
gene:TraesCS7D02G001500	Chr7D	1259904	1265300	-	1262602	Chr7D	1455675	1460688	-	1458181	1.0	1.0	collinear
gene:TraesCS7D02G001600	Chr7D	1307798	1322611	+	1315204	Chr7D	1503202	1517495	+	1510348	1.0	0.979	collinear
gene:TraesCS7D02G001700	Chr7D	1325206	1326414	+	1325810	Chr7D	1520090	1521298	+	1520694	1.0	1.0	collinear
gene:TraesCS7D02G001800	Chr7D	1357522	1362976	+	1360249	Chr7D	1552225	1557689	+	1554957	1.0	1.0	collinear
gene:TraesCS7D02G001900	Chr7D	1414178	1419505	-	1416841	Chr7D	1608477	1613804	-	1611140	1.0	1.0	collinear
gene:TraesCS7D02G002000	Chr7D	1464750	1466388	+	1465569	Chr7D	1753982	1755620	+	1754801	1.0	1.0	collinear
gene:TraesCS7D02G002100	Chr7D	1519335	1520528	-	1519931	Chr7D	1808582	1809775	-	1809178	1.0	1.0	collinear
gene:TraesCS7D02G002200	Chr7D	1526751	1528100	-	1527425	Chr7D	1815999	1817348	-	1816673	1.0	1.0	collinear
gene:TraesCS7D02G002300	Chr7D	1534747	1535478	-	1535112	Chr7D	1823995	1824726	-	1824360	1.0	1.0	collinear
gene:TraesCS7D02G002400	Chr7D	1545803	1551340	-	1548571	Chr7D	1834880	1840417	-	1837648	1.0	1.0	collinear
gene:TraesCS7D02G002500	Chr7D	1570744	1572074	+	1571409	Chr7D	1859827	1861157	+	1860492	1.0	1.0	collinear
gene:TraesCS7D02G002600	Chr7D	1704704	1711943	+	1708323	Chr7D	1991021	1998256	+	1994638	1.0	1.0	collinear
gene:TraesCS7D02G002700	Chr7D	1751649	1754214	-	1752931	Chr7D	2037398	2039963	-	2038680	1.0	1.0	collinear
gene:TraesCS7D02G002900	Chr7D	1936973	1942310	+	1939641	Chr7D	2221770	2227107	+	2224438	1.0	1.0	collinear
gene:TraesCS7D02G003000	Chr7D	1959040	1964911	+	1961975	Chr7D	2243549	2249420	+	2246484	1.0	1.0	collinear
gene:TraesCS7D02G003100	Chr7D	1965031	1970237	-	1967634	Chr7D	2249540	2254746	-	2252143	1.0	1.0	collinear
gene:TraesCS7D02G003200	Chr7D	1973142	1981328	+	1977235	Chr7D	2257651	2265837	+	2261744	1.0	0.999	collinear
gene:TraesCS7D02G003300	Chr7D	1986645	1992835	-	1989740	Chr7D	2271154	2277285	-	2274219	1.0	1.0	collinear
gene:TraesCS7D02G003400	Chr7D	1998582	1999994	-	1999288	Chr7D	2282867	2284279	-	2283573	1.0	1.0	collinear
gene:TraesCS7D02G003500	Chr7D	2036060	2038960	-	2037510	Chr7D	2320065	2322965	-	2321515	1.0	0.999	collinear
gene:TraesCS7D02G003600	Chr7D	2047752	2049425	-	2048588	Chr7D	2331505	2333178	-	2332341	1.0	1.0	collinear
gene:TraesCS7D02G003700	Chr7D	2052222	2053394	+	2052808	Chr7D	2335975	2337147	+	2336561	1.0	1.0	collinear
gene:TraesCS7D02G003800	Chr7D	2087628	2098687	-	2093157	Chr7D	2371364	2382212	-	2376788	1.0	1.0	collinear
gene:TraesCS7D02G003900	Chr7D	2142514	2143936	+	2143225	Chr7D	2425233	2426655	+	2425944	1.0	1.0	collinear
gene:TraesCS7D02G004000	Chr7D	2235620	2241146	-	2238383	Chr7D	2513169	2518695	-	2515932	1.0	0.999	collinear
gene:TraesCS7D02G004100	Chr7D	2242085	2245380	-	2243732	Chr7D	2519634	2522929	-	2521281	1.0	1.0	collinear
gene:TraesCS7D02G004200	Chr7D	2248702	2249668	+	2249185	Chr7D	2526178	2527144	+	2526661	1.0	1.0	collinear
gene:TraesCS7D02G004300	Chr7D	2250254	2254442	-	2252348	Chr7D	2527730	2531918	-	2529824	1.0	1.0	collinear
gene:TraesCS7D02G004400	Chr7D	2325194	2330620	+	2327907	Chr7D	2601599	2607025	+	2604312	1.0	1.0	collinear
gene:TraesCS7D02G004500	Chr7D	2343513	2353612	+	2348562	Chr7D	2619918	2630017	+	2624967	1.0	0.999	collinear
gene:TraesCS7D02G004600	Chr7D	2353898	2359909	-	2356903	Chr7D	2630303	2636338	-	2633320	1.0	0.989	collinear
gene:TraesCS7D02G004700	Chr7D	2408139	2411770	+	2409954	Chr7D	2684022	2687675	+	2685848	1.0	0.993	collinear
gene:TraesCS7D02G004800	Chr7D	2427251	2431409	+	2429330	Chr7D	2703172	2707330	+	2705251	1.0	0.999	collinear
gene:TraesCS7D02G004900	Chr7D	2440200	2443573	-	2441886	Chr7D	2715995	2719368	-	2717681	1.0	0.999	collinear
gene:TraesCS7D02G005000	Chr7D	2492240	2496883	-	2494561	Chr7D	2780945	2785588	-	2783266	1.0	1.0	collinear
gene:TraesCS7D02G005100	Chr7D	2500048	2500695	-	2500371	Chr7D	2788753	2789400	-	2789076	1.0	0.981	collinear
gene:TraesCS7D02G005200	Chr7D	2519481	2522487	-	2520984	Chr7D	2807947	2810953	-	2809450	1.0	1.0	collinear
gene:TraesCS7D02G005300	Chr7D	2565943	2567411	-	2566677	Chr7D	2854049	2855517	-	2854783	1.0	1.0	collinear
gene:TraesCS7D02G005400	Chr7D	2606095	2611826	-	2608960	Chr7D	2894221	2899952	-	2897086	1.0	0.999	collinear
gene:TraesCS7D02G005500	Chr7D	2649981	2654085	+	2652033	Chr7D	2937653	2941757	+	2939705	1.0	1.0	collinear
gene:TraesCS7D02G005700	Chr7D	2746703	2750450	-	2748576	Chr7D	3032533	3036280	-	3034406	1.0	1.0	collinear
gene:TraesCS7D02G005800	Chr7D	2819413	2826721	+	2823067	Chr7D	3104535	3111843	+	3108189	1.0	1.0	collinear
gene:TraesCS7D02G005900	Chr7D	2830477	2832883	+	2831680	Chr7D	3115671	3118077	+	3116874	1.0	1.0	collinear
gene:TraesCS7D02G006000	Chr7D	2865725	2869765	+	2867745	Chr7D	3150899	3154939	+	3152919	1.0	1.0	collinear
gene:TraesCS7D02G006100	Chr7D	2882846	2885212	-	2884029	Chr7D	3168019	3169749	-	3168884	0.957	0.957	collinear
gene:TraesCS7D02G006200	Chr7D	2897517	2899286	-	2898401	Chr7D	3181843	3183612	-	3182727	1.0	1.0	collinear
gene:TraesCS7D02G006300	Chr7D	2902536	2904888	-	2903712	Chr7D	3186682	3189034	-	3187858	1.0	1.0	collinear
gene:TraesCS7D02G006400	Chr7D	3074325	3102191	-	3088258	Chr7D	3368629	3396281	-	3382455	1.0	1.0	collinear
gene:TraesCS7D02G006500	Chr7D	3161637	3185725	+	3173681	Chr7D	3454980	3479068	+	3467024	1.0	1.0	collinear
gene:TraesCS7D02G006600	Chr7D	3245720	3247279	-	3246499	Chr7D	3548444	3550003	-	3549223	1.0	1.0	collinear
gene:TraesCS7D02G006700	Chr7D	3436920	3443992	+	3440456	Chr7D	3738973	3746069	+	3742521	1.0	1.0	collinear
gene:TraesCS7D02G006800	Chr7D	3549031	3551868	-	3550449	Chr7D	3848483	3851320	-	3849901	1.0	1.0	collinear
gene:TraesCS7D02G006900	Chr7D	3581724	3582452	+	3582088	Chr7D	3880831	3881559	+	3881195	1.0	1.0	collinear
gene:TraesCS7D02G007000	Chr7D	3583642	3593389	+	3588515	Chr7D	3882749	3892495	+	3887622	1.0	1.0	collinear
gene:TraesCS7D02G007100	Chr7D	3596619	3598316	+	3597467	Chr7D	3895538	3897235	+	3896386	1.0	1.0	collinear
gene:TraesCS7D02G007200	Chr7D	3597342	3597698	-	3597520	Chr7D	3896261	3896617	-	3896439	1.0	1.0	collinear
gene:TraesCS7D02G007300	Chr7D	3629375	3640491	-	3634933	Chr7D	3927907	3939023	-	3933465	1.0	0.998	collinear
gene:TraesCS7D02G007400	Chr7D	3685942	3688849	+	3687395	Chr7D	3955818	3958723	+	3957270	1.0	0.999	collinear
gene:TraesCS7D02G007500	Chr7D	3689088	3691430	+	3690259	Chr7D	3958962	3961304	+	3960133	1.0	1.0	collinear
gene:TraesCS7D02G007600	Chr7D	3727414	3739586	-	3733500	Chr7D	3997707	4009879	-	4003793	1.0	1.0	collinear
gene:TraesCS7D02G007700	Chr7D	3740455	3757587	+	3749021	Chr7D	4010748	4027634	+	4019191	1.0	0.999	collinear
gene:TraesCS7D02G007800	Chr7D	3780164	3782438	+	3781301	Chr7D	4050053	4052327	+	4051190	1.0	1.0	collinear
gene:TraesCS7D02G007900	Chr7D	3783175	3794374	-	3788774	Chr7D	4053064	4064250	-	4058657	0.999	0.989	collinear
gene:TraesCS7D02G008000	Chr7D	3855196	3859065	-	3857130	Chr7D	4124939	4128808	-	4126873	1.0	1.0	collinear
gene:TraesCS7D02G008100	Chr7D	3954848	3955836	+	3955342	Chr7D	4223298	4224286	+	4223792	1.0	1.0	collinear
gene:TraesCS7D02G008200	Chr7D	4004903	4010776	-	4007839	Chr7D	4272391	4278237	-	4275314	0.995	0.994	collinear
gene:TraesCS7D02G008300	Chr7D	4012209	4017650	-	4014929	Chr7D	4279325	4284766	-	4282045	1.0	1.0	collinear
gene:TraesCS7D02G008400	Chr7D	4017702	4019703	+	4018702	Chr7D	4284818	4286819	+	4285818	1.0	1.0	collinear
gene:TraesCS7D02G008500	Chr7D	4025269	4028988	-	4027128	Chr7D	4292385	4296104	-	4294244	1.0	1.0	collinear
gene:TraesCS7D02G008600	Chr7D	4071495	4076621	-	4074058	Chr7D	4338587	4343713	-	4341150	1.0	1.0	collinear
gene:TraesCS7D02G008700	Chr7D	4198465	4202181	-	4200323	Chr7D	4464479	4468195	-	4466337	1.0	1.0	collinear
gene:TraesCS7D02G008800	Chr7D	4267640	4270860	-	4269250	Chr7D	4533167	4536386	-	4534776	0.999	0.999	collinear
gene:TraesCS7D02G008900	Chr7D	4288688	4293044	-	4290866	Chr7D	4553940	4558296	-	4556118	1.0	1.0	collinear
gene:TraesCS7D02G009000	Chr7D	4364939	4366580	+	4365759	Chr7D	4629548	4631189	+	4630368	1.0	1.0	collinear
gene:TraesCS7D02G009100	Chr7D	4411975	4415156	-	4413565	Chr7D	4675596	4678777	-	4677186	1.0	1.0	collinear
gene:TraesCS7D02G009200	Chr7D	4423362	4426567	-	4424964	Chr7D	4686985	4690190	-	4688587	1.0	1.0	collinear
gene:TraesCS7D02G009300	Chr7D	4501472	4503395	-	4502433	Chr7D	4764879	4766802	-	4765840	1.0	1.0	collinear
gene:TraesCS7D02G009400	Chr7D	4515237	4518875	-	4517056	Chr7D	4778643	4782281	-	4780462	1.0	1.0	collinear
